fullName,rank,companyNumber,age
Новиков Виктор Михайлович,сержант,12,56
Кузнецов Юрий Михайлович,рядовой,5,36
Зайцев Матвей Павлович,лейтенант,10,59
Иванов Денис Андреевич,полковник,7,32
Соколов Артём Юрьевич,сержант,9,55
Захаров Степан Викторович,майор,8,39
Захаров Максим Романович,полковник,4,45
Никитин Юрий Олегович,сержант,8,46
Соловьёв Степан Александрович,прапорщик,3,54
Соловьёв Андрей Никитич,майор,1,49
Захаров Виктор Иванович,прапорщик,4,44
Алексеев Виктор Павлович,полковник,12,52
Новиков Никита Александрович,капитан,1,26
Кузнецов Никита Павлович,лейтенант,4,43
Сидоров Степан Павлович,сержант,8,24
Фёдоров Павел Викторович,майор,5,23
Попов Сергей Алексеевич,рядовой,12,56
Семёнов Александр Алексеевич,сержант,2,42
Новиков Артём Кириллович,прапорщик,11,51
Сидоров Иван Дмитриевич,прапорщик,9,18
Попов Никита Олегович,лейтенант,3,25
Кузнецов Степан Олегович,лейтенант,12,22
Кочергин Артём Андреевич,полковник,4,37
Алексеев Юрий Юрьевич,сержант,10,54
Новиков Павел Ильич,капитан,12,47
Михайлов Артём Александрович,сержант,8,22
Зайцев Роман Кириллович,капитан,6,54
Борисов Денис Викторович,лейтенант,10,20
Макаров Максим Никитич,майор,8,40
Андреев Юрий Никитич,лейтенант,10,29
Алексеев Илья Алексеевич,капитан,12,45
Лебедев Роман Алексеевич,майор,10,24
Кочергин Юрий Дмитриевич,сержант,3,35
Борисов Олег Никитич,майор,2,31
Яковлев Денис Олегович,полковник,9,25
Морозов Максим Сергеевич,капитан,6,44
Лебедев Алексей Михайлович,сержант,9,20
Лебедев Александр Максимович,майор,12,47
Кочергин Никита Павлович,полковник,4,43
Петров Александр Михайлович,рядовой,12,26
Фёдоров Виктор Викторович,лейтенант,8,22
Сидоров Степан Кириллович,майор,8,26
Семёнов Кирилл Алексеевич,сержант,1,56
Смирнов Алексей Никитич,рядовой,9,43
Попов Максим Александрович,майор,5,27
Лебедев Матвей Алексеевич,сержант,12,20
Борисов Виктор Ильич,лейтенант,12,21
Зайцев Олег Сергеевич,лейтенант,12,37
Лебедев Дмитрий Александрович,рядовой,7,30
Яковлев Илья Иванович,сержант,4,23
Иванов Егор Александрович,рядовой,6,30
