fullName,rank,companyNumber,age
Никитин Андрей Романович,полковник,5,51
Захаров Сергей Ильич,майор,3,36
Попов Иван Александрович,сержант,4,56
Степанов Кирилл Викторович,полковник,2,33
Николаев Андрей Иванович,полковник,3,49
Николаев Александр Александрович,капитан,4,42
Захаров Юрий Александрович,полковник,2,53
Смирнов Максим Андреевич,сержант,9,18
Иванов Денис Александрович,прапорщик,7,36
Михайлов Матвей Алексеевич,прапорщик,11,39
Андреев Денис Ильич,капитан,3,31
Козлов Дмитрий Ильич,прапорщик,10,45
Попов Кирилл Викторович,лейтенант,7,60
Орлов Артём Дмитриевич,лейтенант,2,38
Макаров Павел Дмитриевич,сержант,9,24
Зайцев Юрий Романович,прапорщик,10,50
Иванов Денис Иванович,капитан,10,50
Никитин Павел Алексеевич,рядовой,2,44
Орлов Степан Сергеевич,рядовой,10,53
Семёнов Максим Викторович,капитан,2,21
Соловьёв Степан Сергеевич,лейтенант,7,19
Кочергин Виктор Михайлович,майор,8,27
Андреев Артём Романович,полковник,1,48
Соловьёв Павел Павлович,лейтенант,5,44
Андреев Илья Иванович,рядовой,2,58
Соколов Константин Романович,майор,6,56
Соловьёв Денис Романович,майор,3,60
Павлов Максим Михайлович,прапорщик,8,29
Зайцев Егор Андреевич,полковник,5,22
Сидоров Андрей Ильич,лейтенант,7,19
Андреев Кирилл Алексеевич,прапорщик,8,19
Соловьёв Кирилл Иванович,капитан,9,39
Соколов Артём Андреевич,сержант,11,46
Смирнов Андрей Юрьевич,майор,9,29
Степанов Алексей Максимович,сержант,5,37
Васильев Матвей Александрович,лейтенант,7,42
Семёнов Андрей Викторович,капитан,8,33
Сидоров Никита Дмитриевич,сержант,4,59
Борисов Иван Андреевич,рядовой,4,34
Кочергин Илья Павлович,сержант,3,59
Иванов Олег Олегович,лейтенант,2,60
Борисов Артём Сергеевич,рядовой,9,55
Степанов Константин Иванович,капитан,8,18
Иванов Олег Сергеевич,рядовой,12,43
Борисов Иван Викторович,полковник,9,24
Новиков Егор Иванович,майор,3,41
Попов Сергей Иванович,рядовой,12,31
Новиков Виктор Никитич,прапорщик,10,20
Васильев Виктор Андреевич,прапорщик,8,47
Петров Роман Андреевич,полковник,2,21
Михайлов Максим Максимович,сержант,4,46
Попов Алексей Максимович,полковник,8,45
Борисов Виктор Иванович,сержант,7,50
Петров Константин Сергеевич,рядовой,12,48
Фёдоров Павел Кириллович,сержант,4,33
Фёдоров Максим Максимович,рядовой,11,41
Яковлев Кирилл Ильич,лейтенант,1,50
Андреев Денис Олегович,полковник,5,28
Петров Андрей Романович,полковник,3,44
Лебедев Илья Михайлович,полковник,10,25
Егоров Степан Никитич,сержант,4,60
Макаров Максим Алексеевич,рядовой,8,26
Николаев Кирилл Павлович,прапорщик,12,46
Андреев Артём Викторович,капитан,12,38
Кузнецов Александр Алексеевич,сержант,1,60
Соловьёв Иван Никитич,капитан,8,35
Орлов Максим Дмитриевич,полковник,7,29
Макаров Егор Александрович,лейтенант,3,58
Орлов Евгений Дмитриевич,лейтенант,7,57
Алексеев Виктор Павлович,рядовой,1,57
Попов Роман Викторович,рядовой,8,51
Семёнов Матвей Павлович,полковник,1,23
Кочергин Кирилл Дмитриевич,сержант,11,18
Николаев Дмитрий Андреевич,майор,3,27
Новиков Иван Максимович,прапорщик,8,57
Петров Олег Михайлович,капитан,3,24
Павлов Сергей Ильич,капитан,11,46
Орлов Роман Сергеевич,капитан,9,22
Кочергин Олег Дмитриевич,майор,10,46
Фёдоров Дмитрий Ильич,капитан,12,24
Семёнов Иван Романович,капитан,10,58
Васильев Никита Михайлович,рядовой,9,32
Кузнецов Константин Александрович,майор,3,37
Орлов Егор Сергеевич,майор,6,30
Новиков Евгений Юрьевич,рядовой,10,26
Петров Константин Кириллович,капитан,12,46
Морозов Егор Дмитриевич,майор,3,38
Лебедев Сергей Викторович,капитан,12,52
Семёнов Сергей Андреевич,сержант,6,21
Семёнов Дмитрий Юрьевич,полковник,11,48
Николаев Матвей Дмитриевич,лейтенант,5,48
Морозов Андрей Иванович,полковник,10,55
Лебедев Юрий Павлович,прапорщик,12,40
Яковлев Андрей Ильич,капитан,2,30
Никитин Кирилл Иванович,полковник,9,34
Фёдоров Роман Олегович,полковник,8,46
Лебедев Александр Иванович,рядовой,10,54
Васильев Иван Юрьевич,рядовой,1,38
Иванов Евгений Никитич,прапорщик,8,21
Николаев Константин Алексеевич,лейтенант,4,19
Иванов Евгений Алексеевич,майор,1,53
Новиков Алексей Михайлович,прапорщик,9,45
Николаев Никита Андреевич,рядовой,8,51
Иванов Алексей Никитич,сержант,4,18
Макаров Михаил Ильич,рядовой,10,35
Михайлов Михаил Викторович,капитан,4,25
Лебедев Юрий Дмитриевич,прапорщик,9,58
Степанов Никита Андреевич,капитан,1,57
Соловьёв Кирилл Андреевич,полковник,12,24
Сидоров Павел Юрьевич,рядовой,8,49
Попов Иван Павлович,полковник,9,46
Орлов Михаил Сергеевич,майор,9,47
Егоров Матвей Андреевич,прапорщик,3,29
Морозов Виктор Ильич,полковник,5,47
Смирнов Никита Алексеевич,лейтенант,3,35
Захаров Константин Кириллович,сержант,4,23
Фёдоров Олег Дмитриевич,капитан,1,39
Петров Юрий Викторович,прапорщик,11,32
Лебедев Михаил Александрович,рядовой,4,25
Орлов Павел Олегович,прапорщик,2,23
Кочергин Денис Романович,рядовой,8,26
Соколов Олег Максимович,прапорщик,12,44
Никитин Кирилл Александрович,лейтенант,2,30
Петров Сергей Викторович,капитан,2,48
Николаев Егор Ильич,лейтенант,6,54
Николаев Кирилл Юрьевич,лейтенант,4,27
Морозов Виктор Павлович,полковник,4,29
Захаров Иван Юрьевич,сержант,8,26
Иванов Алексей Алексеевич,сержант,7,59
Никитин Константин Павлович,сержант,12,53
Егоров Михаил Дмитриевич,лейтенант,4,49
Макаров Евгений Алексеевич,прапорщик,10,50
Кочергин Роман Максимович,полковник,2,19
Васильев Юрий Юрьевич,рядовой,2,25
Соколов Максим Викторович,лейтенант,8,22
Павлов Илья Иванович,сержант,3,28
Фёдоров Андрей Максимович,майор,4,35
Зайцев Дмитрий Алексеевич,майор,4,29
Соловьёв Иван Иванович,капитан,12,39
Зайцев Юрий Олегович,лейтенант,10,37
Яковлев Сергей Кириллович,полковник,5,60
Яковлев Виктор Кириллович,лейтенант,8,29
Борисов Юрий Викторович,рядовой,7,57
Соколов Константин Викторович,рядовой,6,60
Яковлев Виктор Андреевич,полковник,5,41
Семёнов Александр Михайлович,полковник,3,28
Козлов Константин Александрович,лейтенант,4,56
Михайлов Денис Иванович,лейтенант,7,26
Соловьёв Артём Кириллович,полковник,6,54
Никитин Дмитрий Андреевич,лейтенант,9,18
Соколов Павел Алексеевич,капитан,6,35
Алексеев Евгений Павлович,полковник,2,55
Кочергин Матвей Ильич,сержант,5,27
Николаев Денис Максимович,сержант,2,28
Морозов Артём Александрович,рядовой,8,20
Васильев Павел Андреевич,капитан,2,43
Алексеев Юрий Никитич,рядовой,7,58
Соколов Сергей Романович,капитан,7,25
Никитин Дмитрий Павлович,прапорщик,2,20
Захаров Константин Олегович,майор,6,30
Андреев Константин Ильич,майор,3,46
Сидоров Иван Александрович,майор,7,56
Никитин Кирилл Александрович,прапорщик,12,49
Егоров Егор Олегович,сержант,2,44
Яковлев Артём Сергеевич,капитан,8,50
Андреев Максим Михайлович,капитан,1,30
Новиков Олег Иванович,капитан,2,33
Васильев Юрий Михайлович,рядовой,1,55
Лебедев Артём Иванович,капитан,6,45
Фёдоров Виктор Кириллович,сержант,4,41
Андреев Роман Михайлович,полковник,6,44
Смирнов Денис Олегович,майор,6,27
Михайлов Александр Александрович,майор,6,54
Иванов Юрий Никитич,капитан,8,50
Морозов Егор Павлович,полковник,12,42
Зайцев Андрей Викторович,рядовой,11,47
Павлов Алексей Сергеевич,сержант,8,34
Лебедев Степан Ильич,лейтенант,4,58
Васильев Александр Михайлович,сержант,8,23
Козлов Никита Романович,рядовой,6,60
Лебедев Роман Дмитриевич,капитан,10,48
Алексеев Виктор Максимович,рядовой,12,51
Соловьёв Евгений Максимович,лейтенант,8,39
Кочергин Юрий Ильич,сержант,10,39
Михайлов Никита Александрович,лейтенант,5,24
Васильев Роман Романович,майор,6,58
Захаров Максим Иванович,рядовой,6,26
Павлов Михаил Викторович,рядовой,10,38
Кочергин Дмитрий Павлович,лейтенант,2,49
Павлов Артём Ильич,полковник,2,45
Васильев Максим Андреевич,рядовой,11,21
Фёдоров Евгений Михайлович,майор,6,44
Иванов Константин Юрьевич,сержант,6,33
Зайцев Сергей Викторович,рядовой,7,26
Сидоров Илья Викторович,сержант,5,33
Алексеев Михаил Максимович,майор,1,40
Козлов Сергей Алексеевич,капитан,6,59
Попов Юрий Михайлович,лейтенант,8,28
Сидоров Андрей Кириллович,сержант,6,24
Семёнов Егор Андреевич,рядовой,5,44
Зайцев Павел Викторович,майор,7,51
Смирнов Никита Никитич,лейтенант,1,22
Борисов Олег Андреевич,прапорщик,4,54
Зайцев Илья Никитич,прапорщик,12,18
Кузнецов Юрий Дмитриевич,капитан,2,47
Петров Степан Сергеевич,сержант,2,37
Кочергин Илья Ильич,рядовой,11,29
Кочергин Кирилл Кириллович,полковник,11,30
Сидоров Матвей Викторович,прапорщик,4,38
Орлов Степан Никитич,лейтенант,9,30
Зайцев Матвей Максимович,полковник,3,35
Морозов Виктор Романович,майор,10,54
Семёнов Константин Андреевич,капитан,1,43
Михайлов Никита Михайлович,майор,2,60
Павлов Кирилл Сергеевич,майор,6,22
Алексеев Алексей Дмитриевич,полковник,1,24
Николаев Иван Никитич,полковник,2,32
Козлов Илья Олегович,рядовой,12,34
Павлов Никита Александрович,рядовой,5,24
Михайлов Денис Максимович,майор,10,57
Орлов Матвей Ильич,прапорщик,12,29
Борисов Никита Викторович,майор,2,46
Орлов Иван Дмитриевич,капитан,8,28
Соловьёв Степан Максимович,полковник,8,25
Егоров Степан Андреевич,рядовой,7,37
Павлов Степан Дмитриевич,прапорщик,5,42
Егоров Александр Никитич,лейтенант,5,58
Никитин Олег Никитич,прапорщик,6,25
Алексеев Кирилл Никитич,сержант,2,55
Козлов Кирилл Михайлович,прапорщик,10,32
Смирнов Михаил Максимович,майор,3,50
Егоров Андрей Кириллович,лейтенант,12,52
Сидоров Артём Александрович,майор,9,41
Степанов Павел Юрьевич,майор,10,54
Соловьёв Артём Сергеевич,рядовой,1,50
Николаев Павел Александрович,капитан,3,54
Михайлов Павел Иванович,капитан,11,52
Орлов Константин Романович,капитан,10,54
Кочергин Артём Кириллович,рядовой,3,43
Алексеев Олег Иванович,полковник,11,30
Кочергин Никита Кириллович,рядовой,11,39
Орлов Павел Ильич,рядовой,7,42
Макаров Сергей Алексеевич,прапорщик,2,20
Лебедев Константин Павлович,рядовой,8,26
Соколов Алексей Сергеевич,полковник,5,33
Попов Иван Никитич,прапорщик,2,60
Иванов Михаил Максимович,полковник,4,22
Лебедев Евгений Юрьевич,сержант,6,50
Егоров Павел Павлович,сержант,11,31
Петров Константин Андреевич,сержант,9,57
Петров Егор Александрович,прапорщик,11,52
Никитин Алексей Олегович,капитан,4,23
Лебедев Александр Олегович,майор,7,53
Морозов Илья Романович,сержант,6,19
Иванов Денис Александрович,рядовой,2,20
Павлов Алексей Никитич,капитан,10,38
Яковлев Евгений Ильич,майор,8,54
Морозов Олег Павлович,рядовой,6,52
Алексеев Михаил Алексеевич,сержант,12,35
Фёдоров Константин Романович,рядовой,4,36
Борисов Александр Викторович,капитан,4,55
Яковлев Денис Иванович,рядовой,8,21
Соловьёв Матвей Иванович,полковник,10,47
Васильев Артём Юрьевич,сержант,5,39
Попов Иван Кириллович,лейтенант,5,56
Макаров Юрий Максимович,лейтенант,11,23
Макаров Павел Иванович,полковник,10,28
Соколов Никита Юрьевич,майор,4,23
Иванов Константин Викторович,лейтенант,11,22
Иванов Юрий Юрьевич,сержант,10,58
Морозов Сергей Дмитриевич,прапорщик,11,48
Смирнов Роман Никитич,майор,1,38
Кузнецов Олег Максимович,рядовой,2,54
Андреев Сергей Никитич,капитан,10,27
Семёнов Сергей Иванович,полковник,8,50
Никитин Степан Дмитриевич,сержант,11,52
Кузнецов Кирилл Никитич,полковник,12,55
Соловьёв Илья Кириллович,лейтенант,3,59
Борисов Юрий Александрович,майор,1,48
Новиков Олег Михайлович,майор,5,27
Кузнецов Алексей Александрович,капитан,2,42
Васильев Егор Викторович,майор,4,32
Борисов Максим Олегович,рядовой,5,59
Сидоров Олег Ильич,майор,7,57
Сидоров Егор Александрович,прапорщик,5,33
Николаев Степан Андреевич,капитан,5,57
Зайцев Артём Никитич,сержант,10,42
Васильев Виктор Ильич,полковник,12,44
Соколов Роман Романович,рядовой,11,33
Попов Александр Сергеевич,майор,6,39
Сидоров Максим Сергеевич,полковник,10,51
