fullName,rank,companyNumber,age
Николаев Виктор Павлович,майор,10,46
Фёдоров Илья Викторович,майор,12,19
Соловьёв Олег Юрьевич,полковник,1,22
Алексеев Михаил Павлович,прапорщик,2,37
Захаров Максим Алексеевич,прапорщик,5,40
Кочергин Степан Александрович,капитан,3,52
Макаров Дмитрий Михайлович,лейтенант,12,32
Михайлов Дмитрий Дмитриевич,майор,11,31
Захаров Никита Кириллович,капитан,4,29
Смирнов Дмитрий Дмитриевич,капитан,1,36
Никитин Никита Андреевич,лейтенант,4,45
Попов Андрей Иванович,полковник,3,40
Никитин Павел Андреевич,прапорщик,10,18
Соловьёв Евгений Михайлович,лейтенант,12,53
Андреев Денис Андреевич,капитан,10,58
Сидоров Кирилл Михайлович,прапорщик,4,51
Фёдоров Алексей Алексеевич,прапорщик,8,19
Орлов Кирилл Максимович,полковник,12,57
Андреев Дмитрий Романович,полковник,2,46
Кочергин Константин Никитич,капитан,8,48
Соловьёв Степан Ильич,капитан,10,37
Новиков Павел Никитич,майор,12,22
Михайлов Михаил Михайлович,сержант,5,22
Семёнов Павел Михайлович,сержант,2,44
Кочергин Сергей Юрьевич,капитан,2,41
Соколов Олег Сергеевич,рядовой,5,44
Кузнецов Алексей Алексеевич,прапорщик,11,50
Яковлев Максим Александрович,майор,10,25
Кочергин Артём Алексеевич,майор,2,19
Иванов Андрей Юрьевич,капитан,6,58
Лебедев Илья Павлович,лейтенант,8,24
Лебедев Михаил Сергеевич,прапорщик,11,47
Сидоров Матвей Викторович,капитан,11,44
Алексеев Константин Иванович,полковник,7,54
Семёнов Андрей Дмитриевич,полковник,12,49
Петров Дмитрий Никитич,сержант,9,18
Павлов Матвей Иванович,капитан,11,24
Никитин Юрий Романович,лейтенант,3,53
Попов Константин Олегович,прапорщик,4,19
Петров Егор Иванович,лейтенант,2,23
Кочергин Евгений Ильич,сержант,3,59
Сидоров Егор Романович,полковник,6,58
Егоров Иван Романович,капитан,5,46
Захаров Артём Юрьевич,рядовой,9,50
Кузнецов Егор Максимович,капитан,3,40
Семёнов Сергей Дмитриевич,полковник,6,56
Борисов Матвей Дмитриевич,рядовой,12,23
Егоров Дмитрий Олегович,рядовой,11,55
Орлов Дмитрий Романович,рядовой,5,32
Лебедев Алексей Ильич,рядовой,8,29
Степанов Олег Олегович,лейтенант,2,23
Захаров Евгений Юрьевич,рядовой,8,60
Козлов Евгений Дмитриевич,майор,8,50
Попов Александр Андреевич,лейтенант,2,40
Новиков Михаил Юрьевич,прапорщик,1,45
Васильев Дмитрий Андреевич,лейтенант,6,19
Новиков Сергей Александрович,прапорщик,11,25
Степанов Олег Максимович,лейтенант,12,40
Соловьёв Виктор Юрьевич,рядовой,2,19
Семёнов Виктор Сергеевич,лейтенант,5,26
Яковлев Виктор Алексеевич,полковник,6,42
Никитин Денис Олегович,майор,12,53
Михайлов Никита Викторович,рядовой,9,35
Макаров Александр Викторович,рядовой,9,23
Смирнов Константин Кириллович,рядовой,11,56
