fullName,rank,companyNumber,age
Козлов Михаил Алексеевич,майор,7,60
Попов Денис Олегович,лейтенант,5,30
Захаров Кирилл Андреевич,прапорщик,9,57
Васильев Артём Романович,майор,9,32
Кочергин Алексей Михайлович,капитан,12,18
Яковлев Виктор Максимович,капитан,12,42
Морозов Денис Романович,рядовой,4,33
Макаров Илья Романович,полковник,9,27
Егоров Егор Олегович,майор,11,37
Петров Андрей Александрович,майор,3,32
Кочергин Илья Ильич,майор,9,27
Павлов Матвей Юрьевич,прапорщик,1,32
Степанов Олег Андреевич,капитан,8,56
Петров Артём Андреевич,прапорщик,8,40
Захаров Виктор Никитич,майор,6,46
Лебедев Роман Сергеевич,сержант,6,51
Андреев Илья Павлович,сержант,10,58
Фёдоров Павел Максимович,майор,9,60
Алексеев Сергей Романович,капитан,5,31
Михайлов Матвей Иванович,лейтенант,11,56
Павлов Александр Дмитриевич,рядовой,4,28
Макаров Сергей Олегович,сержант,5,42
Кузнецов Матвей Иванович,прапорщик,8,56
Иванов Сергей Алексеевич,рядовой,2,46
Зайцев Сергей Иванович,сержант,5,36
Степанов Александр Андреевич,полковник,11,23
Лебедев Матвей Андреевич,лейтенант,12,18
Попов Виктор Романович,рядовой,8,21
Иванов Дмитрий Михайлович,капитан,7,29
Лебедев Никита Викторович,сержант,9,45
Кузнецов Павел Максимович,полковник,8,53
Новиков Юрий Иванович,прапорщик,9,39
Новиков Александр Юрьевич,полковник,3,54
Павлов Дмитрий Олегович,прапорщик,2,33
Семёнов Михаил Юрьевич,прапорщик,9,25
Андреев Александр Павлович,прапорщик,6,44
Козлов Илья Ильич,полковник,9,26
Семёнов Алексей Алексеевич,капитан,7,45
Морозов Егор Андреевич,капитан,8,43
Алексеев Артём Александрович,полковник,8,26
Кузнецов Артём Максимович,рядовой,2,34
Фёдоров Олег Алексеевич,майор,11,18
Захаров Александр Михайлович,лейтенант,5,41
Иванов Денис Сергеевич,полковник,8,48
Васильев Константин Кириллович,лейтенант,11,60
Смирнов Константин Олегович,сержант,10,48
Фёдоров Михаил Кириллович,полковник,8,47
Зайцев Сергей Юрьевич,полковник,7,33
Степанов Иван Андреевич,рядовой,1,24
Петров Дмитрий Кириллович,прапорщик,1,41
Андреев Максим Викторович,капитан,9,20
Орлов Евгений Алексеевич,майор,12,55
Яковлев Олег Дмитриевич,сержант,11,44
Соловьёв Сергей Никитич,прапорщик,4,24
Андреев Олег Дмитриевич,сержант,4,47
Соколов Матвей Сергеевич,рядовой,1,29
Яковлев Юрий Олегович,сержант,4,37
Попов Дмитрий Павлович,лейтенант,4,55
Орлов Иван Ильич,рядовой,7,55
Фёдоров Михаил Викторович,сержант,10,33
Соколов Сергей Михайлович,рядовой,6,54
Соколов Юрий Романович,капитан,11,46
Сидоров Андрей Викторович,майор,3,60
Васильев Дмитрий Викторович,лейтенант,5,32
Михайлов Никита Павлович,прапорщик,4,50
Петров Кирилл Александрович,капитан,10,46
Кочергин Павел Сергеевич,сержант,6,25
Степанов Александр Михайлович,полковник,6,26
Смирнов Артём Максимович,полковник,11,59
Андреев Максим Сергеевич,прапорщик,3,29
Зайцев Матвей Александрович,сержант,5,50
Захаров Максим Алексеевич,прапорщик,12,45
Зайцев Константин Максимович,капитан,6,54
Кузнецов Матвей Ильич,рядовой,2,42
Алексеев Константин Александрович,капитан,7,20
Козлов Павел Сергеевич,прапорщик,9,51
Соловьёв Дмитрий Викторович,лейтенант,5,20
Фёдоров Роман Викторович,капитан,6,23
Яковлев Юрий Михайлович,майор,11,27
Васильев Алексей Викторович,рядовой,2,54
Степанов Степан Викторович,рядовой,11,56
Никитин Артём Юрьевич,сержант,7,56
Кочергин Сергей Иванович,лейтенант,5,26
Морозов Юрий Юрьевич,сержант,3,51
Петров Матвей Романович,майор,11,52
Павлов Иван Андреевич,лейтенант,9,29
Попов Денис Романович,майор,10,31
Захаров Павел Павлович,рядовой,10,29
Степанов Сергей Романович,прапорщик,7,21
Соколов Сергей Никитич,сержант,1,49
Попов Иван Ильич,рядовой,2,41
Соловьёв Евгений Максимович,рядовой,3,30
Орлов Артём Никитич,капитан,3,46
Захаров Павел Ильич,рядовой,10,50
Зайцев Максим Романович,лейтенант,10,28
Лебедев Артём Ильич,сержант,5,29
Павлов Егор Александрович,майор,5,39
Морозов Илья Никитич,полковник,5,25
Егоров Кирилл Иванович,прапорщик,5,39
Лебедев Евгений Алексеевич,капитан,9,52
Соколов Максим Викторович,лейтенант,3,60
Степанов Иван Андреевич,прапорщик,5,40
Кочергин Юрий Александрович,майор,4,46
Соловьёв Константин Дмитриевич,сержант,1,23
Макаров Александр Дмитриевич,сержант,2,46
Андреев Дмитрий Дмитриевич,капитан,4,25
Яковлев Егор Иванович,майор,8,52
Андреев Матвей Иванович,полковник,8,53
Смирнов Никита Дмитриевич,рядовой,1,52
Лебедев Иван Никитич,прапорщик,4,52
Семёнов Константин Сергеевич,капитан,2,50
Никитин Виктор Алексеевич,рядовой,11,41
Андреев Константин Никитич,рядовой,10,41
Никитин Степан Максимович,капитан,12,47
Егоров Матвей Александрович,прапорщик,1,31
Лебедев Юрий Никитич,майор,4,28
Алексеев Михаил Сергеевич,сержант,4,56
Зайцев Никита Максимович,прапорщик,2,19
Яковлев Виктор Викторович,майор,11,48
Соколов Михаил Михайлович,сержант,6,38
Яковлев Александр Ильич,капитан,9,49
Борисов Алексей Павлович,лейтенант,10,40
Васильев Кирилл Романович,полковник,4,37
Васильев Евгений Михайлович,лейтенант,9,32
Петров Максим Олегович,сержант,6,18
Михайлов Степан Иванович,прапорщик,10,56
Алексеев Денис Александрович,майор,4,31
Алексеев Кирилл Романович,полковник,4,46
Смирнов Денис Сергеевич,майор,1,31
Фёдоров Денис Олегович,лейтенант,2,38
Лебедев Андрей Викторович,сержант,6,18
Новиков Артём Юрьевич,рядовой,2,25
Николаев Михаил Алексеевич,полковник,4,56
Соколов Сергей Иванович,рядовой,3,56
Михайлов Максим Алексеевич,сержант,7,58
Павлов Максим Александрович,сержант,2,58
Степанов Михаил Кириллович,полковник,8,23
Макаров Юрий Иванович,рядовой,11,50
Алексеев Роман Александрович,полковник,6,48
Иванов Юрий Михайлович,рядовой,9,55
Никитин Евгений Кириллович,лейтенант,4,38
Степанов Максим Олегович,сержант,10,54
Петров Дмитрий Юрьевич,полковник,8,45
Николаев Дмитрий Никитич,лейтенант,11,18
Макаров Михаил Кириллович,сержант,4,30
Степанов Иван Кириллович,рядовой,3,36
Козлов Роман Романович,рядовой,7,41
Макаров Александр Кириллович,майор,2,50
Кочергин Артём Кириллович,прапорщик,4,35
Кузнецов Виктор Павлович,майор,6,32
Михайлов Матвей Андреевич,майор,6,58
Никитин Матвей Ильич,майор,7,46
Борисов Дмитрий Алексеевич,сержант,1,26
Никитин Андрей Иванович,рядовой,12,49
Павлов Евгений Ильич,рядовой,8,34
Новиков Кирилл Олегович,рядовой,8,39
Новиков Константин Михайлович,майор,3,56
Семёнов Олег Максимович,прапорщик,11,32
Макаров Александр Юрьевич,лейтенант,5,57
Алексеев Иван Максимович,майор,4,54
Новиков Константин Павлович,капитан,9,33
Морозов Павел Олегович,сержант,5,20
Николаев Кирилл Максимович,полковник,4,31
Морозов Артём Олегович,прапорщик,10,51
Кузнецов Матвей Дмитриевич,прапорщик,9,30
Морозов Евгений Сергеевич,сержант,7,24
Кузнецов Александр Алексеевич,полковник,1,34
Кузнецов Андрей Максимович,сержант,9,49
Егоров Кирилл Павлович,майор,12,39
Петров Александр Алексеевич,капитан,9,24
Козлов Кирилл Романович,капитан,6,34
Никитин Степан Александрович,рядовой,11,19
Соловьёв Егор Александрович,лейтенант,5,33
Морозов Роман Викторович,прапорщик,11,49
Попов Евгений Викторович,майор,12,26
Сидоров Виктор Юрьевич,полковник,10,21
Соколов Павел Иванович,прапорщик,9,48
Захаров Виктор Сергеевич,майор,8,48
Козлов Сергей Павлович,прапорщик,7,42
Борисов Андрей Сергеевич,лейтенант,1,23
Васильев Виктор Александрович,полковник,4,41
Макаров Егор Иванович,прапорщик,1,42
Фёдоров Павел Иванович,майор,12,40
Алексеев Алексей Никитич,полковник,6,38
Андреев Олег Михайлович,полковник,10,52
Кочергин Александр Михайлович,полковник,8,58
Соловьёв Евгений Юрьевич,сержант,11,53
Морозов Олег Ильич,полковник,11,21
Васильев Артём Кириллович,майор,4,53
Орлов Иван Романович,майор,9,45
Иванов Сергей Юрьевич,сержант,5,21
Михайлов Денис Алексеевич,капитан,12,23
Морозов Артём Кириллович,прапорщик,6,31
Михайлов Максим Максимович,рядовой,5,47
Орлов Егор Викторович,капитан,9,51
Васильев Кирилл Андреевич,полковник,3,27
Козлов Иван Павлович,рядовой,9,51
Павлов Егор Андреевич,капитан,5,31
Козлов Олег Кириллович,полковник,10,45
Егоров Алексей Викторович,капитан,2,35
Павлов Егор Павлович,сержант,10,20
Кочергин Виктор Ильич,майор,4,33
Морозов Дмитрий Алексеевич,майор,6,30
Васильев Роман Юрьевич,капитан,1,37
Фёдоров Константин Никитич,рядовой,6,48
Никитин Роман Сергеевич,полковник,8,52
Сидоров Павел Романович,рядовой,3,34
Яковлев Андрей Павлович,капитан,11,57
Лебедев Павел Олегович,сержант,1,24
Морозов Андрей Михайлович,майор,5,57
Андреев Денис Никитич,рядовой,3,34
Попов Павел Никитич,сержант,4,19
Морозов Алексей Кириллович,сержант,11,55
Новиков Кирилл Александрович,капитан,2,27
Сидоров Роман Максимович,рядовой,12,44
Николаев Матвей Александрович,лейтенант,5,33
Алексеев Денис Романович,рядовой,10,50
Иванов Виктор Иванович,полковник,7,32
Сидоров Алексей Олегович,сержант,12,33
Морозов Денис Кириллович,майор,11,49
Козлов Сергей Викторович,рядовой,12,27
Васильев Роман Сергеевич,майор,10,31
Фёдоров Иван Михайлович,прапорщик,9,19
Орлов Михаил Алексеевич,капитан,2,22
Кузнецов Артём Максимович,рядовой,6,49
Лебедев Сергей Юрьевич,рядовой,7,55
Кочергин Егор Романович,капитан,11,26
Яковлев Андрей Дмитриевич,сержант,8,49
Егоров Алексей Романович,сержант,7,59
Попов Степан Максимович,лейтенант,10,53
Иванов Дмитрий Ильич,капитан,4,46
Никитин Дмитрий Никитич,полковник,6,29
Захаров Алексей Ильич,рядовой,4,37
Кочергин Иван Павлович,рядовой,8,20
Захаров Матвей Сергеевич,сержант,11,30
Лебедев Никита Алексеевич,рядовой,4,53
Попов Павел Олегович,майор,2,60
Зайцев Никита Иванович,майор,5,53
Соколов Александр Иванович,лейтенант,3,34
Сидоров Константин Юрьевич,капитан,5,41
Кузнецов Денис Ильич,прапорщик,12,43
Кузнецов Андрей Александрович,рядовой,8,47
Михайлов Александр Кириллович,полковник,7,28
Фёдоров Павел Михайлович,полковник,4,48
Петров Евгений Максимович,полковник,3,40
Васильев Сергей Дмитриевич,майор,7,31
Соколов Максим Никитич,майор,11,54
Макаров Евгений Юрьевич,рядовой,6,25
Смирнов Роман Михайлович,прапорщик,11,53
Алексеев Дмитрий Александрович,прапорщик,4,37
Новиков Михаил Александрович,сержант,2,54
Смирнов Матвей Викторович,майор,3,38
Семёнов Егор Кириллович,майор,3,32
Козлов Михаил Сергеевич,сержант,10,52
