fullName,rank,companyNumber,age
Иванов Матвей Сергеевич,сержант,4,18
Степанов Михаил Никитич,майор,2,18
Павлов Сергей Алексеевич,лейтенант,1,45
Новиков Алексей Павлович,прапорщик,11,19
Никитин Максим Ильич,лейтенант,10,50
Морозов Евгений Романович,рядовой,4,42
Макаров Степан Александрович,сержант,5,49
Павлов Матвей Юрьевич,капитан,1,51
Андреев Олег Ильич,капитан,7,23
Васильев Егор Ильич,полковник,9,37
Фёдоров Евгений Алексеевич,сержант,1,53
Яковлев Евгений Викторович,капитан,6,47
Захаров Сергей Юрьевич,майор,11,24
Алексеев Олег Иванович,лейтенант,10,59
Кочергин Андрей Иванович,капитан,12,59
Семёнов Егор Кириллович,майор,2,43
Васильев Максим Сергеевич,полковник,9,40
Соловьёв Степан Кириллович,полковник,2,36
Михайлов Никита Максимович,рядовой,3,59
Соловьёв Михаил Михайлович,сержант,1,36
Егоров Виктор Юрьевич,полковник,2,47
Петров Иван Иванович,майор,7,48
Васильев Иван Павлович,полковник,5,30
Борисов Андрей Олегович,майор,7,29
Фёдоров Дмитрий Александрович,прапорщик,11,30
Михайлов Дмитрий Никитич,майор,1,48
Соколов Матвей Александрович,полковник,5,47
Сидоров Павел Максимович,лейтенант,12,29
Лебедев Матвей Дмитриевич,майор,1,39
Петров Александр Викторович,майор,8,44
Иванов Виктор Кириллович,капитан,3,45
Егоров Матвей Алексеевич,майор,12,19
Борисов Виктор Алексеевич,сержант,5,52
Николаев Сергей Андреевич,полковник,5,52
Петров Константин Ильич,прапорщик,1,57
Лебедев Михаил Юрьевич,капитан,7,24
Попов Андрей Никитич,рядовой,4,20
Смирнов Андрей Иванович,прапорщик,6,48
Сидоров Константин Юрьевич,лейтенант,6,24
Соловьёв Михаил Сергеевич,рядовой,5,46
Иванов Михаил Михайлович,майор,3,29
Кочергин Дмитрий Андреевич,прапорщик,9,58
Сидоров Максим Максимович,сержант,9,35
Новиков Павел Михайлович,сержант,4,60
Фёдоров Юрий Кириллович,лейтенант,8,41
Егоров Юрий Алексеевич,сержант,3,46
Фёдоров Степан Иванович,рядовой,8,30
Козлов Александр Романович,полковник,4,45
Борисов Дмитрий Ильич,лейтенант,8,36
Макаров Евгений Романович,полковник,5,22
Попов Максим Романович,лейтенант,11,32
Николаев Юрий Дмитриевич,майор,12,21
Андреев Илья Романович,лейтенант,9,45
Борисов Иван Максимович,полковник,4,30
Смирнов Илья Романович,капитан,10,42
Борисов Денис Алексеевич,сержант,7,54
Петров Максим Андреевич,капитан,8,51
Андреев Никита Сергеевич,прапорщик,11,60
Козлов Дмитрий Олегович,сержант,5,21
Яковлев Евгений Романович,капитан,2,35
Морозов Степан Ильич,лейтенант,2,19
Семёнов Евгений Кириллович,сержант,6,49
Яковлев Виктор Сергеевич,лейтенант,4,54
Степанов Константин Михайлович,капитан,10,30
Сидоров Артём Алексеевич,полковник,12,51
Васильев Артём Андреевич,полковник,6,30
Фёдоров Александр Кириллович,прапорщик,5,21
Павлов Кирилл Андреевич,прапорщик,7,18
Лебедев Артём Дмитриевич,лейтенант,7,49
Козлов Роман Михайлович,сержант,11,57
Смирнов Сергей Дмитриевич,рядовой,4,48
Морозов Кирилл Иванович,лейтенант,7,58
Степанов Александр Олегович,полковник,11,32
Захаров Денис Павлович,капитан,4,42
Попов Дмитрий Кириллович,майор,2,53
Кузнецов Сергей Алексеевич,капитан,6,18
Соколов Андрей Романович,рядовой,11,53
Козлов Олег Олегович,прапорщик,8,59
Козлов Юрий Иванович,полковник,8,52
Кочергин Андрей Андреевич,сержант,7,32
Зайцев Алексей Кириллович,капитан,4,42
Новиков Олег Олегович,лейтенант,8,21
Егоров Александр Викторович,рядовой,2,21
Соловьёв Иван Олегович,капитан,1,58
Николаев Юрий Викторович,полковник,10,27
Андреев Егор Никитич,капитан,5,33
Кочергин Никита Михайлович,майор,3,25
Егоров Роман Александрович,сержант,12,18
Васильев Алексей Андреевич,лейтенант,8,58
Петров Кирилл Ильич,капитан,7,38
Смирнов Константин Романович,майор,5,42
Соловьёв Денис Александрович,полковник,1,28
Степанов Виктор Сергеевич,сержант,12,24
Петров Виктор Александрович,рядовой,12,19
Васильев Олег Андреевич,капитан,3,26
Михайлов Иван Дмитриевич,полковник,5,46
Павлов Евгений Никитич,лейтенант,3,51
Попов Александр Иванович,полковник,1,45
Макаров Олег Алексеевич,полковник,2,37
Кочергин Андрей Иванович,прапорщик,4,30
Сидоров Евгений Павлович,майор,7,27
Николаев Артём Олегович,капитан,1,24
Михайлов Константин Ильич,сержант,2,59
Попов Матвей Ильич,сержант,7,53
Новиков Сергей Павлович,лейтенант,5,48
Никитин Иван Викторович,полковник,1,27
Орлов Олег Ильич,капитан,8,39
Никитин Денис Викторович,прапорщик,7,48
Новиков Андрей Никитич,рядовой,10,32
Орлов Виктор Дмитриевич,сержант,10,57
Павлов Олег Павлович,капитан,2,37
Зайцев Егор Александрович,капитан,11,49
Макаров Кирилл Андреевич,лейтенант,1,27
Морозов Михаил Кириллович,полковник,1,42
Орлов Юрий Никитич,майор,8,24
Алексеев Юрий Викторович,лейтенант,1,43
Николаев Олег Юрьевич,прапорщик,1,37
Соколов Андрей Павлович,капитан,6,37
Захаров Сергей Кириллович,майор,5,55
Иванов Александр Андреевич,сержант,8,32
Степанов Константин Романович,майор,12,43
Фёдоров Михаил Олегович,лейтенант,6,48
Петров Илья Сергеевич,майор,11,25
Егоров Виктор Сергеевич,рядовой,7,28
Козлов Иван Никитич,полковник,4,23
Павлов Павел Александрович,капитан,12,27
Егоров Артём Павлович,лейтенант,12,24
Орлов Илья Ильич,рядовой,6,39
Никитин Андрей Иванович,майор,4,58
Иванов Юрий Александрович,майор,3,19
Васильев Константин Никитич,сержант,1,42
Петров Максим Алексеевич,капитан,1,34
Степанов Егор Павлович,рядовой,7,32
Михайлов Егор Юрьевич,прапорщик,7,28
Соловьёв Константин Ильич,капитан,5,55
Николаев Кирилл Михайлович,сержант,10,26
Соловьёв Михаил Юрьевич,лейтенант,3,41
Степанов Кирилл Олегович,рядовой,7,18
Лебедев Никита Романович,рядовой,9,48
Васильев Павел Никитич,полковник,3,40
Зайцев Роман Алексеевич,капитан,6,23
Попов Егор Сергеевич,прапорщик,6,38
Сидоров Юрий Павлович,майор,8,22
Павлов Олег Ильич,лейтенант,1,38
Егоров Александр Сергеевич,майор,2,59
Козлов Никита Андреевич,прапорщик,4,21
Михайлов Евгений Романович,прапорщик,7,54
Борисов Андрей Сергеевич,прапорщик,2,57
Смирнов Илья Романович,прапорщик,11,52
Алексеев Иван Викторович,рядовой,6,60
Морозов Михаил Сергеевич,майор,5,42
Николаев Сергей Андреевич,капитан,11,34
Кузнецов Алексей Романович,сержант,12,18
Павлов Павел Олегович,сержант,8,21
Смирнов Матвей Андреевич,прапорщик,5,52
Васильев Матвей Максимович,капитан,8,60
Никитин Виктор Сергеевич,капитан,2,38
Кочергин Олег Сергеевич,лейтенант,11,49
Фёдоров Михаил Павлович,рядовой,3,38
Егоров Павел Сергеевич,прапорщик,9,21
Кочергин Роман Михайлович,капитан,5,22
Никитин Виктор Викторович,сержант,2,41
Семёнов Матвей Максимович,прапорщик,4,40
Степанов Андрей Иванович,полковник,11,59
Алексеев Роман Михайлович,майор,6,47
Борисов Олег Олегович,сержант,2,26
Кузнецов Павел Дмитриевич,капитан,5,50
Николаев Константин Павлович,рядовой,6,60
Соловьёв Степан Дмитриевич,прапорщик,3,49
Новиков Степан Дмитриевич,капитан,6,45
Морозов Илья Иванович,полковник,9,34
Степанов Павел Иванович,рядовой,1,46
Степанов Максим Олегович,сержант,4,33
Морозов Юрий Олегович,прапорщик,1,27
Павлов Михаил Юрьевич,капитан,1,41
Попов Илья Кириллович,прапорщик,1,44
Семёнов Иван Дмитриевич,полковник,10,21
Лебедев Дмитрий Дмитриевич,рядовой,1,18
Морозов Артём Дмитриевич,прапорщик,9,60
Сидоров Алексей Алексеевич,полковник,10,35
Семёнов Алексей Алексеевич,сержант,9,19
Павлов Евгений Иванович,рядовой,1,23
Васильев Степан Викторович,лейтенант,4,29
Лебедев Олег Андреевич,рядовой,5,51
Петров Степан Иванович,полковник,1,26
Семёнов Виктор Алексеевич,сержант,10,19
Захаров Никита Александрович,прапорщик,7,60
Соколов Алексей Кириллович,сержант,3,29
Васильев Павел Максимович,капитан,11,49
Никитин Михаил Сергеевич,сержант,10,24
Сидоров Дмитрий Юрьевич,капитан,8,18
Петров Дмитрий Кириллович,прапорщик,12,46
Егоров Павел Олегович,сержант,3,33
Захаров Александр Максимович,капитан,12,49
Козлов Денис Кириллович,капитан,10,48
Яковлев Алексей Александрович,прапорщик,6,41
Соколов Евгений Ильич,рядовой,1,24
Кочергин Иван Олегович,сержант,6,36
Смирнов Алексей Максимович,сержант,6,20
Макаров Александр Павлович,полковник,3,44
Яковлев Артём Андреевич,сержант,2,58
Соколов Александр Никитич,прапорщик,3,37
Козлов Максим Алексеевич,сержант,3,58
Петров Кирилл Сергеевич,сержант,5,39
Борисов Евгений Кириллович,рядовой,7,41
Иванов Роман Никитич,лейтенант,10,60
Степанов Дмитрий Сергеевич,рядовой,11,46
Захаров Никита Дмитриевич,рядовой,7,59
Васильев Артём Александрович,сержант,8,24
Кочергин Артём Ильич,прапорщик,10,46
Иванов Матвей Михайлович,сержант,9,28
Васильев Илья Романович,рядовой,7,51
Фёдоров Юрий Никитич,прапорщик,11,40
Иванов Константин Никитич,сержант,10,28
Семёнов Иван Олегович,сержант,4,24
Егоров Степан Андреевич,полковник,3,34
Соловьёв Денис Романович,полковник,9,38
Петров Матвей Сергеевич,рядовой,10,25
Семёнов Андрей Максимович,майор,3,27
Морозов Иван Александрович,сержант,9,41
Михайлов Никита Иванович,сержант,5,52
Смирнов Павел Кириллович,майор,1,51
Павлов Никита Алексеевич,лейтенант,2,43
Орлов Виктор Александрович,лейтенант,7,60
Соколов Артём Ильич,майор,9,24
Иванов Александр Иванович,капитан,8,36
Степанов Роман Ильич,капитан,6,42
Павлов Виктор Максимович,сержант,7,51
Степанов Олег Сергеевич,лейтенант,2,28
Степанов Михаил Дмитриевич,рядовой,8,57
Новиков Евгений Михайлович,лейтенант,9,27
Степанов Михаил Юрьевич,полковник,9,21
Зайцев Олег Романович,сержант,10,21
Борисов Константин Александрович,лейтенант,2,44
Никитин Евгений Олегович,сержант,5,48
Степанов Илья Павлович,полковник,7,55
Андреев Егор Алексеевич,сержант,4,30
Попов Егор Олегович,полковник,1,26
Смирнов Сергей Романович,рядовой,10,52
Макаров Артём Павлович,прапорщик,6,53
Никитин Дмитрий Иванович,рядовой,3,41
Никитин Юрий Андреевич,сержант,5,45
Макаров Михаил Олегович,капитан,4,42
Зайцев Матвей Михайлович,лейтенант,4,29
Николаев Олег Романович,капитан,5,58
Семёнов Роман Павлович,лейтенант,10,57
Егоров Кирилл Алексеевич,полковник,7,37
Захаров Матвей Сергеевич,капитан,6,43
Петров Илья Юрьевич,прапорщик,5,32
Орлов Юрий Александрович,капитан,1,55
Новиков Михаил Ильич,майор,3,39
Петров Юрий Юрьевич,прапорщик,7,37
Орлов Виктор Дмитриевич,майор,3,46
Васильев Денис Сергеевич,рядовой,11,57
Яковлев Виктор Викторович,майор,9,44
Зайцев Матвей Михайлович,полковник,9,36
Лебедев Дмитрий Михайлович,рядовой,8,37
Никитин Олег Сергеевич,рядовой,12,57
Борисов Роман Михайлович,рядовой,11,58
Попов Константин Дмитриевич,рядовой,8,38
Петров Илья Алексеевич,рядовой,2,23
Лебедев Роман Никитич,лейтенант,7,24
Фёдоров Юрий Иванович,полковник,1,55
Соловьёв Сергей Олегович,рядовой,5,36
Соколов Иван Павлович,сержант,4,49
Новиков Константин Андреевич,майор,8,23
Борисов Сергей Дмитриевич,прапорщик,3,53
Кочергин Павел Романович,рядовой,12,50
Николаев Виктор Алексеевич,прапорщик,4,32
Козлов Сергей Иванович,полковник,11,25
Морозов Алексей Романович,прапорщик,12,30
Орлов Олег Алексеевич,капитан,10,34
Фёдоров Никита Михайлович,прапорщик,10,22
Степанов Константин Алексеевич,капитан,1,25
Новиков Максим Романович,рядовой,3,38
Зайцев Роман Иванович,сержант,6,45
Михайлов Степан Сергеевич,прапорщик,11,32
Лебедев Дмитрий Олегович,капитан,10,45
Васильев Павел Ильич,прапорщик,7,23
Козлов Денис Ильич,прапорщик,9,35
Павлов Александр Александрович,рядовой,7,18
Козлов Артём Дмитриевич,лейтенант,6,59
Алексеев Андрей Романович,сержант,5,35
Кузнецов Денис Алексеевич,сержант,11,57
Макаров Юрий Иванович,майор,10,34
Морозов Дмитрий Андреевич,лейтенант,1,32
Новиков Олег Александрович,капитан,1,35
Макаров Олег Андреевич,прапорщик,4,54
Борисов Михаил Дмитриевич,рядовой,4,42
Иванов Юрий Юрьевич,майор,8,23
Новиков Юрий Павлович,майор,7,25
Павлов Юрий Александрович,капитан,3,28
Попов Алексей Никитич,сержант,3,38
Алексеев Андрей Никитич,рядовой,10,44
Кочергин Павел Романович,рядовой,11,45
Михайлов Кирилл Дмитриевич,капитан,8,50
Соловьёв Павел Кириллович,капитан,2,30
Лебедев Иван Александрович,капитан,1,29
Алексеев Егор Иванович,капитан,2,20
Николаев Кирилл Юрьевич,полковник,4,24
Петров Дмитрий Викторович,капитан,6,51
Соколов Алексей Романович,прапорщик,10,24
Попов Андрей Романович,капитан,8,56
Михайлов Илья Никитич,рядовой,5,52
Степанов Артём Иванович,рядовой,3,33
Семёнов Дмитрий Никитич,лейтенант,11,50
Павлов Степан Дмитриевич,сержант,12,35
Зайцев Матвей Никитич,лейтенант,4,53
Павлов Артём Викторович,капитан,5,41
Павлов Олег Кириллович,полковник,8,35
Макаров Артём Кириллович,сержант,5,21
Попов Михаил Дмитриевич,полковник,1,52
Степанов Михаил Никитич,рядовой,11,31
Петров Виктор Александрович,прапорщик,3,41
Петров Роман Кириллович,сержант,9,33
Смирнов Егор Иванович,прапорщик,1,53
Смирнов Иван Дмитриевич,лейтенант,9,58
Иванов Сергей Дмитриевич,капитан,6,42
Васильев Алексей Максимович,рядовой,4,43
Орлов Иван Андреевич,майор,2,44
Алексеев Егор Иванович,сержант,8,58
Морозов Илья Павлович,рядовой,9,47
Иванов Олег Никитич,рядовой,5,21
Михайлов Никита Михайлович,сержант,11,43
Орлов Максим Юрьевич,лейтенант,9,48
Кочергин Алексей Олегович,капитан,12,37
Степанов Артём Никитич,прапорщик,1,59
Михайлов Алексей Юрьевич,полковник,7,29
Попов Юрий Кириллович,прапорщик,3,57
Фёдоров Андрей Олегович,прапорщик,9,59
Егоров Олег Олегович,рядовой,2,60
Михайлов Артём Викторович,прапорщик,1,43
Зайцев Степан Дмитриевич,прапорщик,7,52
Захаров Юрий Сергеевич,прапорщик,6,47
Степанов Дмитрий Дмитриевич,лейтенант,3,27
Захаров Никита Сергеевич,капитан,7,20
Морозов Сергей Иванович,лейтенант,2,22
Алексеев Степан Викторович,прапорщик,2,51
Фёдоров Матвей Михайлович,прапорщик,10,60
Андреев Максим Романович,капитан,4,27
Петров Михаил Александрович,капитан,6,30
Яковлев Иван Андреевич,сержант,3,33
Попов Степан Павлович,лейтенант,12,52
Фёдоров Никита Олегович,прапорщик,9,21
Степанов Степан Иванович,капитан,12,37
Соколов Виктор Алексеевич,рядовой,10,37
Фёдоров Максим Юрьевич,капитан,7,52
Петров Иван Никитич,прапорщик,6,28
Алексеев Юрий Андреевич,лейтенант,10,52
Орлов Михаил Андреевич,сержант,1,31
Макаров Матвей Кириллович,лейтенант,6,35
Лебедев Илья Андреевич,капитан,7,37
Яковлев Артём Алексеевич,рядовой,11,48
Никитин Степан Алексеевич,лейтенант,7,55
Кузнецов Степан Романович,майор,8,33
Попов Виктор Максимович,сержант,9,50
Новиков Михаил Никитич,полковник,9,34
Макаров Егор Олегович,рядовой,1,28
Иванов Александр Сергеевич,прапорщик,7,30
Михайлов Олег Михайлович,лейтенант,10,18
Лебедев Артём Сергеевич,капитан,2,26
Егоров Андрей Никитич,майор,12,59
Козлов Андрей Кириллович,сержант,8,51
Борисов Никита Михайлович,прапорщик,5,34
Макаров Евгений Никитич,лейтенант,2,54
Зайцев Степан Андреевич,полковник,12,41
Морозов Виктор Михайлович,полковник,1,56
Кочергин Константин Кириллович,майор,6,43
Сидоров Егор Максимович,прапорщик,1,44
Сидоров Олег Романович,прапорщик,9,51
Кузнецов Денис Романович,майор,5,24
Степанов Степан Викторович,рядовой,6,47
Сидоров Артём Ильич,рядовой,1,49
Морозов Андрей Ильич,рядовой,1,20
Иванов Евгений Сергеевич,сержант,9,33
Фёдоров Михаил Кириллович,полковник,4,46
