fullName,rank,companyNumber,age
Михайлов Денис Александрович,лейтенант,4,38
Степанов Виктор Романович,полковник,7,38
Андреев Виктор Александрович,лейтенант,7,51
Морозов Иван Сергеевич,лейтенант,3,56
Яковлев Павел Никитич,сержант,2,56
Борисов Виктор Юрьевич,сержант,9,27
Степанов Илья Викторович,полковник,7,59
Захаров Алексей Александрович,полковник,8,33
Никитин Роман Михайлович,полковник,11,44
Соловьёв Сергей Иванович,капитан,5,48
Михайлов Сергей Сергеевич,капитан,5,57
Васильев Денис Романович,рядовой,2,53
Зайцев Сергей Павлович,сержант,6,56
Соколов Иван Павлович,капитан,3,21
Борисов Илья Александрович,рядовой,2,43
Сидоров Денис Никитич,капитан,12,31
Николаев Кирилл Ильич,капитан,6,31
Борисов Никита Алексеевич,полковник,5,23
Соколов Евгений Кириллович,лейтенант,5,59
Яковлев Денис Никитич,майор,2,18
Степанов Дмитрий Юрьевич,прапорщик,1,36
Алексеев Илья Ильич,полковник,2,44
Смирнов Егор Павлович,майор,9,52
Морозов Илья Алексеевич,сержант,12,60
Соколов Кирилл Иванович,майор,8,21
Морозов Степан Ильич,прапорщик,11,28
Орлов Андрей Максимович,майор,10,22
Иванов Евгений Максимович,сержант,1,37
Смирнов Степан Михайлович,сержант,5,58
Соловьёв Денис Олегович,майор,4,25
Петров Павел Алексеевич,полковник,12,25
Морозов Артём Максимович,лейтенант,8,57
Петров Александр Кириллович,сержант,5,45
Алексеев Иван Андреевич,майор,10,59
Зайцев Виктор Ильич,сержант,8,34
Васильев Илья Романович,лейтенант,8,37
Андреев Иван Михайлович,сержант,12,25
Зайцев Дмитрий Ильич,сержант,12,56
Андреев Алексей Михайлович,прапорщик,5,21
Павлов Илья Максимович,прапорщик,11,50
Андреев Артём Олегович,прапорщик,10,53
Кочергин Олег Максимович,прапорщик,8,52
Никитин Михаил Дмитриевич,прапорщик,12,40
Яковлев Михаил Сергеевич,майор,9,43
Степанов Денис Иванович,прапорщик,10,18
Васильев Артём Андреевич,капитан,7,35
Кузнецов Павел Павлович,лейтенант,4,36
Степанов Сергей Дмитриевич,сержант,12,52
Соловьёв Дмитрий Иванович,рядовой,9,33
Егоров Максим Иванович,рядовой,12,22
Петров Максим Романович,майор,2,29
Фёдоров Константин Олегович,рядовой,3,35
Сидоров Олег Сергеевич,прапорщик,2,45
Васильев Евгений Михайлович,полковник,8,28
Соловьёв Матвей Максимович,рядовой,1,50
Лебедев Кирилл Никитич,майор,7,21
Козлов Никита Максимович,прапорщик,6,19
Иванов Сергей Андреевич,полковник,10,36
Сидоров Александр Михайлович,лейтенант,5,59
Новиков Матвей Александрович,майор,3,42
Лебедев Никита Викторович,полковник,1,22
Павлов Дмитрий Кириллович,сержант,12,31
Сидоров Егор Иванович,прапорщик,5,53
Никитин Иван Романович,сержант,1,51
Борисов Олег Кириллович,прапорщик,9,43
Кузнецов Илья Романович,майор,7,41
Михайлов Юрий Александрович,майор,9,56
Алексеев Степан Олегович,полковник,9,47
Степанов Кирилл Ильич,капитан,4,49
Зайцев Виктор Юрьевич,майор,3,23
Васильев Дмитрий Алексеевич,лейтенант,9,20
Никитин Юрий Олегович,прапорщик,4,49
Соловьёв Сергей Олегович,сержант,1,38
Никитин Егор Сергеевич,сержант,12,55
Борисов Константин Викторович,майор,3,36
Кузнецов Михаил Никитич,сержант,4,23
Захаров Егор Алексеевич,капитан,10,41
Николаев Степан Сергеевич,полковник,4,28
Яковлев Олег Кириллович,лейтенант,2,43
Зайцев Михаил Ильич,рядовой,9,60
Макаров Егор Михайлович,полковник,10,57
Лебедев Кирилл Михайлович,прапорщик,4,52
Михайлов Павел Дмитриевич,сержант,1,29
Алексеев Максим Ильич,майор,7,52
Захаров Павел Юрьевич,полковник,1,35
Иванов Никита Павлович,рядовой,9,40
Захаров Александр Дмитриевич,майор,9,28
Соколов Артём Дмитриевич,рядовой,4,36
Новиков Михаил Максимович,сержант,6,60
Новиков Матвей Юрьевич,сержант,2,27
Козлов Кирилл Сергеевич,сержант,12,46
Соловьёв Матвей Павлович,рядовой,12,33
Захаров Денис Дмитриевич,майор,7,29
Зайцев Сергей Романович,прапорщик,9,41
Кочергин Алексей Романович,сержант,5,32
Зайцев Павел Михайлович,полковник,1,18
Кузнецов Кирилл Александрович,прапорщик,4,32
Сидоров Александр Андреевич,полковник,6,49
Лебедев Степан Павлович,полковник,2,29
Зайцев Павел Викторович,майор,2,57
Морозов Александр Андреевич,капитан,12,41
Семёнов Иван Андреевич,майор,2,37
Михайлов Матвей Романович,сержант,9,51
Морозов Матвей Дмитриевич,сержант,5,50
Зайцев Артём Павлович,сержант,1,60
Лебедев Сергей Андреевич,рядовой,11,46
Борисов Илья Кириллович,полковник,11,60
Николаев Павел Никитич,рядовой,10,41
Фёдоров Максим Никитич,прапорщик,12,52
Макаров Олег Максимович,капитан,10,48
Алексеев Степан Александрович,майор,7,51
Зайцев Кирилл Кириллович,рядовой,8,27
Васильев Михаил Дмитриевич,прапорщик,8,36
Андреев Кирилл Павлович,сержант,10,32
Морозов Илья Олегович,капитан,2,35
Морозов Роман Кириллович,капитан,3,58
Борисов Евгений Иванович,капитан,9,20
Морозов Роман Никитич,сержант,11,55
Иванов Дмитрий Михайлович,рядовой,5,46
