fullName,rank,companyNumber,age
Петров Константин Андреевич,полковник,10,18
Макаров Константин Сергеевич,полковник,11,45
Кузнецов Роман Дмитриевич,полковник,1,56
Николаев Павел Павлович,рядовой,12,41
Кочергин Артём Олегович,майор,9,57
Кузнецов Михаил Павлович,майор,1,23
Васильев Виктор Павлович,прапорщик,4,23
Кочергин Алексей Александрович,прапорщик,11,55
Павлов Артём Романович,полковник,2,45
Соколов Степан Андреевич,капитан,11,54
Борисов Павел Павлович,лейтенант,9,51
Яковлев Дмитрий Юрьевич,рядовой,3,46
Андреев Павел Юрьевич,капитан,9,50
Кузнецов Алексей Кириллович,лейтенант,4,23
Смирнов Илья Юрьевич,капитан,4,47
Зайцев Максим Михайлович,майор,2,43
Новиков Матвей Дмитриевич,майор,7,44
Николаев Илья Ильич,лейтенант,10,51
Андреев Никита Кириллович,сержант,12,59
Фёдоров Максим Дмитриевич,полковник,4,49
Смирнов Андрей Ильич,рядовой,11,59
Сидоров Константин Павлович,лейтенант,11,59
Михайлов Артём Ильич,лейтенант,9,41
Лебедев Никита Викторович,сержант,12,31
Кузнецов Артём Андреевич,майор,7,26
Яковлев Иван Максимович,сержант,12,57
Козлов Кирилл Иванович,сержант,4,24
Николаев Сергей Никитич,лейтенант,11,58
Степанов Павел Алексеевич,майор,12,18
Новиков Павел Романович,майор,11,59
Соловьёв Евгений Дмитриевич,капитан,2,21
Козлов Никита Ильич,рядовой,11,26
Егоров Никита Сергеевич,рядовой,5,59
Захаров Алексей Никитич,лейтенант,7,53
Лебедев Степан Олегович,рядовой,5,42
Соловьёв Дмитрий Дмитриевич,капитан,1,41
Кочергин Александр Кириллович,прапорщик,8,21
Козлов Кирилл Иванович,майор,3,30
Петров Артём Романович,капитан,4,56
Орлов Никита Олегович,полковник,4,31
Кочергин Виктор Андреевич,полковник,12,40
Иванов Олег Иванович,лейтенант,10,38
Андреев Павел Алексеевич,капитан,2,51
Павлов Михаил Ильич,лейтенант,2,32
Смирнов Иван Ильич,капитан,3,44
Зайцев Евгений Кириллович,полковник,7,24
Иванов Андрей Викторович,лейтенант,2,37
Морозов Егор Кириллович,майор,11,56
Егоров Денис Сергеевич,рядовой,3,55
