fullName,rank,companyNumber,age
Морозов Олег Сергеевич,сержант,1,44
Смирнов Андрей Павлович,капитан,8,33
Семёнов Александр Сергеевич,прапорщик,5,57
Орлов Евгений Викторович,лейтенант,2,41
Егоров Олег Андреевич,полковник,8,53
Захаров Сергей Андреевич,майор,6,56
Егоров Илья Ильич,майор,10,54
Сидоров Павел Юрьевич,майор,11,55
Васильев Егор Олегович,полковник,5,28
Смирнов Никита Максимович,рядовой,12,26
Андреев Роман Максимович,рядовой,10,22
Макаров Андрей Андреевич,лейтенант,8,38
Кочергин Виктор Иванович,сержант,10,54
Захаров Степан Ильич,лейтенант,7,58
Николаев Иван Кириллович,полковник,3,44
Никитин Михаил Алексеевич,лейтенант,11,44
Никитин Иван Викторович,сержант,1,23
Михайлов Андрей Ильич,прапорщик,11,26
Семёнов Виктор Михайлович,сержант,5,20
Яковлев Иван Максимович,майор,12,43
Кузнецов Денис Павлович,лейтенант,5,48
Егоров Юрий Никитич,капитан,7,19
Николаев Никита Павлович,прапорщик,2,32
Сидоров Юрий Александрович,лейтенант,7,43
Яковлев Дмитрий Андреевич,капитан,12,49
Кузнецов Константин Никитич,прапорщик,2,30
Макаров Матвей Олегович,рядовой,10,55
Петров Максим Михайлович,полковник,9,18
Кочергин Степан Максимович,рядовой,7,58
Фёдоров Павел Иванович,майор,1,31
Николаев Роман Ильич,майор,3,45
Попов Илья Юрьевич,прапорщик,1,39
Макаров Олег Никитич,сержант,3,29
Макаров Егор Александрович,сержант,8,53
Михайлов Роман Алексеевич,прапорщик,1,42
Борисов Юрий Ильич,лейтенант,6,56
Макаров Кирилл Иванович,капитан,8,21
Захаров Андрей Ильич,полковник,1,48
Николаев Максим Дмитриевич,майор,6,42
Новиков Дмитрий Александрович,лейтенант,8,37
Смирнов Матвей Павлович,лейтенант,10,38
Орлов Андрей Никитич,майор,1,58
Павлов Денис Михайлович,полковник,2,38
Никитин Олег Иванович,рядовой,8,39
Семёнов Егор Михайлович,прапорщик,10,42
Николаев Илья Алексеевич,рядовой,5,53
Захаров Сергей Павлович,прапорщик,3,35
Андреев Дмитрий Никитич,полковник,4,43
Морозов Михаил Романович,рядовой,10,22
Андреев Егор Дмитриевич,рядовой,11,29
Андреев Андрей Андреевич,лейтенант,11,39
Яковлев Юрий Олегович,лейтенант,10,57
Попов Егор Павлович,сержант,5,32
Соловьёв Кирилл Сергеевич,лейтенант,9,60
Сидоров Михаил Дмитриевич,капитан,10,42
Морозов Олег Павлович,рядовой,5,44
Степанов Андрей Сергеевич,майор,2,55
Соколов Виктор Павлович,капитан,8,41
Семёнов Кирилл Максимович,сержант,3,50
Семёнов Егор Юрьевич,рядовой,11,34
Михайлов Михаил Юрьевич,полковник,2,52
Кочергин Павел Никитич,майор,2,32
Борисов Константин Дмитриевич,прапорщик,1,52
Петров Евгений Олегович,сержант,12,51
Никитин Юрий Кириллович,прапорщик,12,38
Николаев Денис Сергеевич,прапорщик,3,47
Петров Павел Ильич,рядовой,10,23
Макаров Алексей Максимович,сержант,6,59
Козлов Никита Кириллович,прапорщик,4,58
Кузнецов Михаил Сергеевич,сержант,7,44
Кочергин Юрий Алексеевич,майор,1,45
Павлов Никита Павлович,лейтенант,1,57
Иванов Юрий Андреевич,капитан,9,39
Захаров Михаил Максимович,рядовой,2,25
Николаев Андрей Александрович,рядовой,6,20
Кузнецов Роман Максимович,полковник,6,41
Соловьёв Кирилл Андреевич,лейтенант,12,46
Орлов Максим Михайлович,рядовой,1,37
Яковлев Матвей Андреевич,полковник,9,52
Семёнов Егор Никитич,майор,7,50
Егоров Александр Александрович,майор,11,34
Яковлев Константин Романович,сержант,7,19
Фёдоров Юрий Сергеевич,майор,12,50
Морозов Михаил Павлович,прапорщик,2,30
Семёнов Андрей Сергеевич,рядовой,3,28
Васильев Максим Никитич,прапорщик,9,52
Кочергин Илья Олегович,лейтенант,9,20
Попов Константин Романович,прапорщик,5,52
Фёдоров Павел Викторович,прапорщик,3,44
Морозов Денис Дмитриевич,полковник,1,40
Алексеев Андрей Никитич,прапорщик,4,27
Степанов Олег Дмитриевич,майор,9,23
Андреев Максим Олегович,рядовой,12,56
Алексеев Алексей Кириллович,капитан,12,38
Макаров Олег Олегович,рядовой,4,42
Сидоров Никита Сергеевич,рядовой,1,31
Семёнов Кирилл Андреевич,рядовой,3,18
Степанов Егор Павлович,рядовой,1,49
Лебедев Виктор Романович,лейтенант,2,41
Морозов Никита Павлович,сержант,12,30
Козлов Виктор Никитич,лейтенант,7,37
Борисов Егор Максимович,майор,5,39
Лебедев Евгений Иванович,капитан,12,60
Макаров Александр Романович,рядовой,10,53
Яковлев Александр Романович,капитан,10,21
Морозов Роман Александрович,полковник,4,26
Кочергин Роман Андреевич,майор,12,39
Макаров Сергей Дмитриевич,сержант,2,41
Соловьёв Илья Александрович,капитан,8,20
Соколов Илья Александрович,полковник,3,35
Алексеев Денис Юрьевич,лейтенант,11,57
Макаров Егор Викторович,майор,1,45
Новиков Максим Дмитриевич,капитан,1,57
Орлов Максим Александрович,лейтенант,11,27
Борисов Павел Олегович,лейтенант,3,29
Новиков Евгений Романович,прапорщик,2,39
Соловьёв Олег Викторович,рядовой,4,34
Васильев Михаил Максимович,лейтенант,2,60
Петров Дмитрий Кириллович,майор,11,39
Зайцев Денис Дмитриевич,прапорщик,9,32
Николаев Илья Никитич,полковник,10,35
Соколов Олег Юрьевич,прапорщик,8,41
Петров Егор Ильич,лейтенант,9,39
Васильев Павел Алексеевич,капитан,7,31
Кочергин Павел Кириллович,прапорщик,11,23
Сидоров Матвей Андреевич,прапорщик,7,35
Захаров Сергей Павлович,прапорщик,1,45
Зайцев Михаил Ильич,майор,4,19
Морозов Михаил Дмитриевич,полковник,12,43
Козлов Егор Иванович,рядовой,5,50
Кузнецов Роман Алексеевич,лейтенант,3,39
Алексеев Илья Кириллович,рядовой,1,55
Захаров Олег Андреевич,майор,3,35
Соловьёв Максим Максимович,лейтенант,8,25
Морозов Матвей Ильич,лейтенант,8,33
Смирнов Юрий Юрьевич,полковник,5,28
Захаров Максим Сергеевич,прапорщик,3,24
Никитин Юрий Алексеевич,полковник,7,56
Борисов Илья Олегович,рядовой,10,55
Семёнов Дмитрий Юрьевич,сержант,10,57
Морозов Матвей Сергеевич,сержант,2,19
Захаров Илья Олегович,полковник,9,51
Никитин Егор Ильич,прапорщик,10,36
Смирнов Андрей Кириллович,рядовой,11,48
Соловьёв Матвей Павлович,полковник,8,37
Фёдоров Илья Викторович,майор,8,20
Степанов Роман Михайлович,сержант,3,41
Алексеев Артём Иванович,рядовой,7,19
Васильев Сергей Андреевич,рядовой,10,23
Новиков Кирилл Андреевич,майор,4,52
Яковлев Максим Никитич,прапорщик,5,21
Соколов Андрей Юрьевич,майор,5,24
Фёдоров Кирилл Олегович,прапорщик,3,27
Морозов Матвей Андреевич,полковник,3,49
Сидоров Константин Алексеевич,майор,1,48
Новиков Кирилл Максимович,майор,2,36
Орлов Евгений Павлович,сержант,10,60
Андреев Денис Ильич,сержант,11,50
Борисов Михаил Романович,сержант,9,25
Никитин Алексей Сергеевич,майор,7,45
Захаров Дмитрий Михайлович,майор,1,19
Макаров Павел Кириллович,майор,7,52
Макаров Иван Дмитриевич,рядовой,8,27
Сидоров Матвей Максимович,капитан,5,59
Захаров Иван Никитич,прапорщик,1,21
Петров Никита Михайлович,майор,4,59
Сидоров Виктор Алексеевич,сержант,3,44
Новиков Павел Алексеевич,сержант,3,46
Попов Михаил Никитич,полковник,11,58
Орлов Матвей Дмитриевич,сержант,9,54
Борисов Артём Никитич,лейтенант,7,59
Михайлов Константин Романович,сержант,12,30
Кузнецов Никита Ильич,майор,8,48
Николаев Михаил Алексеевич,сержант,11,44
Никитин Иван Максимович,лейтенант,5,53
Михайлов Илья Иванович,рядовой,5,40
Яковлев Михаил Павлович,сержант,7,20
Фёдоров Никита Кириллович,капитан,6,40
Морозов Степан Романович,капитан,10,24
Макаров Олег Дмитриевич,сержант,5,48
Лебедев Виктор Михайлович,прапорщик,12,57
Козлов Матвей Романович,сержант,12,56
Никитин Сергей Сергеевич,полковник,2,32
Борисов Дмитрий Ильич,сержант,12,23
Борисов Алексей Сергеевич,полковник,7,24
Борисов Олег Викторович,лейтенант,3,40
Сидоров Павел Викторович,сержант,11,24
Николаев Александр Андреевич,полковник,11,60
Степанов Евгений Кириллович,сержант,2,27
Алексеев Никита Андреевич,майор,9,24
Иванов Дмитрий Викторович,прапорщик,10,52
Павлов Виктор Юрьевич,рядовой,1,40
Михайлов Евгений Никитич,рядовой,5,33
Соловьёв Степан Дмитриевич,рядовой,9,42
Алексеев Егор Романович,капитан,11,22
Фёдоров Артём Кириллович,лейтенант,3,27
Борисов Илья Кириллович,капитан,4,42
Михайлов Егор Иванович,прапорщик,10,37
Алексеев Матвей Андреевич,рядовой,6,37
Егоров Степан Иванович,рядовой,8,31
Кузнецов Матвей Викторович,капитан,2,44
Попов Виктор Дмитриевич,полковник,8,48
Попов Егор Андреевич,прапорщик,3,31
Яковлев Андрей Дмитриевич,капитан,10,59
Кочергин Егор Андреевич,лейтенант,3,39
Захаров Дмитрий Юрьевич,рядовой,2,26
Никитин Дмитрий Александрович,полковник,9,36
Петров Денис Иванович,капитан,9,28
Кузнецов Андрей Юрьевич,сержант,11,37
Егоров Никита Кириллович,рядовой,8,50
Борисов Никита Юрьевич,капитан,11,48
Васильев Кирилл Дмитриевич,прапорщик,4,52
Кочергин Денис Павлович,лейтенант,8,18
Орлов Артём Юрьевич,майор,4,46
Козлов Роман Юрьевич,полковник,3,53
Зайцев Дмитрий Ильич,лейтенант,8,25
Андреев Павел Михайлович,майор,7,41
Зайцев Дмитрий Максимович,сержант,4,39
Семёнов Евгений Андреевич,сержант,4,58
Степанов Кирилл Викторович,рядовой,9,32
Новиков Дмитрий Олегович,сержант,7,27
Степанов Матвей Кириллович,лейтенант,5,37
Сидоров Кирилл Юрьевич,полковник,8,46
Яковлев Олег Никитич,прапорщик,10,54
Михайлов Сергей Кириллович,лейтенант,9,18
Павлов Павел Дмитриевич,капитан,4,28
Иванов Иван Павлович,прапорщик,5,51
Никитин Максим Юрьевич,полковник,6,40
Кузнецов Никита Кириллович,капитан,2,58
Попов Матвей Романович,сержант,6,19
Борисов Александр Ильич,рядовой,9,54
Андреев Иван Ильич,майор,8,44
Петров Виктор Алексеевич,лейтенант,9,48
Петров Артём Кириллович,сержант,2,59
Фёдоров Евгений Ильич,майор,7,31
Петров Артём Андреевич,капитан,6,51
Макаров Егор Викторович,прапорщик,4,58
Кочергин Александр Никитич,капитан,11,57
Егоров Евгений Кириллович,сержант,7,26
Макаров Степан Сергеевич,лейтенант,12,38
Иванов Егор Дмитриевич,майор,10,36
Андреев Иван Максимович,капитан,9,51
Иванов Виктор Павлович,майор,10,59
Андреев Матвей Максимович,полковник,4,23
Козлов Сергей Михайлович,сержант,10,44
