fullName,rank,companyNumber,age
Борисов Илья Павлович,лейтенант,12,38
Степанов Матвей Сергеевич,рядовой,10,46
Фёдоров Константин Юрьевич,майор,4,32
Павлов Алексей Олегович,полковник,3,24
Васильев Юрий Романович,майор,5,48
Кузнецов Степан Ильич,сержант,8,30
Степанов Кирилл Алексеевич,рядовой,2,43
Семёнов Александр Максимович,сержант,11,42
Алексеев Павел Ильич,рядовой,9,49
Смирнов Степан Максимович,сержант,12,38
Николаев Денис Максимович,майор,12,42
Зайцев Александр Алексеевич,капитан,6,19
Козлов Роман Романович,капитан,5,32
Петров Константин Павлович,рядовой,9,22
Макаров Олег Андреевич,капитан,3,42
Соловьёв Дмитрий Михайлович,капитан,11,20
Смирнов Евгений Сергеевич,капитан,2,22
Степанов Роман Викторович,майор,8,58
Яковлев Кирилл Дмитриевич,майор,6,21
Васильев Роман Ильич,лейтенант,9,55
Фёдоров Степан Викторович,сержант,10,58
Петров Андрей Алексеевич,рядовой,6,59
Николаев Максим Дмитриевич,капитан,4,60
Новиков Евгений Сергеевич,рядовой,7,21
Смирнов Роман Кириллович,рядовой,11,40
Семёнов Юрий Олегович,прапорщик,2,37
Макаров Павел Никитич,капитан,12,28
Лебедев Евгений Андреевич,майор,12,49
Козлов Виктор Алексеевич,лейтенант,1,49
Кузнецов Артём Павлович,рядовой,10,48
Семёнов Максим Андреевич,полковник,9,55
Васильев Олег Романович,рядовой,9,56
Николаев Юрий Кириллович,полковник,7,56
Никитин Михаил Кириллович,полковник,9,28
Зайцев Виктор Викторович,рядовой,7,20
Андреев Константин Андреевич,рядовой,2,24
Алексеев Алексей Кириллович,капитан,1,39
Орлов Константин Никитич,прапорщик,9,54
Михайлов Егор Кириллович,полковник,5,21
Захаров Андрей Андреевич,майор,10,26
Степанов Артём Романович,майор,7,42
Макаров Илья Олегович,сержант,4,52
Попов Алексей Никитич,лейтенант,5,36
Кузнецов Павел Кириллович,сержант,9,60
Зайцев Константин Викторович,сержант,11,29
Новиков Кирилл Никитич,лейтенант,7,30
Павлов Матвей Кириллович,капитан,7,30
Иванов Иван Андреевич,лейтенант,9,28
Попов Андрей Иванович,прапорщик,8,20
Макаров Кирилл Павлович,майор,4,50
Алексеев Олег Александрович,капитан,1,47
Борисов Михаил Юрьевич,лейтенант,1,31
Зайцев Юрий Олегович,капитан,9,18
Попов Роман Олегович,сержант,5,42
Фёдоров Михаил Павлович,прапорщик,2,24
Соколов Егор Сергеевич,рядовой,12,37
