fullName,rank,companyNumber,age
Кочергин Артём Кириллович,полковник,5,45
Алексеев Максим Сергеевич,лейтенант,5,57
Зайцев Матвей Кириллович,капитан,8,43
Лебедев Павел Викторович,майор,7,37
Новиков Артём Кириллович,рядовой,12,28
Фёдоров Кирилл Юрьевич,майор,6,42
Иванов Степан Александрович,рядовой,8,57
Соколов Виктор Юрьевич,лейтенант,3,29
Новиков Сергей Никитич,майор,2,57
Павлов Юрий Сергеевич,майор,1,27
Фёдоров Александр Юрьевич,полковник,9,38
Васильев Иван Ильич,майор,11,33
Фёдоров Александр Алексеевич,полковник,1,45
Семёнов Виктор Андреевич,полковник,4,60
Павлов Андрей Викторович,капитан,2,34
Алексеев Константин Павлович,полковник,8,42
Семёнов Максим Никитич,капитан,9,33
Павлов Роман Никитич,капитан,9,48
Егоров Юрий Юрьевич,майор,4,50
Сидоров Андрей Михайлович,лейтенант,6,49
Соловьёв Егор Дмитриевич,майор,3,35
Козлов Сергей Андреевич,прапорщик,7,54
Иванов Алексей Иванович,капитан,11,42
Никитин Степан Максимович,лейтенант,7,37
Иванов Максим Юрьевич,прапорщик,9,55
Петров Павел Дмитриевич,рядовой,12,32
Иванов Виктор Алексеевич,капитан,8,50
Борисов Илья Ильич,сержант,11,21
Захаров Егор Викторович,майор,2,37
Алексеев Юрий Юрьевич,майор,1,30
Никитин Максим Андреевич,капитан,7,56
Захаров Максим Кириллович,майор,3,25
Михайлов Денис Романович,полковник,3,40
Попов Юрий Никитич,полковник,4,52
Алексеев Артём Алексеевич,полковник,3,28
Сидоров Денис Дмитриевич,майор,6,21
Лебедев Никита Викторович,майор,9,18
Михайлов Денис Михайлович,рядовой,3,42
Михайлов Андрей Викторович,капитан,8,21
Морозов Илья Андреевич,лейтенант,9,42
Алексеев Иван Дмитриевич,рядовой,7,51
Яковлев Юрий Павлович,майор,2,52
Смирнов Юрий Михайлович,лейтенант,7,26
Кузнецов Алексей Максимович,прапорщик,8,23
Смирнов Павел Иванович,сержант,7,43
Морозов Артём Ильич,рядовой,7,46
Соловьёв Иван Кириллович,капитан,12,38
Борисов Михаил Михайлович,лейтенант,12,39
Морозов Егор Андреевич,прапорщик,5,28
Лебедев Виктор Юрьевич,полковник,2,53
Никитин Никита Романович,рядовой,7,52
Орлов Иван Юрьевич,рядовой,1,22
Захаров Степан Михайлович,капитан,5,40
Алексеев Михаил Дмитриевич,сержант,6,43
Лебедев Егор Сергеевич,рядовой,6,44
Новиков Дмитрий Романович,капитан,8,31
Новиков Алексей Алексеевич,майор,3,40
Яковлев Артём Павлович,рядовой,11,51
Смирнов Иван Кириллович,рядовой,5,32
Петров Константин Дмитриевич,майор,3,21
Кочергин Евгений Максимович,капитан,4,45
Степанов Сергей Андреевич,прапорщик,9,57
Орлов Иван Сергеевич,майор,4,49
Васильев Степан Юрьевич,майор,3,34
Николаев Дмитрий Дмитриевич,полковник,3,37
Соколов Андрей Михайлович,рядовой,6,20
Андреев Кирилл Максимович,рядовой,4,52
Петров Степан Максимович,майор,9,23
Соколов Денис Викторович,майор,11,27
Михайлов Олег Максимович,лейтенант,5,29
Кузнецов Виктор Олегович,прапорщик,5,53
Павлов Никита Сергеевич,полковник,1,24
Иванов Андрей Максимович,полковник,11,25
Захаров Илья Ильич,прапорщик,1,46
Егоров Максим Михайлович,сержант,7,43
Соколов Алексей Юрьевич,прапорщик,10,30
Борисов Кирилл Юрьевич,прапорщик,6,33
Фёдоров Виктор Романович,капитан,8,52
Никитин Иван Олегович,сержант,3,33
Егоров Егор Олегович,полковник,5,29
Козлов Иван Михайлович,майор,3,27
Михайлов Михаил Максимович,полковник,12,46
Морозов Артём Олегович,полковник,8,47
Морозов Илья Олегович,сержант,2,18
Кузнецов Денис Кириллович,майор,6,53
Макаров Максим Дмитриевич,лейтенант,12,55
Петров Андрей Никитич,лейтенант,6,44
Семёнов Олег Александрович,майор,8,60
Семёнов Дмитрий Алексеевич,полковник,2,34
Семёнов Кирилл Иванович,полковник,6,20
Борисов Максим Михайлович,майор,9,58
Никитин Андрей Ильич,полковник,5,60
Лебедев Константин Кириллович,рядовой,9,35
Фёдоров Виктор Викторович,прапорщик,5,30
Сидоров Иван Дмитриевич,лейтенант,8,53
Васильев Роман Юрьевич,полковник,7,19
Орлов Роман Олегович,капитан,12,47
Козлов Константин Андреевич,полковник,9,42
Соколов Юрий Дмитриевич,капитан,3,38
Никитин Илья Дмитриевич,рядовой,6,35
Соколов Максим Павлович,полковник,11,46
Андреев Александр Михайлович,рядовой,5,54
Кузнецов Алексей Алексеевич,прапорщик,1,60
Захаров Егор Олегович,майор,7,19
Никитин Роман Михайлович,рядовой,7,34
Кочергин Алексей Викторович,капитан,9,45
Алексеев Артём Александрович,рядовой,4,30
Смирнов Артём Юрьевич,прапорщик,9,47
Егоров Дмитрий Викторович,лейтенант,7,46
Лебедев Виктор Иванович,капитан,4,25
Васильев Виктор Максимович,сержант,10,49
Егоров Матвей Романович,сержант,10,45
Михайлов Евгений Ильич,капитан,9,50
Захаров Юрий Олегович,рядовой,12,25
Васильев Павел Иванович,прапорщик,5,32
Новиков Дмитрий Романович,прапорщик,11,23
Кочергин Виктор Алексеевич,прапорщик,6,53
Петров Евгений Максимович,полковник,8,50
Кочергин Константин Юрьевич,лейтенант,11,27
Никитин Степан Викторович,полковник,4,45
Иванов Матвей Сергеевич,полковник,2,18
Орлов Артём Иванович,сержант,6,53
Соколов Константин Романович,сержант,6,50
Петров Дмитрий Александрович,полковник,10,45
Васильев Максим Дмитриевич,полковник,1,54
Павлов Олег Павлович,сержант,4,22
Яковлев Роман Павлович,полковник,6,57
Соколов Иван Ильич,полковник,6,21
Сидоров Дмитрий Ильич,капитан,1,18
Кочергин Сергей Романович,капитан,11,48
Васильев Александр Сергеевич,капитан,3,37
Орлов Кирилл Сергеевич,полковник,9,57
Попов Илья Михайлович,капитан,3,27
