fullName,rank,companyNumber,age
Соколов Матвей Максимович,полковник,5,59
Орлов Алексей Михайлович,прапорщик,11,58
Соловьёв Константин Олегович,лейтенант,12,33
Орлов Константин Дмитриевич,полковник,1,20
Михайлов Матвей Ильич,капитан,12,53
Иванов Кирилл Олегович,лейтенант,11,28
Зайцев Никита Сергеевич,прапорщик,1,54
Кочергин Сергей Викторович,рядовой,10,55
Егоров Иван Ильич,рядовой,8,18
Козлов Евгений Сергеевич,лейтенант,7,52
Яковлев Степан Сергеевич,сержант,1,32
Соловьёв Олег Никитич,лейтенант,10,24
Орлов Алексей Сергеевич,прапорщик,1,24
Кочергин Кирилл Романович,прапорщик,7,42
Кузнецов Матвей Викторович,сержант,2,27
Соловьёв Матвей Кириллович,лейтенант,2,26
Лебедев Роман Викторович,лейтенант,3,28
Захаров Павел Иванович,лейтенант,12,58
Козлов Михаил Юрьевич,прапорщик,6,20
Павлов Дмитрий Викторович,рядовой,8,32
Николаев Илья Максимович,полковник,6,49
Смирнов Егор Дмитриевич,прапорщик,3,42
Зайцев Максим Михайлович,полковник,5,46
Сидоров Егор Романович,рядовой,5,34
Никитин Сергей Иванович,сержант,7,34
Новиков Матвей Андреевич,капитан,7,56
Новиков Матвей Михайлович,рядовой,11,54
Захаров Сергей Кириллович,майор,8,53
Петров Кирилл Юрьевич,полковник,7,26
Иванов Константин Ильич,полковник,9,30
Лебедев Илья Павлович,прапорщик,12,28
Новиков Алексей Юрьевич,майор,7,18
Андреев Денис Никитич,майор,11,25
Новиков Егор Михайлович,полковник,5,18
Захаров Алексей Олегович,майор,2,30
Морозов Артём Никитич,сержант,6,40
Фёдоров Роман Максимович,капитан,4,27
Зайцев Егор Андреевич,полковник,2,31
Павлов Кирилл Сергеевич,полковник,12,41
Морозов Максим Александрович,капитан,11,40
Михайлов Андрей Иванович,полковник,3,48
Фёдоров Александр Иванович,лейтенант,9,50
Николаев Дмитрий Михайлович,майор,9,29
Андреев Александр Викторович,сержант,8,22
Кузнецов Роман Ильич,сержант,5,20
Андреев Виктор Алексеевич,майор,10,31
Семёнов Евгений Сергеевич,майор,4,27
Алексеев Денис Алексеевич,лейтенант,4,33
Кузнецов Егор Андреевич,лейтенант,8,45
Лебедев Михаил Олегович,капитан,6,50
Захаров Евгений Сергеевич,капитан,11,36
Никитин Роман Викторович,майор,12,47
Никитин Михаил Андреевич,капитан,5,35
Степанов Константин Ильич,полковник,2,30
Алексеев Денис Иванович,майор,8,28
Соловьёв Роман Олегович,капитан,5,56
Борисов Александр Романович,сержант,7,59
Алексеев Иван Ильич,полковник,3,20
Васильев Максим Павлович,рядовой,12,31
Соловьёв Сергей Юрьевич,лейтенант,10,18
Фёдоров Илья Никитич,рядовой,4,53
Орлов Степан Кириллович,сержант,4,24
Николаев Никита Сергеевич,капитан,1,24
Кочергин Роман Михайлович,капитан,1,28
Соколов Егор Андреевич,капитан,1,25
Соловьёв Константин Кириллович,капитан,9,57
Николаев Матвей Ильич,рядовой,2,40
Михайлов Виктор Кириллович,капитан,8,52
Яковлев Сергей Иванович,лейтенант,4,34
Захаров Максим Романович,капитан,2,19
Орлов Роман Олегович,рядовой,9,44
Соловьёв Алексей Кириллович,майор,7,40
Петров Михаил Павлович,рядовой,3,44
Яковлев Олег Алексеевич,полковник,3,37
Соловьёв Денис Андреевич,сержант,6,24
Николаев Степан Андреевич,полковник,7,59
Смирнов Илья Романович,рядовой,7,26
Сидоров Дмитрий Никитич,рядовой,2,38
Соловьёв Денис Юрьевич,майор,1,43
Кузнецов Юрий Максимович,рядовой,10,57
Семёнов Олег Иванович,сержант,7,51
Кочергин Егор Иванович,рядовой,9,31
Алексеев Степан Максимович,полковник,7,53
Яковлев Виктор Алексеевич,рядовой,5,20
Лебедев Илья Юрьевич,сержант,1,51
Орлов Иван Максимович,прапорщик,4,55
Иванов Артём Александрович,капитан,3,19
