fullName,rank,companyNumber,age
Кочергин Кирилл Викторович,полковник,12,52
Макаров Виктор Иванович,лейтенант,11,37
Попов Роман Юрьевич,капитан,5,44
Макаров Андрей Александрович,прапорщик,12,44
Михайлов Денис Романович,капитан,6,49
Козлов Иван Сергеевич,сержант,9,37
Фёдоров Виктор Никитич,полковник,10,41
Соколов Артём Иванович,рядовой,11,54
Андреев Виктор Дмитриевич,сержант,4,20
Павлов Виктор Павлович,прапорщик,1,30
Михайлов Сергей Иванович,лейтенант,2,19
Михайлов Никита Михайлович,капитан,11,46
Козлов Никита Кириллович,сержант,6,60
Морозов Михаил Дмитриевич,полковник,9,37
Новиков Иван Романович,рядовой,11,39
Орлов Роман Кириллович,капитан,5,55
Макаров Кирилл Кириллович,лейтенант,10,39
Егоров Андрей Юрьевич,майор,4,26
Яковлев Никита Ильич,майор,3,57
Захаров Константин Александрович,капитан,10,45
Михайлов Павел Юрьевич,рядовой,5,49
Васильев Павел Сергеевич,прапорщик,10,32
Морозов Илья Алексеевич,полковник,2,37
Иванов Сергей Кириллович,майор,4,25
Степанов Кирилл Романович,рядовой,3,19
Иванов Евгений Александрович,капитан,8,42
Соловьёв Илья Дмитриевич,капитан,3,27
Петров Павел Романович,рядовой,6,31
Иванов Иван Алексеевич,капитан,2,57
Кочергин Павел Сергеевич,прапорщик,5,35
Козлов Денис Викторович,лейтенант,6,56
Никитин Виктор Алексеевич,прапорщик,4,21
Яковлев Никита Сергеевич,лейтенант,11,25
Фёдоров Юрий Дмитриевич,лейтенант,2,29
Петров Павел Романович,майор,7,32
Новиков Андрей Ильич,майор,9,30
Зайцев Иван Алексеевич,капитан,1,54
Николаев Степан Максимович,майор,12,44
Макаров Андрей Олегович,майор,6,30
Кузнецов Михаил Ильич,прапорщик,11,32
Андреев Дмитрий Иванович,капитан,11,42
Орлов Матвей Никитич,сержант,4,29
Орлов Александр Максимович,лейтенант,3,50
Соловьёв Степан Павлович,майор,5,56
Семёнов Егор Михайлович,капитан,11,25
Козлов Илья Викторович,сержант,7,51
Васильев Андрей Дмитриевич,полковник,2,57
Андреев Егор Сергеевич,полковник,11,38
Кузнецов Евгений Максимович,сержант,7,36
Андреев Павел Олегович,капитан,7,51
