fullName,rank,companyNumber,age
Николаев Константин Юрьевич,лейтенант,10,51
Семёнов Олег Кириллович,майор,2,30
Лебедев Павел Викторович,майор,2,44
Кочергин Константин Никитич,рядовой,7,42
Смирнов Андрей Ильич,лейтенант,5,21
Семёнов Денис Михайлович,сержант,4,29
Никитин Никита Олегович,сержант,4,50
Орлов Павел Никитич,капитан,10,25
Степанов Иван Александрович,рядовой,12,34
Попов Егор Андреевич,рядовой,4,47
Петров Евгений Викторович,полковник,9,28
Смирнов Максим Олегович,рядовой,3,60
Орлов Виктор Александрович,майор,11,58
Михайлов Сергей Максимович,сержант,6,57
Козлов Евгений Викторович,сержант,2,23
Лебедев Александр Никитич,майор,9,19
Зайцев Максим Павлович,прапорщик,5,52
Кузнецов Алексей Сергеевич,лейтенант,6,51
Егоров Илья Викторович,капитан,6,46
Яковлев Александр Алексеевич,рядовой,1,34
Павлов Дмитрий Олегович,лейтенант,6,48
Орлов Максим Алексеевич,полковник,4,42
Козлов Максим Никитич,капитан,7,23
Никитин Олег Максимович,сержант,9,49
Орлов Павел Михайлович,полковник,3,56
Орлов Егор Андреевич,лейтенант,12,43
Козлов Виктор Юрьевич,майор,11,21
Михайлов Дмитрий Иванович,сержант,12,25
Михайлов Максим Олегович,рядовой,6,45
Петров Денис Кириллович,сержант,8,36
Орлов Юрий Кириллович,прапорщик,12,42
Морозов Сергей Викторович,капитан,11,60
Николаев Роман Алексеевич,прапорщик,11,20
Борисов Константин Олегович,майор,11,36
Зайцев Константин Павлович,лейтенант,9,33
Макаров Кирилл Олегович,рядовой,5,46
Егоров Михаил Андреевич,рядовой,8,18
Кузнецов Степан Романович,рядовой,7,27
Попов Матвей Кириллович,полковник,11,44
Михайлов Степан Андреевич,рядовой,9,54
Захаров Илья Михайлович,капитан,7,52
Андреев Евгений Кириллович,капитан,1,45
Кузнецов Кирилл Павлович,лейтенант,3,51
Лебедев Константин Максимович,лейтенант,1,57
Зайцев Максим Максимович,прапорщик,2,31
Зайцев Сергей Кириллович,прапорщик,11,56
Николаев Алексей Ильич,майор,7,24
Соколов Артём Юрьевич,майор,7,18
Фёдоров Алексей Кириллович,рядовой,5,38
Павлов Евгений Сергеевич,лейтенант,6,19
Яковлев Алексей Иванович,прапорщик,5,49
Кузнецов Кирилл Сергеевич,капитан,2,45
Фёдоров Олег Дмитриевич,полковник,4,36
Михайлов Александр Олегович,лейтенант,2,48
Никитин Денис Максимович,полковник,9,26
Андреев Кирилл Дмитриевич,капитан,9,18
