fullName,rank,companyNumber,age
Васильев Кирилл Ильич,прапорщик,4,22
Павлов Никита Ильич,лейтенант,5,37
Степанов Юрий Алексеевич,полковник,10,38
Морозов Никита Алексеевич,полковник,11,21
Николаев Павел Алексеевич,прапорщик,3,33
Кузнецов Евгений Викторович,рядовой,4,46
Иванов Иван Павлович,прапорщик,8,51
Семёнов Егор Александрович,майор,1,36
Иванов Александр Олегович,майор,11,32
Андреев Евгений Дмитриевич,лейтенант,9,33
Макаров Александр Алексеевич,капитан,6,40
Семёнов Михаил Викторович,полковник,6,52
Сидоров Павел Александрович,прапорщик,12,31
Захаров Максим Романович,рядовой,12,49
Петров Михаил Александрович,майор,8,47
Соколов Никита Дмитриевич,полковник,8,25
Соколов Степан Михайлович,майор,6,52
Макаров Евгений Александрович,полковник,2,18
Кочергин Кирилл Сергеевич,лейтенант,8,20
Макаров Максим Юрьевич,капитан,5,41
Петров Денис Викторович,прапорщик,4,53
Яковлев Денис Романович,полковник,12,60
Семёнов Илья Романович,сержант,1,19
Захаров Андрей Викторович,рядовой,2,60
Николаев Алексей Кириллович,прапорщик,2,23
Соколов Егор Олегович,капитан,11,18
Фёдоров Павел Олегович,майор,7,47
Васильев Артём Павлович,майор,4,54
Попов Степан Никитич,рядовой,11,56
Михайлов Евгений Павлович,прапорщик,4,44
Васильев Артём Викторович,полковник,10,55
Соловьёв Никита Михайлович,полковник,12,46
Егоров Павел Иванович,прапорщик,10,39
Козлов Матвей Никитич,сержант,9,56
Попов Егор Олегович,майор,10,24
Петров Дмитрий Михайлович,рядовой,2,52
Макаров Никита Олегович,рядовой,8,54
Фёдоров Юрий Михайлович,майор,3,23
Васильев Егор Дмитриевич,прапорщик,2,35
Фёдоров Егор Иванович,майор,9,36
Васильев Павел Павлович,полковник,3,50
Алексеев Андрей Алексеевич,майор,10,47
Семёнов Кирилл Алексеевич,сержант,7,45
Смирнов Никита Андреевич,рядовой,5,22
Лебедев Кирилл Романович,майор,12,31
Соколов Иван Юрьевич,полковник,6,38
Петров Михаил Дмитриевич,лейтенант,12,38
Фёдоров Денис Алексеевич,полковник,2,26
Новиков Юрий Никитич,полковник,4,33
Зайцев Никита Михайлович,рядовой,6,27
Николаев Денис Дмитриевич,рядовой,5,23
Захаров Андрей Кириллович,лейтенант,3,20
Борисов Олег Сергеевич,майор,7,25
Борисов Артём Дмитриевич,майор,12,20
Смирнов Денис Викторович,рядовой,3,55
Козлов Константин Максимович,прапорщик,4,42
Смирнов Юрий Кириллович,майор,5,36
Яковлев Александр Максимович,полковник,10,19
Фёдоров Артём Романович,полковник,11,36
Николаев Степан Павлович,прапорщик,5,30
Смирнов Виктор Максимович,прапорщик,4,58
Орлов Константин Максимович,полковник,12,53
Кочергин Евгений Александрович,майор,8,23
Морозов Степан Викторович,капитан,1,23
Васильев Юрий Сергеевич,полковник,12,52
Никитин Роман Юрьевич,лейтенант,8,18
Семёнов Евгений Романович,майор,2,50
Соловьёв Иван Алексеевич,майор,8,44
Орлов Максим Олегович,лейтенант,1,43
Козлов Александр Иванович,рядовой,1,56
Петров Павел Кириллович,рядовой,8,51
Соловьёв Иван Дмитриевич,капитан,6,46
Николаев Сергей Юрьевич,майор,5,37
Попов Павел Викторович,майор,5,37
Борисов Егор Викторович,лейтенант,2,54
Васильев Павел Юрьевич,рядовой,2,46
Морозов Артём Александрович,майор,1,55
Сидоров Иван Викторович,капитан,3,45
Орлов Михаил Сергеевич,лейтенант,3,29
Фёдоров Евгений Ильич,капитан,2,20
Петров Юрий Сергеевич,майор,2,54
Иванов Павел Иванович,сержант,5,53
Соловьёв Иван Михайлович,прапорщик,10,48
Козлов Андрей Павлович,рядовой,7,30
Степанов Алексей Романович,майор,8,46
Кочергин Роман Кириллович,прапорщик,4,26
Иванов Максим Максимович,рядовой,2,60
Фёдоров Александр Никитич,прапорщик,1,31
Макаров Михаил Кириллович,рядовой,6,28
Морозов Алексей Павлович,сержант,3,22
Кузнецов Егор Никитич,рядовой,5,24
Кочергин Илья Максимович,рядовой,4,20
Попов Артём Олегович,капитан,10,46
Яковлев Илья Максимович,майор,8,21
Николаев Степан Никитич,лейтенант,12,39
Андреев Роман Никитич,полковник,11,20
Семёнов Кирилл Андреевич,майор,4,49
Соловьёв Кирилл Ильич,майор,4,49
Никитин Иван Юрьевич,рядовой,9,25
Никитин Кирилл Сергеевич,прапорщик,9,56
Макаров Олег Романович,рядовой,6,60
Алексеев Юрий Сергеевич,полковник,6,57
Семёнов Олег Андреевич,лейтенант,2,35
Павлов Михаил Алексеевич,полковник,2,32
Борисов Иван Михайлович,прапорщик,10,19
Лебедев Олег Викторович,лейтенант,7,21
Никитин Виктор Дмитриевич,прапорщик,5,27
Морозов Евгений Кириллович,полковник,7,46
Соловьёв Максим Андреевич,прапорщик,7,36
Андреев Матвей Андреевич,лейтенант,1,49
Орлов Олег Юрьевич,капитан,9,41
Алексеев Александр Иванович,рядовой,3,59
Соколов Евгений Романович,полковник,12,56
Алексеев Никита Дмитриевич,сержант,5,35
Соловьёв Павел Олегович,майор,11,31
Семёнов Матвей Кириллович,майор,1,51
Кузнецов Кирилл Михайлович,капитан,3,53
Никитин Виктор Романович,сержант,7,43
Макаров Роман Сергеевич,рядовой,9,21
Яковлев Евгений Алексеевич,лейтенант,1,24
Новиков Роман Михайлович,сержант,10,53
Орлов Иван Дмитриевич,капитан,2,26
Яковлев Денис Александрович,рядовой,2,37
Никитин Иван Михайлович,сержант,3,20
Смирнов Денис Никитич,сержант,4,43
Соловьёв Иван Олегович,полковник,10,46
Смирнов Олег Александрович,рядовой,1,22
Зайцев Егор Сергеевич,рядовой,10,26
Алексеев Юрий Сергеевич,капитан,4,38
Иванов Иван Андреевич,полковник,7,26
Морозов Иван Никитич,рядовой,5,18
Макаров Иван Дмитриевич,капитан,6,37
Егоров Илья Андреевич,сержант,5,51
Лебедев Александр Максимович,майор,4,53
Павлов Олег Максимович,майор,10,28
Борисов Юрий Ильич,капитан,7,31
Фёдоров Кирилл Никитич,сержант,2,41
Козлов Матвей Сергеевич,сержант,4,42
Фёдоров Дмитрий Никитич,сержант,4,46
Захаров Илья Никитич,прапорщик,6,50
Захаров Александр Александрович,полковник,6,33
Козлов Андрей Романович,полковник,12,51
Новиков Евгений Дмитриевич,капитан,4,47
Андреев Роман Викторович,лейтенант,3,31
Борисов Кирилл Никитич,полковник,2,30
Соловьёв Михаил Андреевич,капитан,9,24
Алексеев Виктор Михайлович,рядовой,6,18
Семёнов Алексей Максимович,сержант,12,20
Васильев Юрий Юрьевич,капитан,3,22
Попов Илья Никитич,капитан,3,55
Макаров Александр Алексеевич,майор,10,26
Соколов Павел Юрьевич,капитан,6,44
Михайлов Кирилл Ильич,лейтенант,6,47
Кочергин Илья Александрович,майор,6,23
Николаев Андрей Иванович,прапорщик,7,28
Захаров Кирилл Романович,капитан,5,49
Сидоров Кирилл Дмитриевич,рядовой,9,45
Зайцев Иван Кириллович,сержант,11,52
Соколов Андрей Павлович,рядовой,10,56
Орлов Константин Павлович,майор,8,35
Егоров Егор Александрович,майор,6,50
Козлов Александр Дмитриевич,прапорщик,12,37
Павлов Илья Сергеевич,полковник,10,21
Новиков Сергей Романович,капитан,4,39
Михайлов Кирилл Михайлович,майор,7,27
Захаров Виктор Андреевич,прапорщик,9,58
Павлов Алексей Александрович,капитан,5,28
Лебедев Евгений Ильич,сержант,4,19
Алексеев Матвей Дмитриевич,полковник,7,58
Никитин Иван Никитич,майор,5,21
Яковлев Павел Алексеевич,майор,5,19
Кочергин Александр Олегович,прапорщик,7,56
Степанов Михаил Олегович,майор,2,21
Андреев Сергей Сергеевич,полковник,6,44
Андреев Олег Ильич,капитан,6,45
Васильев Степан Максимович,лейтенант,6,22
Зайцев Юрий Андреевич,прапорщик,6,30
Макаров Артём Михайлович,прапорщик,11,54
Козлов Роман Павлович,сержант,6,59
Сидоров Виктор Юрьевич,капитан,7,39
Соколов Матвей Дмитриевич,сержант,1,54
Новиков Максим Кириллович,сержант,3,57
Зайцев Никита Романович,прапорщик,3,42
Смирнов Сергей Андреевич,сержант,6,22
Кочергин Никита Юрьевич,майор,8,42
Васильев Илья Романович,майор,2,59
Орлов Егор Дмитриевич,полковник,8,57
Кочергин Кирилл Алексеевич,майор,11,19
Никитин Роман Михайлович,сержант,9,60
Соколов Константин Ильич,рядовой,4,39
Степанов Денис Сергеевич,сержант,7,55
Никитин Олег Романович,капитан,1,26
Яковлев Никита Александрович,майор,11,31
Лебедев Егор Викторович,майор,11,26
Козлов Илья Иванович,капитан,5,20
Васильев Кирилл Иванович,капитан,1,22
Лебедев Олег Дмитриевич,сержант,7,35
Иванов Максим Ильич,лейтенант,2,28
Соколов Андрей Андреевич,рядовой,12,19
Лебедев Егор Иванович,прапорщик,6,32
Захаров Максим Кириллович,капитан,11,25
Егоров Артём Юрьевич,капитан,9,58
Андреев Константин Сергеевич,полковник,3,22
Козлов Дмитрий Александрович,капитан,12,60
Васильев Матвей Юрьевич,майор,3,56
Иванов Матвей Павлович,сержант,5,47
Кузнецов Дмитрий Ильич,лейтенант,3,21
Андреев Кирилл Ильич,сержант,6,41
Захаров Юрий Романович,капитан,8,34
Соколов Никита Максимович,полковник,10,37
Морозов Матвей Ильич,майор,11,37
Сидоров Егор Павлович,сержант,5,27
Иванов Максим Алексеевич,лейтенант,9,55
Смирнов Иван Романович,сержант,4,37
Соловьёв Роман Юрьевич,прапорщик,12,55
Соловьёв Максим Иванович,сержант,2,23
Николаев Юрий Александрович,полковник,4,19
Новиков Константин Ильич,прапорщик,11,20
Егоров Артём Ильич,полковник,4,28
Васильев Роман Юрьевич,полковник,9,42
Захаров Олег Олегович,рядовой,2,44
Михайлов Павел Ильич,капитан,11,20
Фёдоров Иван Дмитриевич,капитан,5,34
Николаев Михаил Олегович,капитан,2,19
Семёнов Денис Максимович,рядовой,4,25
Петров Александр Александрович,прапорщик,6,18
Алексеев Андрей Викторович,майор,5,28
Павлов Роман Андреевич,капитан,11,52
Семёнов Артём Александрович,майор,6,43
Егоров Степан Михайлович,лейтенант,1,44
Васильев Евгений Олегович,рядовой,6,48
Козлов Андрей Юрьевич,сержант,5,18
Попов Павел Кириллович,капитан,10,52
Степанов Виктор Александрович,лейтенант,5,20
Лебедев Сергей Викторович,майор,1,23
Иванов Андрей Романович,прапорщик,7,29
Сидоров Юрий Дмитриевич,прапорщик,3,24
Морозов Артём Иванович,прапорщик,9,24
Яковлев Павел Никитич,рядовой,6,40
Захаров Юрий Александрович,полковник,4,59
Петров Артём Никитич,полковник,8,43
Васильев Максим Ильич,прапорщик,11,38
Алексеев Юрий Ильич,сержант,8,21
Алексеев Виктор Андреевич,лейтенант,3,20
