fullName,rank,companyNumber,age
Яковлев Дмитрий Дмитриевич,лейтенант,5,18
Павлов Роман Андреевич,рядовой,3,50
Михайлов Сергей Викторович,прапорщик,4,31
Николаев Александр Иванович,майор,1,54
Орлов Кирилл Романович,прапорщик,11,53
Степанов Виктор Олегович,майор,1,49
Попов Михаил Викторович,рядовой,9,18
Михайлов Алексей Кириллович,сержант,3,37
Николаев Сергей Никитич,капитан,8,57
Егоров Денис Олегович,майор,11,36
Степанов Роман Кириллович,сержант,3,23
Михайлов Кирилл Иванович,рядовой,6,45
Иванов Андрей Романович,рядовой,10,49
Фёдоров Кирилл Олегович,рядовой,9,22
Кочергин Денис Михайлович,рядовой,5,47
Соколов Олег Викторович,майор,6,33
Павлов Александр Юрьевич,полковник,10,52
Иванов Дмитрий Романович,майор,9,58
Соколов Максим Сергеевич,рядовой,6,60
Егоров Иван Романович,рядовой,9,25
Орлов Александр Иванович,майор,3,57
Иванов Евгений Дмитриевич,капитан,2,25
Соловьёв Егор Ильич,полковник,6,43
Андреев Никита Михайлович,рядовой,8,58
Смирнов Евгений Сергеевич,сержант,9,22
Николаев Степан Олегович,капитан,3,59
Соколов Степан Максимович,капитан,9,53
Фёдоров Юрий Романович,прапорщик,1,31
Кузнецов Роман Андреевич,рядовой,7,25
Андреев Алексей Романович,лейтенант,6,52
Егоров Павел Сергеевич,лейтенант,11,35
Кузнецов Никита Олегович,майор,6,21
Никитин Максим Романович,рядовой,3,23
Попов Илья Викторович,капитан,10,37
Петров Сергей Дмитриевич,лейтенант,2,48
Борисов Дмитрий Алексеевич,сержант,12,45
Кузнецов Роман Михайлович,прапорщик,3,51
Егоров Юрий Алексеевич,капитан,12,44
Соколов Александр Алексеевич,лейтенант,3,41
Зайцев Дмитрий Иванович,сержант,2,48
Андреев Константин Сергеевич,рядовой,8,37
Фёдоров Алексей Андреевич,сержант,4,34
Орлов Сергей Алексеевич,майор,1,22
Михайлов Дмитрий Олегович,прапорщик,7,55
Захаров Артём Юрьевич,майор,7,36
Соловьёв Денис Викторович,майор,4,45
Павлов Александр Никитич,майор,10,25
Егоров Роман Ильич,прапорщик,1,36
Борисов Константин Михайлович,полковник,1,52
Кочергин Максим Романович,сержант,6,31
Фёдоров Евгений Кириллович,рядовой,8,37
Кузнецов Евгений Юрьевич,капитан,4,41
Новиков Сергей Юрьевич,прапорщик,9,36
Кузнецов Алексей Романович,прапорщик,3,54
Зайцев Андрей Михайлович,капитан,8,30
Васильев Александр Кириллович,капитан,11,19
Сидоров Виктор Сергеевич,майор,9,37
Егоров Егор Павлович,майор,2,45
Морозов Алексей Павлович,полковник,3,34
Смирнов Артём Александрович,майор,7,60
Попов Егор Кириллович,лейтенант,10,24
Соколов Егор Алексеевич,рядовой,4,28
Семёнов Михаил Александрович,рядовой,7,31
Иванов Роман Викторович,полковник,10,54
Соколов Константин Павлович,майор,7,53
Сидоров Александр Иванович,капитан,12,55
Иванов Павел Алексеевич,сержант,3,52
Николаев Артём Павлович,капитан,10,32
Фёдоров Олег Дмитриевич,сержант,12,19
Макаров Илья Иванович,сержант,10,51
Борисов Евгений Максимович,сержант,4,37
Соколов Иван Александрович,сержант,7,35
Кочергин Иван Никитич,капитан,9,58
Иванов Дмитрий Иванович,рядовой,12,39
Яковлев Артём Кириллович,сержант,5,32
