fullName,rank,companyNumber,age
Смирнов Никита Никитич,майор,5,26
Попов Михаил Иванович,полковник,10,57
Лебедев Алексей Максимович,лейтенант,10,21
Николаев Константин Андреевич,лейтенант,6,40
Егоров Артём Юрьевич,прапорщик,4,56
Соловьёв Александр Александрович,прапорщик,4,35
Фёдоров Матвей Алексеевич,прапорщик,9,21
Смирнов Юрий Максимович,майор,5,53
Попов Олег Викторович,прапорщик,6,36
Фёдоров Олег Иванович,прапорщик,4,43
Иванов Константин Алексеевич,капитан,4,33
Егоров Степан Ильич,лейтенант,3,43
Захаров Олег Павлович,рядовой,9,41
Павлов Павел Кириллович,полковник,6,51
Егоров Сергей Иванович,лейтенант,8,24
Яковлев Михаил Ильич,майор,2,41
Соловьёв Денис Ильич,прапорщик,10,56
Соловьёв Никита Максимович,рядовой,8,38
Захаров Сергей Романович,лейтенант,12,54
Попов Максим Михайлович,капитан,8,43
Борисов Юрий Романович,прапорщик,2,38
Новиков Никита Александрович,прапорщик,5,53
Борисов Константин Дмитриевич,капитан,10,37
Яковлев Андрей Алексеевич,сержант,4,22
Фёдоров Артём Павлович,прапорщик,6,18
Яковлев Дмитрий Сергеевич,сержант,6,31
Яковлев Матвей Викторович,капитан,8,57
Макаров Сергей Никитич,полковник,10,31
Павлов Евгений Александрович,майор,2,30
Егоров Виктор Ильич,полковник,11,50
Макаров Сергей Сергеевич,сержант,7,60
Орлов Юрий Павлович,прапорщик,7,38
Борисов Илья Александрович,майор,12,26
Степанов Роман Алексеевич,прапорщик,7,18
Яковлев Александр Кириллович,сержант,11,52
Соловьёв Андрей Романович,рядовой,11,19
Соколов Артём Сергеевич,майор,3,57
Васильев Александр Павлович,майор,5,36
Семёнов Павел Александрович,капитан,5,19
Соловьёв Константин Алексеевич,прапорщик,8,59
Фёдоров Кирилл Сергеевич,рядовой,6,39
Павлов Денис Максимович,капитан,3,28
Кузнецов Андрей Александрович,лейтенант,4,52
Николаев Илья Юрьевич,капитан,2,27
Михайлов Андрей Сергеевич,майор,11,25
Козлов Денис Олегович,рядовой,11,47
Степанов Олег Андреевич,капитан,3,51
Михайлов Иван Михайлович,рядовой,1,45
Алексеев Юрий Михайлович,лейтенант,6,40
Семёнов Сергей Никитич,майор,1,26
Сидоров Егор Александрович,лейтенант,3,54
Семёнов Матвей Юрьевич,майор,1,36
Морозов Андрей Михайлович,полковник,1,29
Яковлев Егор Юрьевич,сержант,3,25
Соколов Алексей Викторович,рядовой,7,35
Сидоров Степан Дмитриевич,рядовой,9,24
Петров Денис Иванович,капитан,9,32
Никитин Артём Никитич,полковник,5,31
Попов Денис Андреевич,капитан,1,32
Кузнецов Юрий Ильич,полковник,5,29
Захаров Степан Викторович,капитан,7,26
Смирнов Иван Андреевич,полковник,9,38
Орлов Егор Никитич,майор,8,59
Соколов Алексей Сергеевич,рядовой,10,54
Морозов Виктор Максимович,капитан,11,47
Соколов Олег Олегович,майор,7,19
Борисов Егор Сергеевич,лейтенант,2,24
Михайлов Андрей Максимович,майор,11,24
Соколов Дмитрий Романович,полковник,4,42
Михайлов Евгений Кириллович,полковник,11,55
Кузнецов Павел Романович,прапорщик,12,28
Кузнецов Александр Кириллович,рядовой,1,49
Соколов Дмитрий Михайлович,капитан,1,23
Яковлев Сергей Юрьевич,полковник,7,21
Михайлов Никита Сергеевич,лейтенант,8,32
Морозов Константин Андреевич,сержант,6,59
Соколов Максим Дмитриевич,майор,6,41
Алексеев Роман Иванович,полковник,3,39
