fullName,rank,companyNumber,age
Орлов Иван Михайлович,майор,9,57
Соловьёв Егор Дмитриевич,капитан,4,41
Лебедев Андрей Кириллович,сержант,12,37
Соловьёв Егор Олегович,прапорщик,2,58
Васильев Егор Михайлович,полковник,5,59
Попов Кирилл Кириллович,лейтенант,4,25
Кузнецов Артём Александрович,сержант,5,47
Семёнов Степан Олегович,лейтенант,11,20
Васильев Алексей Михайлович,сержант,1,34
Захаров Кирилл Алексеевич,майор,1,49
Захаров Александр Дмитриевич,полковник,2,38
Степанов Михаил Максимович,лейтенант,6,60
Орлов Максим Павлович,полковник,12,26
Соколов Сергей Сергеевич,капитан,11,55
Никитин Евгений Михайлович,лейтенант,2,33
Степанов Сергей Романович,прапорщик,10,42
Захаров Илья Олегович,сержант,3,24
Попов Артём Михайлович,лейтенант,7,34
Соловьёв Павел Дмитриевич,лейтенант,9,41
Андреев Сергей Романович,капитан,7,48
Орлов Илья Михайлович,полковник,3,41
Семёнов Юрий Иванович,полковник,5,19
Николаев Константин Дмитриевич,полковник,12,60
Захаров Дмитрий Кириллович,прапорщик,9,42
Новиков Олег Иванович,полковник,11,25
Павлов Илья Викторович,лейтенант,1,43
Яковлев Кирилл Никитич,рядовой,4,37
Васильев Алексей Викторович,майор,6,59
Алексеев Дмитрий Михайлович,полковник,2,49
Семёнов Егор Романович,майор,7,24
Зайцев Алексей Михайлович,капитан,2,40
Алексеев Константин Романович,лейтенант,12,19
Никитин Дмитрий Алексеевич,майор,8,59
Кузнецов Александр Павлович,сержант,11,37
Фёдоров Павел Максимович,рядовой,3,33
Егоров Юрий Андреевич,полковник,10,44
Захаров Никита Викторович,лейтенант,12,26
Михайлов Алексей Романович,полковник,5,30
Сидоров Егор Иванович,сержант,7,42
Зайцев Павел Кириллович,рядовой,1,53
Николаев Константин Кириллович,рядовой,8,30
Михайлов Юрий Алексеевич,рядовой,7,57
Алексеев Константин Михайлович,сержант,2,41
Попов Павел Сергеевич,рядовой,12,51
Алексеев Иван Юрьевич,рядовой,4,31
Васильев Кирилл Никитич,майор,8,42
Кузнецов Егор Ильич,капитан,4,36
Макаров Виктор Ильич,лейтенант,3,44
Захаров Андрей Александрович,прапорщик,5,33
Степанов Иван Кириллович,прапорщик,10,59
Лебедев Максим Александрович,лейтенант,3,38
Андреев Роман Ильич,майор,7,45
