fullName,rank,companyNumber,age
Николаев Павел Сергеевич,лейтенант,3,39
Макаров Максим Кириллович,прапорщик,6,28
Николаев Максим Романович,лейтенант,1,34
Васильев Илья Максимович,прапорщик,5,24
Макаров Александр Дмитриевич,лейтенант,8,44
Попов Егор Юрьевич,лейтенант,6,52
Кочергин Сергей Юрьевич,полковник,10,59
Никитин Виктор Кириллович,сержант,8,22
Захаров Дмитрий Никитич,рядовой,6,34
Смирнов Максим Романович,сержант,7,28
Макаров Максим Максимович,прапорщик,10,57
Борисов Денис Александрович,лейтенант,11,28
Степанов Егор Алексеевич,рядовой,2,39
Васильев Артём Олегович,майор,9,52
Михайлов Виктор Никитич,прапорщик,4,24
Петров Роман Юрьевич,сержант,1,41
Иванов Егор Максимович,прапорщик,11,58
Степанов Денис Ильич,рядовой,1,31
Попов Олег Никитич,рядовой,8,25
Новиков Роман Юрьевич,лейтенант,11,34
Сидоров Олег Павлович,сержант,6,42
Морозов Алексей Викторович,рядовой,5,46
Лебедев Кирилл Кириллович,полковник,5,54
Петров Андрей Сергеевич,рядовой,11,40
Захаров Степан Олегович,полковник,10,32
Павлов Дмитрий Павлович,полковник,9,44
Павлов Виктор Юрьевич,капитан,4,48
Новиков Максим Павлович,полковник,12,20
Егоров Павел Андреевич,рядовой,8,29
Попов Артём Ильич,сержант,1,45
Сидоров Виктор Олегович,сержант,11,27
Зайцев Константин Михайлович,прапорщик,12,22
Сидоров Роман Павлович,капитан,6,35
Егоров Иван Александрович,полковник,12,57
Козлов Евгений Олегович,рядовой,7,27
Кузнецов Павел Сергеевич,рядовой,10,24
Захаров Михаил Иванович,лейтенант,5,42
Николаев Денис Юрьевич,рядовой,3,35
Кочергин Андрей Павлович,рядовой,7,39
Андреев Илья Дмитриевич,майор,8,35
Борисов Матвей Александрович,прапорщик,5,37
Михайлов Денис Сергеевич,полковник,4,26
Новиков Иван Романович,прапорщик,12,44
Степанов Олег Максимович,сержант,8,31
Яковлев Егор Юрьевич,полковник,9,41
Зайцев Дмитрий Алексеевич,рядовой,5,50
Кочергин Андрей Александрович,сержант,4,30
Зайцев Дмитрий Кириллович,рядовой,8,21
Яковлев Матвей Ильич,прапорщик,6,47
Егоров Роман Сергеевич,майор,1,33
Морозов Денис Викторович,сержант,8,55
Павлов Матвей Иванович,сержант,5,23
Новиков Александр Павлович,рядовой,3,54
Никитин Артём Кириллович,майор,4,31
Михайлов Олег Олегович,капитан,1,18
Семёнов Андрей Алексеевич,капитан,1,32
Михайлов Константин Никитич,майор,12,59
Михайлов Егор Павлович,полковник,6,47
Михайлов Артём Викторович,прапорщик,11,51
Зайцев Константин Павлович,капитан,2,18
Егоров Виктор Иванович,капитан,11,56
Степанов Михаил Никитич,майор,2,48
Сидоров Никита Михайлович,майор,6,35
Михайлов Олег Никитич,сержант,3,51
Никитин Илья Дмитриевич,полковник,10,43
Орлов Никита Андреевич,майор,1,59
Семёнов Михаил Михайлович,лейтенант,7,42
Макаров Дмитрий Ильич,прапорщик,12,32
Орлов Степан Юрьевич,майор,6,50
Новиков Алексей Алексеевич,прапорщик,2,48
Кузнецов Кирилл Алексеевич,майор,6,59
Сидоров Илья Иванович,сержант,12,37
Алексеев Никита Иванович,прапорщик,10,36
Лебедев Сергей Юрьевич,рядовой,11,55
Козлов Константин Максимович,лейтенант,4,50
Смирнов Виктор Павлович,капитан,5,44
Петров Андрей Андреевич,сержант,6,44
Козлов Иван Андреевич,прапорщик,12,29
Никитин Максим Юрьевич,прапорщик,11,29
Фёдоров Олег Дмитриевич,рядовой,8,35
Васильев Алексей Алексеевич,лейтенант,2,26
Степанов Егор Олегович,лейтенант,7,48
Кочергин Александр Дмитриевич,капитан,4,41
Иванов Никита Ильич,рядовой,11,18
Николаев Илья Кириллович,майор,6,37
Кузнецов Сергей Павлович,капитан,10,37
Попов Максим Дмитриевич,прапорщик,5,47
Макаров Евгений Романович,лейтенант,11,26
Фёдоров Денис Иванович,полковник,4,28
Яковлев Роман Александрович,сержант,4,26
Васильев Александр Алексеевич,рядовой,6,59
Захаров Дмитрий Павлович,майор,5,52
Степанов Дмитрий Дмитриевич,майор,2,59
Зайцев Александр Дмитриевич,майор,2,44
Лебедев Роман Сергеевич,капитан,5,48
Андреев Андрей Ильич,майор,11,58
Иванов Михаил Олегович,майор,2,60
Егоров Кирилл Андреевич,лейтенант,2,50
Макаров Константин Сергеевич,прапорщик,2,24
Семёнов Артём Ильич,полковник,5,51
Васильев Матвей Олегович,прапорщик,3,20
Павлов Денис Ильич,майор,8,39
Соколов Александр Александрович,майор,2,25
Зайцев Павел Юрьевич,сержант,2,50
Сидоров Сергей Михайлович,майор,4,47
Новиков Кирилл Викторович,рядовой,2,29
Соловьёв Дмитрий Никитич,прапорщик,11,38
Алексеев Сергей Сергеевич,полковник,1,18
Соловьёв Андрей Алексеевич,прапорщик,6,46
Степанов Кирилл Максимович,прапорщик,6,29
Смирнов Роман Павлович,лейтенант,5,42
Андреев Денис Олегович,майор,3,25
Кузнецов Юрий Дмитриевич,полковник,3,24
Алексеев Павел Юрьевич,полковник,10,46
Попов Константин Павлович,полковник,6,57
Иванов Виктор Андреевич,лейтенант,8,25
Борисов Егор Викторович,рядовой,2,34
Николаев Никита Александрович,майор,11,51
Никитин Павел Кириллович,майор,6,51
Егоров Юрий Сергеевич,лейтенант,11,33
Семёнов Матвей Павлович,сержант,9,57
Петров Александр Алексеевич,капитан,8,49
Соловьёв Алексей Максимович,полковник,8,38
Соколов Никита Михайлович,рядовой,9,32
Павлов Олег Павлович,лейтенант,4,23
Лебедев Иван Викторович,рядовой,8,46
Фёдоров Сергей Юрьевич,майор,11,19
Смирнов Роман Олегович,рядовой,9,53
Иванов Максим Никитич,капитан,9,31
Николаев Виктор Викторович,прапорщик,6,21
Зайцев Илья Викторович,прапорщик,9,57
Степанов Денис Иванович,майор,8,25
Смирнов Виктор Кириллович,рядовой,6,40
Зайцев Олег Никитич,капитан,9,41
Андреев Сергей Дмитриевич,сержант,8,26
Зайцев Юрий Олегович,рядовой,5,57
Васильев Артём Сергеевич,полковник,7,31
Лебедев Артём Романович,рядовой,7,20
Яковлев Олег Сергеевич,полковник,8,47
Орлов Павел Андреевич,лейтенант,1,51
Макаров Дмитрий Олегович,полковник,10,48
Яковлев Евгений Алексеевич,майор,10,29
Макаров Андрей Сергеевич,лейтенант,11,56
Степанов Никита Павлович,лейтенант,10,33
Михайлов Роман Романович,прапорщик,8,26
Кузнецов Егор Никитич,полковник,12,53
Соловьёв Никита Ильич,сержант,4,57
Андреев Михаил Иванович,майор,3,59
Попов Евгений Романович,майор,2,40
Павлов Денис Олегович,майор,12,52
Новиков Егор Александрович,капитан,2,19
Кочергин Андрей Дмитриевич,майор,1,30
Михайлов Алексей Никитич,майор,5,27
Зайцев Дмитрий Никитич,сержант,9,20
Морозов Иван Сергеевич,капитан,11,53
Соловьёв Илья Павлович,сержант,9,36
Андреев Виктор Дмитриевич,лейтенант,7,44
Захаров Виктор Романович,капитан,1,18
Макаров Кирилл Ильич,капитан,8,32
Яковлев Олег Иванович,полковник,10,52
Макаров Константин Ильич,полковник,12,30
Новиков Иван Алексеевич,майор,2,29
Попов Евгений Сергеевич,лейтенант,1,45
Михайлов Степан Михайлович,сержант,3,55
Соловьёв Кирилл Александрович,прапорщик,8,27
Петров Андрей Романович,капитан,1,58
Степанов Виктор Никитич,лейтенант,10,53
Морозов Максим Романович,капитан,4,29
Егоров Максим Алексеевич,лейтенант,9,52
Кочергин Максим Иванович,сержант,4,60
Фёдоров Никита Иванович,прапорщик,4,57
Егоров Денис Александрович,рядовой,11,40
Лебедев Илья Кириллович,рядовой,11,38
Кочергин Сергей Павлович,прапорщик,9,36
Иванов Евгений Иванович,капитан,9,46
Семёнов Дмитрий Никитич,майор,4,38
Егоров Максим Сергеевич,сержант,9,52
Иванов Олег Максимович,сержант,11,58
Никитин Артём Олегович,полковник,2,31
Павлов Юрий Олегович,майор,2,27
Иванов Иван Романович,рядовой,2,22
Петров Алексей Михайлович,капитан,2,54
Зайцев Илья Михайлович,лейтенант,7,46
Николаев Роман Олегович,прапорщик,1,42
Орлов Сергей Александрович,майор,12,57
Сидоров Павел Дмитриевич,майор,2,40
Яковлев Евгений Сергеевич,прапорщик,11,37
Степанов Максим Никитич,полковник,8,42
Кочергин Виктор Александрович,лейтенант,3,52
Соколов Андрей Павлович,полковник,9,36
Николаев Андрей Никитич,майор,12,59
Морозов Александр Андреевич,рядовой,1,18
Козлов Константин Павлович,капитан,9,23
Новиков Артём Иванович,сержант,7,59
Соловьёв Евгений Андреевич,сержант,3,32
Степанов Кирилл Ильич,рядовой,3,60
Захаров Павел Дмитриевич,полковник,9,47
Николаев Степан Максимович,прапорщик,11,22
Михайлов Сергей Ильич,майор,10,49
Фёдоров Матвей Андреевич,майор,11,33
