fullName,rank,companyNumber,age
Соколов Матвей Дмитриевич,прапорщик,3,48
Кочергин Кирилл Иванович,капитан,6,20
Павлов Виктор Павлович,сержант,12,48
Зайцев Иван Максимович,сержант,7,45
Лебедев Илья Александрович,полковник,12,18
Лебедев Матвей Викторович,рядовой,7,22
Андреев Олег Иванович,прапорщик,12,50
Фёдоров Максим Олегович,майор,1,23
Васильев Алексей Александрович,капитан,5,44
Сидоров Иван Кириллович,рядовой,1,33
Кочергин Илья Александрович,майор,5,36
Смирнов Никита Павлович,капитан,4,18
Петров Иван Сергеевич,сержант,1,45
Захаров Никита Александрович,капитан,2,39
Кочергин Александр Ильич,лейтенант,5,38
Михайлов Андрей Ильич,сержант,5,57
Соловьёв Евгений Юрьевич,прапорщик,3,21
Михайлов Максим Юрьевич,лейтенант,9,31
Павлов Никита Александрович,лейтенант,2,32
Новиков Александр Викторович,прапорщик,10,25
Павлов Роман Алексеевич,лейтенант,5,28
Яковлев Никита Олегович,рядовой,9,58
Макаров Павел Олегович,полковник,9,52
Захаров Иван Олегович,сержант,2,28
Соколов Иван Юрьевич,рядовой,10,29
Борисов Дмитрий Алексеевич,майор,8,22
Кочергин Андрей Юрьевич,сержант,12,29
Зайцев Илья Александрович,сержант,5,29
Семёнов Никита Иванович,майор,4,45
Лебедев Виктор Андреевич,майор,6,50
Соловьёв Кирилл Ильич,лейтенант,5,45
Сидоров Кирилл Ильич,рядовой,10,29
Соколов Юрий Максимович,полковник,1,20
Захаров Михаил Олегович,полковник,7,51
Фёдоров Артём Юрьевич,майор,4,37
Фёдоров Максим Алексеевич,майор,11,28
Никитин Михаил Андреевич,капитан,6,29
Михайлов Степан Никитич,полковник,5,60
Никитин Михаил Кириллович,рядовой,4,42
Смирнов Сергей Андреевич,рядовой,6,43
Новиков Дмитрий Андреевич,полковник,10,49
Борисов Максим Олегович,полковник,3,35
Макаров Денис Сергеевич,лейтенант,12,34
Васильев Олег Дмитриевич,сержант,1,60
Новиков Александр Иванович,капитан,4,24
Николаев Сергей Дмитриевич,рядовой,3,27
Никитин Илья Павлович,рядовой,4,18
Павлов Максим Михайлович,прапорщик,3,28
Яковлев Степан Ильич,прапорщик,2,23
Новиков Юрий Андреевич,рядовой,6,40
Захаров Степан Михайлович,лейтенант,3,34
Зайцев Константин Михайлович,рядовой,7,24
Сидоров Никита Сергеевич,прапорщик,10,32
Орлов Никита Сергеевич,капитан,2,21
Николаев Сергей Никитич,майор,3,47
Попов Роман Романович,майор,8,24
Макаров Юрий Никитич,лейтенант,8,33
Смирнов Александр Олегович,майор,8,52
Соловьёв Степан Кириллович,лейтенант,8,22
Морозов Степан Иванович,лейтенант,5,28
Козлов Михаил Олегович,капитан,10,33
Фёдоров Александр Викторович,прапорщик,8,24
Соловьёв Степан Ильич,майор,4,51
Зайцев Павел Юрьевич,майор,1,43
Смирнов Денис Ильич,сержант,5,46
Николаев Никита Андреевич,капитан,5,27
Алексеев Павел Алексеевич,сержант,5,42
Зайцев Илья Сергеевич,майор,10,32
Иванов Максим Иванович,сержант,6,35
Попов Алексей Дмитриевич,капитан,2,32
Соколов Алексей Андреевич,полковник,1,29
Михайлов Константин Никитич,лейтенант,6,37
Иванов Михаил Андреевич,рядовой,5,53
Михайлов Сергей Максимович,рядовой,8,27
Андреев Артём Андреевич,рядовой,11,43
Захаров Андрей Олегович,лейтенант,8,47
Сидоров Матвей Иванович,прапорщик,10,57
Семёнов Константин Ильич,сержант,2,55
Павлов Дмитрий Кириллович,сержант,6,45
Яковлев Михаил Кириллович,сержант,6,38
Семёнов Алексей Сергеевич,прапорщик,7,47
Попов Виктор Иванович,капитан,8,25
Яковлев Олег Андреевич,капитан,2,46
Лебедев Матвей Павлович,прапорщик,9,28
Смирнов Кирилл Кириллович,сержант,11,46
Сидоров Виктор Никитич,рядовой,10,38
Морозов Алексей Романович,прапорщик,1,30
Сидоров Михаил Андреевич,капитан,11,24
Зайцев Александр Михайлович,майор,3,37
Сидоров Денис Ильич,лейтенант,8,20
Зайцев Павел Романович,лейтенант,1,54
Андреев Роман Ильич,полковник,5,24
Новиков Иван Дмитриевич,сержант,5,57
Морозов Андрей Иванович,полковник,9,38
Лебедев Денис Кириллович,майор,6,42
Степанов Александр Иванович,капитан,9,60
Фёдоров Илья Александрович,сержант,3,53
Фёдоров Андрей Олегович,полковник,6,30
Иванов Максим Алексеевич,полковник,6,57
Степанов Егор Александрович,рядовой,1,27
Борисов Денис Никитич,майор,9,36
Яковлев Сергей Никитич,лейтенант,6,23
Яковлев Никита Михайлович,рядовой,7,25
Попов Константин Викторович,прапорщик,4,30
Кочергин Максим Викторович,лейтенант,7,20
Кузнецов Роман Олегович,рядовой,11,43
Макаров Александр Дмитриевич,полковник,2,43
Козлов Олег Никитич,капитан,1,43
Соловьёв Александр Сергеевич,лейтенант,5,20
Кочергин Юрий Алексеевич,лейтенант,12,19
Степанов Олег Романович,майор,4,24
Никитин Егор Павлович,полковник,4,57
Михайлов Павел Романович,рядовой,4,23
Лебедев Дмитрий Максимович,лейтенант,12,22
Сидоров Сергей Романович,капитан,5,47
Семёнов Денис Ильич,сержант,6,22
Кузнецов Александр Дмитриевич,прапорщик,9,33
Фёдоров Никита Ильич,майор,12,37
Петров Роман Сергеевич,сержант,9,56
Козлов Виктор Кириллович,капитан,4,27
Макаров Юрий Дмитриевич,лейтенант,11,44
Кочергин Александр Юрьевич,полковник,7,34
Алексеев Александр Олегович,полковник,11,60
Петров Иван Ильич,полковник,12,42
Козлов Юрий Ильич,майор,3,56
Лебедев Андрей Кириллович,сержант,6,29
Соловьёв Алексей Александрович,прапорщик,8,30
Морозов Матвей Романович,лейтенант,12,33
Морозов Егор Михайлович,сержант,1,27
Новиков Денис Викторович,прапорщик,9,58
Николаев Егор Викторович,рядовой,5,26
Фёдоров Андрей Дмитриевич,прапорщик,9,36
Козлов Степан Викторович,капитан,6,32
Макаров Денис Никитич,капитан,8,18
Павлов Дмитрий Кириллович,прапорщик,11,41
Егоров Артём Александрович,полковник,11,28
Зайцев Никита Дмитриевич,лейтенант,4,56
Егоров Михаил Иванович,полковник,11,24
Козлов Андрей Кириллович,лейтенант,12,33
Новиков Юрий Романович,майор,3,52
Степанов Матвей Никитич,капитан,10,51
Яковлев Александр Андреевич,рядовой,3,47
Никитин Степан Сергеевич,майор,12,39
Яковлев Иван Иванович,сержант,11,37
Соколов Юрий Олегович,полковник,2,50
Никитин Иван Юрьевич,рядовой,7,36
Козлов Иван Кириллович,майор,7,60
Петров Иван Андреевич,майор,11,54
Яковлев Степан Алексеевич,сержант,6,32
Кочергин Максим Алексеевич,прапорщик,10,57
Соколов Андрей Максимович,сержант,6,38
Новиков Матвей Викторович,лейтенант,4,43
Захаров Михаил Кириллович,полковник,3,42
Семёнов Илья Никитич,лейтенант,5,25
Соловьёв Павел Михайлович,сержант,10,56
Фёдоров Кирилл Романович,сержант,11,44
Борисов Степан Павлович,сержант,2,53
Васильев Виктор Олегович,сержант,8,59
Никитин Дмитрий Ильич,майор,7,49
Морозов Юрий Кириллович,лейтенант,9,21
Морозов Александр Никитич,полковник,6,59
Кузнецов Евгений Михайлович,майор,4,25
Захаров Алексей Викторович,сержант,8,19
Попов Степан Кириллович,полковник,11,43
Соловьёв Степан Викторович,майор,6,21
Павлов Денис Павлович,капитан,6,48
Андреев Матвей Андреевич,прапорщик,9,34
Петров Виктор Кириллович,майор,9,18
Попов Илья Алексеевич,капитан,7,49
Семёнов Степан Андреевич,сержант,2,26
Иванов Иван Алексеевич,лейтенант,2,20
Зайцев Алексей Павлович,сержант,1,26
Алексеев Степан Кириллович,рядовой,1,54
Орлов Юрий Андреевич,лейтенант,1,58
Козлов Виктор Сергеевич,сержант,2,38
Соловьёв Константин Ильич,сержант,2,22
Борисов Евгений Павлович,прапорщик,2,32
Попов Артём Викторович,капитан,9,22
Егоров Олег Викторович,прапорщик,11,30
Фёдоров Константин Олегович,капитан,10,31
Козлов Денис Алексеевич,прапорщик,7,36
Попов Олег Сергеевич,полковник,6,55
Яковлев Виктор Романович,майор,8,52
Михайлов Константин Юрьевич,майор,9,25
Семёнов Александр Никитич,прапорщик,9,60
Орлов Егор Кириллович,капитан,9,32
Петров Сергей Михайлович,прапорщик,3,43
Степанов Максим Дмитриевич,прапорщик,1,33
Соколов Иван Олегович,прапорщик,11,51
Андреев Алексей Викторович,прапорщик,10,56
Сидоров Андрей Юрьевич,рядовой,12,19
Васильев Денис Павлович,лейтенант,4,55
Соловьёв Олег Никитич,сержант,11,30
Васильев Павел Дмитриевич,полковник,9,42
Соловьёв Иван Романович,прапорщик,11,49
Соловьёв Олег Викторович,полковник,12,36
Кузнецов Роман Викторович,капитан,11,43
Смирнов Егор Сергеевич,майор,7,19
Макаров Константин Никитич,майор,10,33
Борисов Степан Кириллович,майор,10,34
Сидоров Матвей Юрьевич,майор,9,46
Соколов Андрей Сергеевич,рядовой,1,20
Павлов Никита Александрович,прапорщик,8,34
Егоров Никита Иванович,прапорщик,2,34
Кочергин Олег Кириллович,полковник,11,45
Лебедев Виктор Олегович,сержант,11,59
Кочергин Александр Сергеевич,капитан,8,43
Козлов Иван Ильич,полковник,1,53
Никитин Степан Никитич,лейтенант,10,57
Павлов Михаил Сергеевич,полковник,1,42
Соловьёв Илья Павлович,сержант,3,33
Алексеев Иван Никитич,капитан,10,46
Зайцев Сергей Павлович,капитан,8,26
Егоров Денис Юрьевич,рядовой,10,20
Никитин Виктор Дмитриевич,капитан,8,43
Борисов Павел Дмитриевич,сержант,5,38
Егоров Андрей Максимович,лейтенант,12,34
Борисов Юрий Олегович,майор,3,39
Иванов Евгений Олегович,сержант,6,34
Борисов Виктор Максимович,полковник,9,49
Захаров Александр Павлович,лейтенант,12,28
Смирнов Михаил Кириллович,капитан,7,41
Борисов Иван Ильич,рядовой,2,26
Смирнов Кирилл Максимович,лейтенант,2,28
Иванов Максим Михайлович,полковник,1,21
Лебедев Кирилл Кириллович,полковник,9,45
Михайлов Артём Александрович,лейтенант,6,57
Козлов Никита Юрьевич,рядовой,12,40
Смирнов Евгений Олегович,сержант,10,46
Соловьёв Павел Алексеевич,сержант,1,60
Козлов Никита Романович,сержант,3,59
Макаров Андрей Сергеевич,майор,9,25
Попов Максим Ильич,полковник,6,42
Егоров Андрей Иванович,полковник,1,34
Соловьёв Матвей Романович,рядовой,3,42
Николаев Сергей Романович,сержант,1,58
Захаров Роман Кириллович,полковник,12,55
Семёнов Артём Викторович,прапорщик,5,28
Новиков Павел Кириллович,капитан,1,56
Попов Сергей Максимович,лейтенант,6,20
Павлов Дмитрий Никитич,рядовой,7,32
Кочергин Михаил Александрович,рядовой,1,50
Никитин Илья Михайлович,майор,1,33
Фёдоров Евгений Юрьевич,полковник,4,42
Соколов Сергей Кириллович,сержант,11,55
Борисов Дмитрий Романович,сержант,5,35
Соловьёв Алексей Романович,рядовой,2,30
Андреев Олег Андреевич,рядовой,5,35
Егоров Александр Олегович,майор,9,41
Васильев Дмитрий Ильич,сержант,1,22
Смирнов Илья Кириллович,майор,4,60
Васильев Юрий Михайлович,капитан,9,48
Смирнов Михаил Никитич,майор,2,37
Захаров Евгений Павлович,капитан,10,31
Зайцев Илья Андреевич,полковник,6,37
Николаев Дмитрий Андреевич,сержант,2,57
Семёнов Никита Олегович,майор,8,33
Кузнецов Степан Юрьевич,капитан,9,41
Семёнов Кирилл Ильич,рядовой,12,18
Васильев Роман Никитич,капитан,9,46
Орлов Денис Алексеевич,лейтенант,12,44
Зайцев Никита Дмитриевич,рядовой,4,22
Попов Степан Павлович,капитан,12,51
Егоров Матвей Олегович,прапорщик,7,21
Захаров Матвей Никитич,лейтенант,4,34
Лебедев Евгений Дмитриевич,полковник,1,50
Сидоров Максим Никитич,сержант,9,19
Павлов Илья Андреевич,рядовой,1,42
Андреев Юрий Максимович,полковник,8,24
Борисов Степан Максимович,рядовой,3,46
Михайлов Иван Никитич,полковник,8,34
Алексеев Денис Ильич,капитан,1,42
Николаев Александр Алексеевич,прапорщик,9,56
Сидоров Дмитрий Кириллович,рядовой,8,19
Иванов Матвей Романович,прапорщик,10,21
Кочергин Кирилл Иванович,сержант,12,37
Павлов Денис Юрьевич,сержант,9,38
Новиков Иван Максимович,майор,12,35
Попов Илья Максимович,лейтенант,1,46
Егоров Евгений Юрьевич,прапорщик,5,49
Макаров Сергей Юрьевич,полковник,11,35
Егоров Александр Никитич,сержант,4,47
Егоров Михаил Романович,капитан,12,30
Фёдоров Дмитрий Павлович,рядовой,4,47
Никитин Матвей Дмитриевич,сержант,2,48
Иванов Никита Михайлович,капитан,9,36
Николаев Никита Александрович,полковник,10,44
Новиков Илья Ильич,лейтенант,6,50
Степанов Юрий Дмитриевич,майор,4,20
Зайцев Александр Ильич,лейтенант,10,43
Новиков Егор Викторович,майор,4,41
Павлов Роман Романович,майор,12,46
Лебедев Никита Романович,майор,6,47
Соловьёв Егор Иванович,сержант,5,23
Николаев Егор Дмитриевич,сержант,10,39
Андреев Алексей Максимович,лейтенант,7,44
Фёдоров Иван Дмитриевич,прапорщик,11,46
Алексеев Артём Павлович,рядовой,11,19
Захаров Максим Александрович,рядовой,6,45
Васильев Павел Олегович,сержант,10,51
Макаров Матвей Кириллович,рядовой,6,32
Васильев Михаил Алексеевич,полковник,3,19
Иванов Никита Викторович,прапорщик,8,59
