fullName,rank,companyNumber,age
Степанов Илья Андреевич,капитан,3,46
Соколов Андрей Викторович,рядовой,9,37
Соколов Павел Ильич,сержант,7,57
Яковлев Андрей Алексеевич,лейтенант,5,37
Новиков Михаил Александрович,майор,8,60
Семёнов Михаил Ильич,прапорщик,5,45
Попов Артём Максимович,капитан,1,36
Николаев Кирилл Ильич,капитан,5,33
Андреев Артём Ильич,сержант,1,52
Андреев Иван Алексеевич,прапорщик,5,39
Макаров Александр Ильич,капитан,9,24
Никитин Артём Викторович,полковник,10,29
Морозов Алексей Викторович,рядовой,7,39
Иванов Виктор Юрьевич,капитан,3,21
Сидоров Денис Кириллович,капитан,5,46
Соловьёв Константин Ильич,капитан,7,20
Никитин Сергей Викторович,сержант,1,55
Андреев Иван Иванович,сержант,1,50
Зайцев Павел Сергеевич,сержант,6,20
Алексеев Дмитрий Алексеевич,прапорщик,9,30
Кочергин Никита Сергеевич,рядовой,5,22
Яковлев Кирилл Сергеевич,рядовой,7,46
Васильев Кирилл Никитич,полковник,7,53
Михайлов Евгений Алексеевич,полковник,1,36
Кузнецов Егор Кириллович,прапорщик,8,46
Морозов Михаил Ильич,прапорщик,9,53
Новиков Матвей Сергеевич,майор,1,41
Зайцев Павел Юрьевич,лейтенант,9,53
Кузнецов Дмитрий Александрович,рядовой,7,48
Семёнов Павел Дмитриевич,рядовой,2,52
Егоров Виктор Никитич,полковник,11,50
Захаров Андрей Максимович,сержант,8,28
Кочергин Олег Александрович,сержант,11,48
Фёдоров Константин Павлович,прапорщик,3,22
Морозов Андрей Максимович,сержант,9,34
Кочергин Михаил Александрович,сержант,7,26
Егоров Матвей Викторович,капитан,11,34
Морозов Иван Кириллович,полковник,5,59
Фёдоров Павел Ильич,капитан,1,50
Борисов Павел Дмитриевич,капитан,3,32
Васильев Юрий Михайлович,рядовой,5,21
Степанов Михаил Олегович,прапорщик,1,31
Зайцев Кирилл Олегович,майор,3,51
Николаев Олег Андреевич,майор,3,28
Павлов Степан Андреевич,лейтенант,1,47
Степанов Олег Романович,сержант,11,59
Смирнов Роман Викторович,полковник,10,30
Попов Павел Кириллович,капитан,9,23
Васильев Матвей Павлович,рядовой,8,55
Яковлев Олег Никитич,капитан,11,47
Яковлев Егор Михайлович,сержант,3,56
Николаев Виктор Олегович,рядовой,2,40
Орлов Илья Андреевич,майор,3,43
Никитин Александр Романович,рядовой,4,43
Соловьёв Степан Кириллович,сержант,3,44
Морозов Михаил Андреевич,сержант,3,23
Семёнов Матвей Алексеевич,полковник,7,45
Павлов Михаил Иванович,прапорщик,8,38
Никитин Дмитрий Юрьевич,капитан,3,44
Васильев Матвей Олегович,капитан,3,44
Егоров Илья Викторович,полковник,4,23
Соколов Александр Сергеевич,капитан,5,19
Захаров Олег Александрович,сержант,6,30
Кочергин Виктор Алексеевич,рядовой,6,25
Смирнов Иван Сергеевич,сержант,4,54
Кочергин Михаил Сергеевич,рядовой,3,54
Алексеев Илья Романович,лейтенант,10,43
Смирнов Илья Кириллович,рядовой,5,47
Васильев Виктор Викторович,полковник,1,51
Иванов Максим Михайлович,майор,9,44
Петров Егор Андреевич,полковник,11,37
Семёнов Максим Павлович,рядовой,11,54
Макаров Евгений Михайлович,лейтенант,1,28
Сидоров Александр Романович,прапорщик,5,48
Соловьёв Сергей Павлович,рядовой,7,44
Кузнецов Сергей Павлович,майор,9,36
Борисов Евгений Юрьевич,прапорщик,8,20
Степанов Сергей Павлович,лейтенант,5,23
Павлов Павел Юрьевич,майор,10,34
Николаев Матвей Викторович,капитан,3,57
Михайлов Денис Ильич,прапорщик,4,30
Лебедев Максим Александрович,полковник,12,21
Морозов Дмитрий Викторович,полковник,8,29
Макаров Егор Никитич,майор,9,33
Иванов Дмитрий Никитич,майор,2,46
Никитин Виктор Юрьевич,сержант,9,23
Зайцев Никита Романович,полковник,12,40
Новиков Никита Максимович,прапорщик,5,45
Семёнов Евгений Юрьевич,майор,2,21
Николаев Алексей Юрьевич,майор,5,22
Николаев Виктор Романович,майор,4,44
Смирнов Евгений Олегович,капитан,4,59
Макаров Сергей Иванович,капитан,2,46
Кочергин Егор Кириллович,сержант,6,59
Орлов Андрей Кириллович,полковник,1,24
Зайцев Кирилл Максимович,рядовой,9,55
Сидоров Михаил Никитич,майор,6,49
Степанов Сергей Алексеевич,майор,10,33
Кузнецов Роман Павлович,сержант,5,35
