fullName,rank,companyNumber,age
Никитин Степан Павлович,майор,1,40
Николаев Денис Кириллович,рядовой,10,30
Лебедев Никита Юрьевич,полковник,5,31
Васильев Алексей Михайлович,полковник,10,43
Фёдоров Алексей Викторович,полковник,10,31
Николаев Илья Сергеевич,сержант,8,46
Морозов Александр Никитич,рядовой,12,47
Егоров Константин Сергеевич,сержант,1,37
Соколов Андрей Павлович,полковник,6,40
Петров Дмитрий Романович,прапорщик,8,56
Иванов Павел Сергеевич,прапорщик,4,41
Орлов Степан Викторович,лейтенант,5,26
Сидоров Денис Ильич,лейтенант,12,50
Андреев Артём Кириллович,лейтенант,2,44
Зайцев Максим Ильич,полковник,4,45
Кузнецов Роман Ильич,рядовой,11,29
Алексеев Степан Викторович,полковник,8,48
Николаев Максим Олегович,капитан,10,58
Соколов Матвей Юрьевич,прапорщик,1,58
Захаров Кирилл Ильич,сержант,6,55
Морозов Матвей Сергеевич,майор,8,28
Павлов Дмитрий Сергеевич,сержант,6,45
Яковлев Илья Ильич,лейтенант,5,53
Семёнов Юрий Кириллович,майор,10,58
Макаров Михаил Андреевич,рядовой,6,53
Соколов Виктор Юрьевич,капитан,12,48
Соколов Алексей Романович,лейтенант,11,59
Орлов Евгений Викторович,капитан,2,52
Иванов Максим Романович,лейтенант,1,53
Фёдоров Константин Павлович,прапорщик,4,30
Фёдоров Михаил Викторович,сержант,9,18
Степанов Дмитрий Сергеевич,прапорщик,4,51
Борисов Максим Кириллович,капитан,8,25
Никитин Олег Дмитриевич,лейтенант,11,31
Попов Михаил Викторович,прапорщик,2,28
Сидоров Иван Андреевич,полковник,12,46
Алексеев Кирилл Романович,капитан,7,39
Морозов Матвей Юрьевич,рядовой,4,36
Попов Иван Викторович,капитан,8,56
Соловьёв Никита Кириллович,сержант,11,42
Петров Сергей Кириллович,капитан,12,47
Зайцев Юрий Викторович,прапорщик,9,44
Соколов Кирилл Михайлович,капитан,9,25
Соловьёв Михаил Романович,майор,2,41
Соколов Александр Юрьевич,сержант,5,59
Лебедев Степан Олегович,прапорщик,4,31
Семёнов Роман Олегович,сержант,9,24
Семёнов Денис Иванович,рядовой,10,52
Кочергин Денис Ильич,рядовой,8,20
Смирнов Степан Дмитриевич,полковник,8,44
Сидоров Павел Павлович,майор,7,23
Степанов Андрей Юрьевич,прапорщик,4,45
Михайлов Юрий Кириллович,майор,7,19
Иванов Илья Кириллович,прапорщик,2,23
Павлов Степан Максимович,сержант,12,37
Егоров Иван Сергеевич,майор,2,53
Новиков Степан Никитич,прапорщик,1,26
Никитин Егор Андреевич,полковник,4,54
Морозов Денис Ильич,лейтенант,6,36
