fullName,rank,companyNumber,age
Павлов Александр Иванович,лейтенант,2,27
Смирнов Роман Олегович,сержант,10,42
Орлов Роман Алексеевич,лейтенант,4,34
Попов Евгений Дмитриевич,майор,5,28
Кочергин Степан Романович,майор,11,36
Новиков Роман Александрович,майор,11,58
Андреев Виктор Павлович,капитан,9,54
Фёдоров Евгений Кириллович,сержант,2,57
Сидоров Виктор Кириллович,сержант,12,20
Яковлев Кирилл Никитич,сержант,2,48
Степанов Никита Ильич,прапорщик,12,52
Никитин Матвей Олегович,прапорщик,6,18
Новиков Михаил Олегович,сержант,5,19
Соловьёв Михаил Никитич,рядовой,7,31
Сидоров Егор Павлович,полковник,5,24
Семёнов Дмитрий Дмитриевич,рядовой,4,32
Лебедев Павел Александрович,прапорщик,8,35
Захаров Андрей Сергеевич,сержант,12,20
Алексеев Виктор Павлович,рядовой,6,50
Иванов Юрий Романович,лейтенант,10,18
Никитин Андрей Сергеевич,майор,8,21
Егоров Евгений Александрович,лейтенант,3,35
Кузнецов Дмитрий Юрьевич,прапорщик,4,19
Никитин Степан Викторович,полковник,8,27
Кузнецов Роман Олегович,полковник,7,46
Соколов Кирилл Романович,полковник,9,45
Петров Максим Романович,майор,1,20
Егоров Матвей Романович,полковник,5,54
Сидоров Юрий Никитич,майор,7,40
Сидоров Егор Юрьевич,полковник,10,28
Смирнов Андрей Викторович,рядовой,12,56
Соловьёв Никита Андреевич,лейтенант,2,48
Смирнов Евгений Олегович,лейтенант,1,60
Козлов Егор Кириллович,полковник,12,48
Кузнецов Александр Максимович,полковник,7,34
Павлов Олег Романович,прапорщик,8,23
Соколов Илья Андреевич,майор,6,53
Сидоров Юрий Олегович,сержант,5,53
Борисов Максим Кириллович,рядовой,1,37
Орлов Илья Павлович,сержант,6,59
Яковлев Роман Сергеевич,майор,6,33
Макаров Олег Кириллович,рядовой,6,53
Захаров Максим Юрьевич,майор,7,28
Яковлев Михаил Александрович,прапорщик,7,42
Сидоров Александр Максимович,рядовой,7,22
Козлов Матвей Максимович,полковник,7,23
Егоров Константин Ильич,майор,3,54
Андреев Степан Олегович,прапорщик,4,45
Кочергин Сергей Никитич,прапорщик,1,60
Сидоров Степан Максимович,капитан,8,53
Морозов Дмитрий Кириллович,полковник,8,37
Никитин Юрий Ильич,лейтенант,11,22
Попов Никита Максимович,прапорщик,3,60
Орлов Юрий Павлович,рядовой,9,56
Орлов Максим Андреевич,прапорщик,2,38
Зайцев Юрий Алексеевич,рядовой,3,23
Захаров Олег Кириллович,полковник,4,52
Лебедев Артём Александрович,рядовой,11,42
Петров Илья Алексеевич,полковник,9,55
Лебедев Константин Иванович,лейтенант,4,47
Макаров Иван Иванович,лейтенант,12,58
Яковлев Михаил Сергеевич,рядовой,9,55
Соловьёв Михаил Иванович,сержант,1,48
Кузнецов Никита Михайлович,майор,1,30
Семёнов Роман Михайлович,капитан,5,23
Васильев Илья Александрович,капитан,9,34
Макаров Никита Иванович,сержант,12,26
Зайцев Матвей Романович,прапорщик,10,34
Захаров Андрей Алексеевич,капитан,6,22
Михайлов Максим Кириллович,полковник,7,30
Кузнецов Матвей Романович,капитан,7,24
Соколов Артём Ильич,майор,4,18
Морозов Егор Сергеевич,полковник,11,32
Смирнов Максим Сергеевич,майор,11,33
Семёнов Андрей Ильич,майор,7,48
Андреев Юрий Дмитриевич,капитан,3,25
Васильев Матвей Алексеевич,майор,3,22
Зайцев Сергей Максимович,рядовой,9,55
Иванов Павел Ильич,майор,12,21
Егоров Денис Ильич,сержант,4,20
Степанов Олег Максимович,сержант,9,59
Степанов Максим Олегович,полковник,1,28
Иванов Евгений Андреевич,капитан,10,44
Орлов Виктор Сергеевич,капитан,2,35
Соколов Артём Романович,майор,9,44
Попов Степан Кириллович,прапорщик,9,53
Иванов Матвей Викторович,лейтенант,11,55
Алексеев Евгений Дмитриевич,лейтенант,7,53
Семёнов Павел Дмитриевич,сержант,5,36
Алексеев Кирилл Михайлович,сержант,4,59
Морозов Павел Павлович,прапорщик,9,35
Иванов Юрий Алексеевич,майор,8,19
Борисов Андрей Дмитриевич,полковник,8,41
Михайлов Андрей Андреевич,майор,5,53
Козлов Степан Дмитриевич,рядовой,5,47
Кочергин Степан Ильич,полковник,7,30
Николаев Виктор Сергеевич,прапорщик,10,43
Морозов Евгений Павлович,лейтенант,11,51
Макаров Сергей Михайлович,рядовой,4,35
Павлов Кирилл Романович,прапорщик,6,33
Алексеев Иван Ильич,майор,3,44
Васильев Артём Михайлович,прапорщик,11,46
Петров Евгений Максимович,рядовой,8,40
Зайцев Павел Павлович,лейтенант,2,36
Новиков Виктор Олегович,лейтенант,6,51
Орлов Кирилл Дмитриевич,капитан,12,56
Захаров Юрий Иванович,лейтенант,2,21
Семёнов Дмитрий Павлович,рядовой,2,34
Соловьёв Александр Алексеевич,сержант,11,31
Зайцев Олег Романович,полковник,10,44
Иванов Роман Иванович,капитан,6,40
Попов Алексей Иванович,рядовой,10,60
Новиков Михаил Ильич,лейтенант,1,35
Павлов Евгений Никитич,капитан,11,43
Макаров Максим Сергеевич,лейтенант,5,38
Лебедев Никита Викторович,лейтенант,9,26
Алексеев Олег Ильич,полковник,7,56
Андреев Виктор Александрович,майор,1,50
Козлов Виктор Юрьевич,сержант,11,21
Соколов Егор Иванович,капитан,12,20
Лебедев Иван Михайлович,лейтенант,8,34
Васильев Артём Никитич,рядовой,10,47
Петров Никита Романович,прапорщик,1,25
Андреев Виктор Ильич,сержант,4,36
Соловьёв Илья Максимович,полковник,8,26
Орлов Денис Никитич,капитан,7,32
Смирнов Евгений Иванович,сержант,12,34
Иванов Андрей Павлович,рядовой,11,21
Смирнов Никита Романович,полковник,3,42
Васильев Алексей Ильич,рядовой,1,46
Андреев Евгений Романович,лейтенант,8,50
