fullName,rank,companyNumber,age
Макаров Дмитрий Викторович,капитан,3,36
Сидоров Сергей Олегович,полковник,5,31
Михайлов Юрий Алексеевич,прапорщик,11,22
Зайцев Сергей Михайлович,лейтенант,6,36
Орлов Роман Олегович,сержант,5,51
Кузнецов Андрей Кириллович,полковник,1,59
Алексеев Михаил Андреевич,майор,2,23
Алексеев Евгений Михайлович,лейтенант,1,32
Егоров Константин Иванович,рядовой,11,39
Степанов Андрей Кириллович,прапорщик,12,45
Кочергин Никита Андреевич,рядовой,8,36
Алексеев Кирилл Романович,сержант,4,24
Алексеев Кирилл Романович,рядовой,7,20
Никитин Никита Никитич,рядовой,2,31
Семёнов Олег Сергеевич,сержант,11,36
Николаев Егор Кириллович,майор,2,18
Семёнов Степан Дмитриевич,майор,8,52
Алексеев Павел Романович,лейтенант,12,42
Петров Сергей Кириллович,рядовой,5,24
Андреев Виктор Романович,майор,5,58
Новиков Денис Никитич,полковник,8,33
Соколов Кирилл Кириллович,прапорщик,11,59
Соловьёв Константин Юрьевич,сержант,7,56
Семёнов Дмитрий Сергеевич,майор,7,50
Никитин Матвей Андреевич,полковник,6,33
Сидоров Виктор Юрьевич,полковник,6,21
Михайлов Александр Ильич,лейтенант,1,23
Яковлев Сергей Романович,капитан,7,53
Козлов Юрий Викторович,прапорщик,11,19
Макаров Константин Иванович,сержант,10,19
Фёдоров Виктор Иванович,рядовой,10,40
Семёнов Павел Андреевич,капитан,2,51
Михайлов Иван Андреевич,лейтенант,7,50
Петров Роман Ильич,майор,10,56
Николаев Алексей Никитич,рядовой,7,58
Смирнов Максим Иванович,полковник,5,20
Захаров Юрий Павлович,сержант,12,49
Егоров Олег Александрович,капитан,9,59
Петров Роман Ильич,рядовой,2,27
Орлов Сергей Викторович,капитан,6,56
Кузнецов Степан Андреевич,полковник,3,31
Соколов Максим Алексеевич,прапорщик,7,49
Семёнов Андрей Иванович,рядовой,12,31
Егоров Матвей Олегович,рядовой,7,29
Андреев Иван Сергеевич,прапорщик,2,30
Михайлов Алексей Юрьевич,майор,12,49
Васильев Андрей Ильич,прапорщик,11,49
Соколов Юрий Юрьевич,полковник,5,29
Яковлев Сергей Никитич,майор,3,18
Степанов Кирилл Алексеевич,рядовой,8,56
Соколов Денис Михайлович,рядовой,6,59
Егоров Иван Максимович,капитан,12,57
Новиков Андрей Романович,рядовой,11,39
Козлов Андрей Романович,сержант,11,18
Соловьёв Павел Иванович,прапорщик,12,53
Семёнов Денис Кириллович,лейтенант,5,60
Захаров Алексей Юрьевич,сержант,8,55
Морозов Иван Андреевич,сержант,9,58
Смирнов Егор Максимович,сержант,10,27
Сидоров Илья Романович,рядовой,2,60
Борисов Олег Максимович,сержант,11,31
Петров Сергей Александрович,лейтенант,6,30
Морозов Виктор Дмитриевич,сержант,5,43
Козлов Кирилл Никитич,майор,12,24
Попов Артём Андреевич,полковник,12,26
Попов Илья Алексеевич,рядовой,9,48
Захаров Илья Романович,майор,8,21
Никитин Павел Никитич,сержант,10,24
