fullName,rank,companyNumber,age
Яковлев Илья Кириллович,прапорщик,6,53
Сидоров Денис Алексеевич,лейтенант,8,18
Егоров Роман Андреевич,рядовой,10,55
Кочергин Юрий Юрьевич,майор,5,31
Яковлев Денис Павлович,рядовой,12,30
Лебедев Андрей Никитич,капитан,12,21
Никитин Матвей Юрьевич,рядовой,2,60
Егоров Иван Дмитриевич,рядовой,12,31
Захаров Олег Алексеевич,капитан,8,28
Захаров Матвей Романович,сержант,6,58
Павлов Юрий Максимович,капитан,5,45
Кузнецов Матвей Сергеевич,сержант,5,57
Орлов Никита Павлович,майор,9,40
Козлов Алексей Сергеевич,прапорщик,11,34
Соловьёв Денис Романович,капитан,4,45
Морозов Дмитрий Алексеевич,капитан,7,43
Иванов Артём Юрьевич,рядовой,11,46
Смирнов Егор Ильич,сержант,2,19
Иванов Никита Павлович,прапорщик,1,42
Зайцев Илья Юрьевич,прапорщик,4,25
Егоров Денис Юрьевич,лейтенант,10,43
Кочергин Константин Сергеевич,капитан,3,39
Соловьёв Никита Олегович,сержант,12,18
Сидоров Константин Павлович,рядовой,1,22
Андреев Алексей Олегович,прапорщик,2,51
Сидоров Павел Максимович,капитан,2,40
Васильев Роман Викторович,полковник,8,27
Семёнов Кирилл Никитич,капитан,3,43
Павлов Матвей Кириллович,рядовой,4,27
Макаров Олег Андреевич,майор,9,57
Яковлев Кирилл Павлович,капитан,7,21
Фёдоров Сергей Юрьевич,прапорщик,9,56
Соколов Иван Ильич,рядовой,11,44
Макаров Виктор Романович,лейтенант,5,24
Степанов Никита Романович,лейтенант,2,36
Смирнов Степан Сергеевич,сержант,10,46
Яковлев Максим Викторович,рядовой,10,23
Козлов Денис Иванович,капитан,9,32
Морозов Иван Ильич,лейтенант,12,60
Степанов Степан Юрьевич,майор,8,27
Семёнов Артём Романович,лейтенант,7,21
Никитин Никита Александрович,полковник,9,58
Новиков Никита Иванович,рядовой,6,50
Попов Алексей Алексеевич,лейтенант,5,50
Семёнов Роман Никитич,полковник,7,44
Иванов Иван Алексеевич,лейтенант,4,48
Лебедев Дмитрий Иванович,лейтенант,7,26
Васильев Константин Сергеевич,полковник,7,60
Степанов Артём Юрьевич,лейтенант,1,34
Степанов Михаил Никитич,майор,5,60
Степанов Андрей Максимович,лейтенант,10,43
Кузнецов Михаил Павлович,майор,10,48
Зайцев Роман Алексеевич,капитан,4,52
Николаев Егор Викторович,майор,7,20
Орлов Алексей Андреевич,капитан,9,23
Соколов Павел Кириллович,прапорщик,4,53
Егоров Максим Никитич,сержант,12,45
