fullName,rank,companyNumber,age
Алексеев Алексей Сергеевич,майор,1,52
Смирнов Евгений Иванович,рядовой,3,58
Яковлев Павел Ильич,майор,9,56
Макаров Кирилл Иванович,полковник,6,57
Кочергин Константин Юрьевич,полковник,4,32
Морозов Павел Кириллович,майор,1,44
Соловьёв Сергей Михайлович,капитан,4,33
Петров Максим Кириллович,полковник,6,38
Лебедев Евгений Олегович,рядовой,11,31
Кочергин Виктор Павлович,майор,2,42
Семёнов Александр Павлович,капитан,11,58
Андреев Александр Ильич,прапорщик,7,41
Михайлов Андрей Никитич,рядовой,8,59
Лебедев Константин Кириллович,майор,5,47
Соколов Никита Никитич,прапорщик,9,59
Морозов Константин Романович,майор,4,34
Никитин Михаил Павлович,лейтенант,5,23
Козлов Константин Олегович,прапорщик,2,49
Васильев Егор Романович,капитан,7,45
Алексеев Кирилл Викторович,сержант,10,35
Сидоров Егор Александрович,майор,5,57
Козлов Роман Алексеевич,рядовой,6,47
Морозов Кирилл Андреевич,лейтенант,6,54
Макаров Константин Викторович,капитан,1,23
Васильев Максим Юрьевич,рядовой,7,40
Яковлев Алексей Сергеевич,капитан,12,46
Кочергин Илья Викторович,прапорщик,2,33
Борисов Дмитрий Олегович,полковник,11,49
Андреев Юрий Павлович,майор,3,45
Семёнов Дмитрий Иванович,рядовой,4,18
Новиков Виктор Юрьевич,полковник,6,26
Лебедев Кирилл Олегович,рядовой,8,22
Попов Михаил Александрович,полковник,10,40
Андреев Денис Юрьевич,сержант,8,39
Кузнецов Юрий Олегович,полковник,8,37
Иванов Юрий Павлович,рядовой,6,58
Никитин Матвей Кириллович,лейтенант,4,35
Яковлев Максим Юрьевич,капитан,12,33
Соловьёв Матвей Олегович,майор,6,49
Смирнов Илья Никитич,капитан,2,41
Орлов Михаил Михайлович,капитан,7,33
Лебедев Андрей Алексеевич,майор,1,42
Кузнецов Евгений Кириллович,прапорщик,11,57
Яковлев Андрей Максимович,прапорщик,4,25
Петров Юрий Михайлович,майор,6,60
Новиков Олег Андреевич,капитан,11,46
Соловьёв Роман Кириллович,лейтенант,12,24
Степанов Максим Александрович,прапорщик,9,60
Соловьёв Павел Александрович,лейтенант,11,58
Смирнов Алексей Кириллович,капитан,7,58
Егоров Егор Олегович,рядовой,5,37
Михайлов Никита Александрович,рядовой,3,49
Козлов Михаил Иванович,сержант,6,53
Иванов Сергей Олегович,лейтенант,6,40
Петров Артём Дмитриевич,прапорщик,12,19
Андреев Виктор Викторович,капитан,4,49
Алексеев Александр Ильич,майор,9,31
Никитин Андрей Иванович,лейтенант,10,56
Соколов Денис Ильич,полковник,3,60
Алексеев Михаил Максимович,рядовой,6,53
Орлов Никита Олегович,полковник,5,20
Смирнов Иван Дмитриевич,майор,8,24
Макаров Олег Дмитриевич,прапорщик,3,34
Петров Алексей Иванович,сержант,4,29
Попов Олег Алексеевич,майор,10,34
Новиков Виктор Дмитриевич,лейтенант,12,35
Павлов Константин Андреевич,прапорщик,9,51
Павлов Илья Сергеевич,полковник,10,34
Попов Никита Кириллович,прапорщик,8,39
Новиков Роман Иванович,капитан,7,55
Павлов Степан Павлович,сержант,2,30
Кузнецов Илья Сергеевич,прапорщик,2,43
Алексеев Олег Романович,полковник,6,38
Зайцев Константин Кириллович,сержант,7,25
Иванов Евгений Александрович,капитан,1,58
Никитин Андрей Андреевич,сержант,11,56
Кочергин Егор Максимович,сержант,10,33
Орлов Виктор Алексеевич,сержант,5,45
Степанов Константин Викторович,сержант,11,22
Егоров Сергей Павлович,лейтенант,4,22
Николаев Константин Михайлович,майор,8,19
Николаев Матвей Андреевич,лейтенант,6,23
Зайцев Александр Павлович,капитан,5,34
Захаров Сергей Павлович,майор,10,50
Васильев Дмитрий Михайлович,лейтенант,10,43
Соловьёв Артём Александрович,майор,4,57
Макаров Иван Алексеевич,капитан,9,32
Иванов Дмитрий Павлович,лейтенант,4,30
Никитин Кирилл Романович,лейтенант,7,21
Кочергин Егор Иванович,прапорщик,6,25
Васильев Александр Викторович,рядовой,9,44
Андреев Илья Иванович,майор,2,36
Павлов Никита Иванович,лейтенант,5,53
Лебедев Сергей Сергеевич,рядовой,5,29
Алексеев Виктор Кириллович,сержант,9,49
Михайлов Матвей Алексеевич,рядовой,12,22
Захаров Олег Викторович,капитан,1,38
Кочергин Кирилл Дмитриевич,прапорщик,3,51
Кочергин Александр Юрьевич,капитан,8,52
Николаев Матвей Дмитриевич,майор,1,33
Петров Никита Юрьевич,сержант,5,46
Макаров Константин Павлович,лейтенант,6,28
Лебедев Денис Александрович,полковник,9,55
Козлов Юрий Сергеевич,прапорщик,11,20
Иванов Александр Андреевич,рядовой,12,57
Фёдоров Иван Юрьевич,капитан,12,57
Козлов Константин Павлович,сержант,5,21
Смирнов Артём Никитич,капитан,7,26
Петров Дмитрий Дмитриевич,майор,1,37
Фёдоров Илья Викторович,майор,7,55
Николаев Константин Сергеевич,лейтенант,4,60
Кочергин Роман Сергеевич,рядовой,4,24
Фёдоров Константин Дмитриевич,лейтенант,12,21
Захаров Павел Викторович,капитан,10,39
Никитин Роман Павлович,капитан,7,38
Михайлов Максим Олегович,рядовой,1,49
Васильев Артём Андреевич,рядовой,4,54
Михайлов Егор Александрович,лейтенант,5,43
Кочергин Алексей Максимович,майор,12,22
Орлов Иван Сергеевич,майор,8,51
Никитин Егор Юрьевич,капитан,8,58
Борисов Андрей Кириллович,полковник,5,49
Степанов Алексей Андреевич,рядовой,8,33
Макаров Виктор Никитич,прапорщик,1,32
Фёдоров Александр Ильич,сержант,8,32
Васильев Иван Александрович,прапорщик,6,58
Петров Михаил Иванович,сержант,4,51
Егоров Александр Сергеевич,полковник,12,34
Семёнов Иван Иванович,сержант,3,34
Яковлев Константин Иванович,майор,10,25
Фёдоров Сергей Кириллович,прапорщик,10,22
Зайцев Никита Михайлович,майор,9,50
Андреев Константин Михайлович,полковник,8,34
Михайлов Кирилл Викторович,майор,8,53
Борисов Александр Олегович,сержант,11,33
Васильев Артём Ильич,рядовой,7,38
Борисов Виктор Андреевич,капитан,12,60
Макаров Юрий Никитич,капитан,8,40
Фёдоров Максим Олегович,майор,3,38
Зайцев Андрей Алексеевич,сержант,5,53
Фёдоров Иван Дмитриевич,прапорщик,7,22
Морозов Кирилл Викторович,прапорщик,12,34
Новиков Виктор Юрьевич,капитан,6,36
Андреев Дмитрий Михайлович,лейтенант,4,57
Морозов Виктор Кириллович,капитан,12,57
Зайцев Денис Романович,прапорщик,4,59
Лебедев Андрей Максимович,прапорщик,10,48
Иванов Егор Максимович,прапорщик,1,25
Никитин Алексей Иванович,прапорщик,8,38
Павлов Роман Иванович,прапорщик,8,50
Новиков Андрей Романович,капитан,12,41
Яковлев Михаил Александрович,майор,2,22
Васильев Степан Иванович,лейтенант,12,33
Степанов Евгений Михайлович,сержант,5,40
Семёнов Андрей Андреевич,прапорщик,8,48
Попов Константин Дмитриевич,прапорщик,3,50
Новиков Кирилл Романович,майор,4,52
Новиков Егор Алексеевич,лейтенант,9,54
Никитин Илья Никитич,майор,4,22
Соловьёв Денис Олегович,рядовой,12,25
Васильев Александр Никитич,майор,5,31
Яковлев Роман Михайлович,лейтенант,8,39
Семёнов Матвей Викторович,полковник,2,39
Егоров Константин Алексеевич,капитан,7,43
Попов Кирилл Юрьевич,полковник,1,54
Попов Михаил Иванович,сержант,4,54
Зайцев Павел Александрович,сержант,5,26
Орлов Денис Максимович,рядовой,2,32
Михайлов Евгений Никитич,майор,11,55
Лебедев Михаил Михайлович,полковник,1,24
Андреев Артём Александрович,рядовой,7,54
Яковлев Андрей Романович,капитан,7,52
Петров Евгений Павлович,прапорщик,11,24
Козлов Никита Ильич,рядовой,11,19
Николаев Артём Сергеевич,прапорщик,2,52
Новиков Евгений Никитич,рядовой,9,24
Соколов Сергей Иванович,полковник,9,25
Смирнов Никита Олегович,лейтенант,9,49
Степанов Сергей Сергеевич,прапорщик,11,22
Андреев Матвей Викторович,капитан,8,26
Васильев Степан Михайлович,сержант,8,19
Семёнов Олег Иванович,сержант,6,42
Морозов Кирилл Викторович,майор,5,55
Яковлев Дмитрий Романович,сержант,11,48
Лебедев Евгений Викторович,майор,1,42
Степанов Александр Иванович,лейтенант,5,35
Семёнов Максим Романович,капитан,6,19
Михайлов Андрей Никитич,сержант,12,22
Никитин Максим Павлович,майор,5,40
Яковлев Константин Олегович,рядовой,9,44
Захаров Степан Александрович,прапорщик,10,39
Козлов Кирилл Павлович,полковник,10,25
Новиков Сергей Максимович,прапорщик,8,25
Кочергин Матвей Максимович,лейтенант,1,19
Николаев Роман Сергеевич,рядовой,7,57
Андреев Степан Андреевич,капитан,4,30
Иванов Олег Михайлович,прапорщик,5,19
Васильев Степан Викторович,прапорщик,9,30
Макаров Денис Ильич,лейтенант,4,36
Соловьёв Виктор Сергеевич,сержант,10,40
Кузнецов Артём Андреевич,майор,11,43
Морозов Никита Олегович,рядовой,4,32
Егоров Юрий Кириллович,капитан,4,26
Зайцев Юрий Александрович,рядовой,4,21
Алексеев Егор Андреевич,прапорщик,7,58
Павлов Виктор Сергеевич,рядовой,5,53
Смирнов Алексей Олегович,капитан,5,55
Кузнецов Егор Иванович,сержант,12,35
Макаров Роман Викторович,лейтенант,6,46
Кузнецов Александр Андреевич,прапорщик,5,46
Смирнов Денис Викторович,рядовой,8,45
Морозов Олег Алексеевич,майор,10,46
Кузнецов Артём Олегович,рядовой,1,21
Макаров Иван Дмитриевич,капитан,11,21
Сидоров Константин Павлович,прапорщик,8,53
Попов Денис Александрович,майор,2,34
Семёнов Алексей Дмитриевич,сержант,11,39
Орлов Сергей Алексеевич,сержант,3,44
Орлов Роман Павлович,капитан,9,30
Никитин Виктор Ильич,капитан,11,39
Смирнов Михаил Викторович,прапорщик,3,32
Павлов Юрий Олегович,прапорщик,7,28
Попов Юрий Максимович,майор,10,26
Фёдоров Степан Иванович,прапорщик,5,24
Морозов Никита Дмитриевич,сержант,3,51
Макаров Никита Никитич,прапорщик,5,21
