fullName,rank,companyNumber,age
Попов Матвей Павлович,лейтенант,4,50
Соколов Егор Сергеевич,полковник,6,25
Лебедев Сергей Андреевич,лейтенант,6,36
Павлов Дмитрий Максимович,прапорщик,8,25
Кочергин Михаил Викторович,капитан,12,37
Орлов Иван Кириллович,капитан,7,36
Соловьёв Егор Ильич,полковник,2,48
Орлов Матвей Алексеевич,рядовой,11,49
Орлов Сергей Павлович,лейтенант,9,60
Орлов Максим Сергеевич,сержант,7,43
Андреев Павел Сергеевич,майор,3,22
Морозов Артём Романович,сержант,10,43
Смирнов Илья Олегович,майор,8,35
Никитин Юрий Михайлович,полковник,11,43
Морозов Денис Павлович,лейтенант,9,35
Кузнецов Иван Сергеевич,рядовой,5,49
Семёнов Илья Андреевич,рядовой,2,21
Зайцев Максим Юрьевич,майор,1,29
Кочергин Константин Романович,сержант,5,57
Степанов Сергей Максимович,майор,9,49
Захаров Иван Ильич,прапорщик,11,49
Семёнов Евгений Михайлович,капитан,6,52
Павлов Александр Дмитриевич,лейтенант,2,42
Лебедев Никита Павлович,лейтенант,8,20
Петров Алексей Никитич,майор,3,49
Алексеев Андрей Никитич,майор,7,49
Никитин Сергей Юрьевич,майор,9,52
Козлов Денис Юрьевич,капитан,3,50
Петров Роман Михайлович,лейтенант,10,42
Степанов Виктор Иванович,полковник,5,38
Петров Александр Дмитриевич,сержант,6,40
Захаров Павел Александрович,полковник,11,39
Кочергин Сергей Олегович,прапорщик,6,44
Морозов Дмитрий Кириллович,сержант,4,59
Новиков Павел Максимович,майор,2,37
Смирнов Никита Алексеевич,рядовой,9,38
Петров Иван Олегович,капитан,9,44
Михайлов Александр Юрьевич,капитан,1,38
Кочергин Павел Павлович,прапорщик,10,24
Захаров Денис Сергеевич,майор,11,31
Фёдоров Денис Романович,сержант,10,37
Морозов Егор Ильич,лейтенант,11,22
Зайцев Степан Ильич,прапорщик,5,21
Новиков Павел Павлович,полковник,4,57
Макаров Максим Сергеевич,капитан,6,35
Сидоров Павел Юрьевич,лейтенант,4,40
Захаров Максим Никитич,капитан,5,45
Орлов Степан Романович,сержант,7,43
Михайлов Константин Викторович,майор,9,29
Борисов Александр Алексеевич,капитан,8,31
Орлов Иван Михайлович,майор,9,57
Соловьёв Егор Дмитриевич,капитан,4,41
