fullName,rank,companyNumber,age
Сидоров Андрей Павлович,лейтенант,6,26
Кочергин Юрий Кириллович,майор,5,25
Фёдоров Никита Сергеевич,майор,1,22
Макаров Матвей Викторович,лейтенант,11,46
Макаров Егор Никитич,полковник,8,26
Макаров Алексей Максимович,сержант,1,55
Козлов Матвей Викторович,лейтенант,6,46
Попов Евгений Михайлович,полковник,2,32
Новиков Денис Романович,рядовой,10,51
Борисов Евгений Олегович,прапорщик,6,42
Фёдоров Алексей Андреевич,рядовой,12,31
Алексеев Евгений Михайлович,капитан,10,38
Смирнов Матвей Никитич,сержант,2,36
Михайлов Денис Викторович,сержант,3,36
Яковлев Кирилл Сергеевич,сержант,11,35
Кузнецов Сергей Ильич,капитан,9,28
Иванов Константин Дмитриевич,капитан,9,30
Иванов Денис Александрович,прапорщик,4,36
Козлов Егор Викторович,капитан,3,47
Новиков Сергей Сергеевич,лейтенант,7,49
Михайлов Максим Андреевич,прапорщик,12,60
Смирнов Матвей Максимович,майор,4,22
Фёдоров Алексей Романович,прапорщик,8,58
Макаров Евгений Максимович,майор,12,38
Борисов Дмитрий Олегович,рядовой,12,51
Фёдоров Артём Дмитриевич,майор,11,18
Соколов Андрей Павлович,полковник,4,30
Михайлов Денис Андреевич,лейтенант,3,49
Новиков Андрей Ильич,майор,2,51
Соловьёв Артём Александрович,лейтенант,2,49
Павлов Константин Ильич,майор,3,20
Алексеев Юрий Михайлович,капитан,7,58
Козлов Илья Иванович,лейтенант,9,60
Попов Михаил Кириллович,прапорщик,11,49
Семёнов Олег Павлович,капитан,6,52
Семёнов Михаил Сергеевич,сержант,2,36
Алексеев Иван Романович,сержант,11,45
Смирнов Алексей Викторович,прапорщик,11,25
Морозов Юрий Павлович,майор,3,48
Зайцев Денис Олегович,майор,4,19
Новиков Кирилл Ильич,полковник,7,21
Павлов Никита Михайлович,майор,6,44
Кочергин Иван Олегович,лейтенант,5,21
Михайлов Денис Кириллович,прапорщик,11,20
Новиков Иван Олегович,сержант,10,28
Павлов Артём Сергеевич,капитан,10,39
Кузнецов Константин Александрович,майор,1,42
Сидоров Юрий Романович,прапорщик,9,22
Николаев Дмитрий Ильич,прапорщик,9,30
Попов Степан Павлович,полковник,12,32
Новиков Алексей Иванович,прапорщик,7,31
Павлов Илья Александрович,рядовой,1,51
Смирнов Евгений Павлович,полковник,8,20
Попов Михаил Никитич,рядовой,4,58
Никитин Юрий Кириллович,рядовой,5,25
Зайцев Роман Павлович,сержант,12,35
Соловьёв Максим Максимович,рядовой,9,44
Иванов Александр Андреевич,рядовой,12,55
Захаров Роман Ильич,полковник,10,37
Захаров Никита Олегович,капитан,12,19
Новиков Кирилл Викторович,сержант,2,34
Николаев Павел Юрьевич,лейтенант,5,45
Сидоров Илья Олегович,капитан,5,48
Новиков Юрий Кириллович,лейтенант,1,49
Макаров Роман Иванович,полковник,9,24
Лебедев Илья Александрович,лейтенант,4,46
Морозов Денис Сергеевич,майор,5,39
Кузнецов Олег Максимович,рядовой,9,28
Васильев Денис Кириллович,рядовой,3,43
Степанов Денис Кириллович,рядовой,8,34
Алексеев Михаил Романович,полковник,3,20
Фёдоров Юрий Олегович,полковник,1,35
Андреев Артём Юрьевич,капитан,8,38
Николаев Илья Романович,лейтенант,12,48
Егоров Степан Максимович,рядовой,7,22
Кочергин Андрей Александрович,сержант,9,25
Попов Артём Викторович,полковник,2,20
Борисов Егор Юрьевич,сержант,11,51
Семёнов Андрей Олегович,лейтенант,1,36
Смирнов Егор Никитич,майор,11,35
Егоров Никита Иванович,капитан,11,28
Кузнецов Михаил Ильич,полковник,10,41
Егоров Константин Михайлович,лейтенант,8,31
Яковлев Никита Андреевич,сержант,9,48
Иванов Никита Олегович,сержант,3,48
Сидоров Александр Никитич,майор,4,30
Андреев Сергей Викторович,прапорщик,2,21
Степанов Иван Алексеевич,рядовой,6,58
Павлов Илья Иванович,майор,1,30
Михайлов Михаил Олегович,капитан,12,37
Морозов Константин Павлович,прапорщик,9,52
Николаев Виктор Ильич,рядовой,10,27
Смирнов Артём Михайлович,сержант,5,54
Смирнов Андрей Павлович,прапорщик,10,55
Степанов Кирилл Юрьевич,сержант,3,18
Захаров Илья Ильич,рядовой,10,27
Кузнецов Алексей Юрьевич,полковник,1,38
Сидоров Дмитрий Андреевич,капитан,8,45
Орлов Денис Романович,прапорщик,9,25
Соколов Степан Павлович,лейтенант,7,48
Морозов Михаил Романович,капитан,2,56
Зайцев Артём Алексеевич,майор,5,27
Зайцев Егор Викторович,лейтенант,12,34
Орлов Сергей Олегович,майор,6,29
Иванов Матвей Викторович,полковник,11,40
Макаров Егор Ильич,капитан,9,30
Кочергин Матвей Алексеевич,майор,1,30
Лебедев Матвей Ильич,рядовой,10,37
Фёдоров Сергей Иванович,прапорщик,9,18
Степанов Кирилл Дмитриевич,майор,5,59
Семёнов Роман Дмитриевич,майор,12,34
Михайлов Олег Дмитриевич,капитан,1,48
Степанов Олег Викторович,лейтенант,3,48
Макаров Олег Сергеевич,рядовой,6,19
Степанов Юрий Андреевич,майор,12,29
Соловьёв Андрей Максимович,лейтенант,2,21
Лебедев Олег Дмитриевич,прапорщик,2,52
Михайлов Артём Александрович,прапорщик,11,38
Борисов Юрий Алексеевич,капитан,12,41
Егоров Александр Павлович,лейтенант,11,60
Петров Максим Ильич,полковник,9,27
Макаров Кирилл Максимович,сержант,8,20
Михайлов Константин Ильич,майор,9,44
Попов Олег Александрович,прапорщик,5,53
Морозов Сергей Романович,лейтенант,10,23
Козлов Иван Максимович,рядовой,2,29
Макаров Максим Алексеевич,прапорщик,10,58
Иванов Алексей Александрович,сержант,11,41
Лебедев Максим Кириллович,прапорщик,11,59
Борисов Артём Андреевич,прапорщик,1,42
Андреев Михаил Алексеевич,прапорщик,3,54
Фёдоров Егор Кириллович,полковник,4,35
Борисов Артём Алексеевич,прапорщик,5,46
Михайлов Максим Юрьевич,прапорщик,10,41
Морозов Олег Викторович,полковник,11,28
Петров Павел Павлович,сержант,9,54
Васильев Юрий Олегович,прапорщик,11,36
Васильев Никита Михайлович,рядовой,9,31
Михайлов Артём Викторович,прапорщик,1,25
Егоров Виктор Алексеевич,лейтенант,3,47
Козлов Никита Иванович,капитан,7,60
Козлов Дмитрий Романович,майор,2,58
Морозов Александр Алексеевич,лейтенант,8,39
Фёдоров Олег Сергеевич,сержант,6,37
Попов Иван Алексеевич,полковник,1,46
Захаров Константин Викторович,капитан,10,45
Макаров Роман Юрьевич,полковник,4,34
Макаров Матвей Романович,лейтенант,11,43
Новиков Дмитрий Кириллович,полковник,9,24
Алексеев Егор Михайлович,капитан,7,55
Иванов Алексей Алексеевич,прапорщик,10,51
Васильев Павел Андреевич,сержант,11,39
Захаров Дмитрий Максимович,прапорщик,3,40
Лебедев Роман Алексеевич,лейтенант,1,60
Кузнецов Артём Алексеевич,прапорщик,5,23
Попов Илья Ильич,лейтенант,2,33
Кузнецов Виктор Иванович,рядовой,8,28
Морозов Сергей Юрьевич,капитан,11,43
Андреев Артём Юрьевич,майор,7,47
Андреев Илья Сергеевич,лейтенант,3,38
Никитин Андрей Павлович,полковник,6,36
Зайцев Виктор Олегович,капитан,7,52
Сидоров Матвей Юрьевич,майор,12,55
Иванов Илья Алексеевич,полковник,4,41
Морозов Никита Александрович,капитан,10,43
Яковлев Максим Кириллович,сержант,8,30
Петров Артём Никитич,лейтенант,2,39
Кочергин Олег Алексеевич,лейтенант,3,36
Новиков Роман Юрьевич,рядовой,5,44
Попов Алексей Павлович,майор,9,24
Лебедев Максим Иванович,майор,12,24
Николаев Роман Александрович,сержант,6,26
Козлов Евгений Павлович,майор,8,18
Семёнов Олег Павлович,лейтенант,1,37
Алексеев Кирилл Сергеевич,капитан,8,50
Морозов Денис Романович,полковник,9,41
Смирнов Алексей Олегович,капитан,7,23
Кузнецов Александр Романович,майор,10,34
Васильев Евгений Викторович,лейтенант,1,47
Новиков Дмитрий Сергеевич,полковник,8,47
Морозов Дмитрий Иванович,прапорщик,7,39
Орлов Михаил Александрович,капитан,5,29
Новиков Матвей Олегович,рядовой,8,38
Новиков Олег Дмитриевич,капитан,2,40
Макаров Дмитрий Павлович,сержант,3,23
Павлов Сергей Андреевич,майор,3,58
Семёнов Егор Михайлович,прапорщик,8,57
Соколов Евгений Викторович,рядовой,2,38
Морозов Дмитрий Андреевич,капитан,12,58
Захаров Сергей Павлович,капитан,12,23
Фёдоров Олег Никитич,лейтенант,7,19
Попов Кирилл Максимович,полковник,7,25
Захаров Артём Михайлович,прапорщик,10,50
Павлов Илья Дмитриевич,прапорщик,10,48
Васильев Егор Михайлович,майор,12,29
Михайлов Евгений Дмитриевич,капитан,7,29
Орлов Михаил Михайлович,рядовой,7,31
Иванов Егор Андреевич,прапорщик,5,47
Степанов Олег Романович,рядовой,4,32
Иванов Юрий Романович,сержант,2,57
Новиков Юрий Викторович,капитан,7,58
Степанов Никита Павлович,лейтенант,9,18
Фёдоров Никита Романович,прапорщик,8,27
Лебедев Денис Ильич,капитан,12,28
Орлов Роман Михайлович,лейтенант,1,60
Соловьёв Павел Максимович,майор,8,53
Морозов Максим Ильич,майор,9,41
Новиков Михаил Романович,лейтенант,11,47
Иванов Андрей Алексеевич,капитан,6,54
Алексеев Егор Александрович,полковник,5,53
Макаров Денис Кириллович,лейтенант,9,26
Кочергин Константин Сергеевич,рядовой,7,31
Васильев Сергей Никитич,сержант,3,43
Павлов Егор Иванович,полковник,4,44
Борисов Константин Михайлович,прапорщик,6,58
Смирнов Виктор Романович,капитан,9,52
Кочергин Илья Павлович,лейтенант,8,36
Зайцев Иван Алексеевич,полковник,3,43
Новиков Александр Романович,полковник,8,59
Попов Виктор Сергеевич,лейтенант,10,59
Алексеев Егор Олегович,сержант,11,19
Степанов Илья Андреевич,капитан,10,50
Сидоров Константин Олегович,рядовой,6,57
Соколов Алексей Юрьевич,майор,2,41
Иванов Константин Павлович,капитан,9,30
Соловьёв Алексей Викторович,прапорщик,12,33
Попов Денис Ильич,прапорщик,3,36
Сидоров Александр Ильич,капитан,8,47
Соколов Виктор Викторович,сержант,3,47
Егоров Олег Сергеевич,полковник,10,39
Соловьёв Алексей Кириллович,лейтенант,12,22
Иванов Дмитрий Олегович,полковник,9,48
Соловьёв Роман Максимович,полковник,7,34
Борисов Юрий Сергеевич,майор,10,59
Павлов Юрий Александрович,лейтенант,8,21
Новиков Роман Дмитриевич,прапорщик,7,50
Николаев Олег Викторович,лейтенант,2,24
Кузнецов Кирилл Сергеевич,майор,3,41
Алексеев Виктор Романович,сержант,4,48
Васильев Кирилл Сергеевич,прапорщик,11,22
Лебедев Юрий Юрьевич,полковник,4,34
Фёдоров Михаил Викторович,прапорщик,8,34
Козлов Кирилл Дмитриевич,полковник,3,27
Егоров Михаил Александрович,сержант,6,54
Морозов Юрий Никитич,прапорщик,12,28
Козлов Олег Никитич,лейтенант,12,46
Орлов Михаил Андреевич,майор,12,26
Кузнецов Константин Никитич,полковник,7,34
Николаев Илья Александрович,полковник,4,55
Новиков Андрей Александрович,прапорщик,6,50
Макаров Евгений Павлович,лейтенант,10,28
Морозов Олег Андреевич,капитан,9,38
Егоров Матвей Павлович,полковник,8,59
Попов Евгений Юрьевич,сержант,8,42
Иванов Виктор Максимович,прапорщик,4,37
Васильев Илья Андреевич,прапорщик,10,25
Николаев Артём Иванович,лейтенант,8,54
Яковлев Олег Александрович,полковник,12,51
Борисов Илья Ильич,прапорщик,11,20
Кочергин Олег Сергеевич,прапорщик,9,22
Михайлов Степан Максимович,полковник,1,46
Козлов Евгений Кириллович,сержант,5,29
Андреев Олег Кириллович,сержант,12,47
Попов Дмитрий Михайлович,капитан,5,23
Макаров Артём Максимович,сержант,9,37
Петров Артём Кириллович,сержант,10,55
Семёнов Иван Сергеевич,капитан,1,38
Захаров Олег Максимович,сержант,8,25
Лебедев Максим Юрьевич,сержант,2,52
Козлов Артём Юрьевич,прапорщик,10,18
Козлов Егор Сергеевич,майор,8,59
Васильев Павел Викторович,рядовой,5,44
Степанов Кирилл Юрьевич,майор,3,39
Егоров Денис Никитич,майор,5,34
Соловьёв Степан Кириллович,прапорщик,5,53
Егоров Михаил Викторович,рядовой,3,49
Иванов Никита Юрьевич,лейтенант,3,29
Сидоров Егор Никитич,рядовой,8,39
Николаев Виктор Алексеевич,сержант,2,32
Васильев Михаил Никитич,прапорщик,9,48
Смирнов Виктор Никитич,капитан,4,54
Орлов Андрей Романович,сержант,4,43
Захаров Алексей Алексеевич,капитан,11,28
Фёдоров Евгений Юрьевич,майор,10,44
Никитин Кирилл Кириллович,прапорщик,8,37
Морозов Андрей Никитич,прапорщик,12,40
Зайцев Никита Викторович,прапорщик,7,54
Кочергин Егор Александрович,полковник,7,21
Алексеев Матвей Андреевич,лейтенант,5,19
Зайцев Юрий Ильич,сержант,11,34
Новиков Матвей Александрович,прапорщик,7,42
Фёдоров Степан Ильич,полковник,4,57
Егоров Иван Михайлович,рядовой,2,33
Попов Никита Юрьевич,майор,10,48
Петров Виктор Павлович,майор,12,49
Соколов Кирилл Павлович,рядовой,2,21
Николаев Никита Михайлович,капитан,6,46
Яковлев Михаил Сергеевич,лейтенант,3,22
Фёдоров Егор Андреевич,полковник,3,55
Новиков Павел Ильич,капитан,2,46
Соколов Никита Михайлович,капитан,9,36
Андреев Александр Андреевич,полковник,2,38
Соловьёв Матвей Викторович,майор,4,29
Фёдоров Иван Кириллович,лейтенант,6,39
Васильев Виктор Михайлович,прапорщик,10,19
Кузнецов Сергей Олегович,лейтенант,7,49
Захаров Дмитрий Дмитриевич,капитан,6,19
Козлов Егор Дмитриевич,капитан,6,52
Семёнов Михаил Романович,майор,2,22
Козлов Максим Сергеевич,капитан,3,50
Соловьёв Максим Викторович,капитан,11,30
Никитин Максим Олегович,полковник,5,47
Лебедев Андрей Романович,рядовой,3,59
Козлов Никита Викторович,капитан,12,45
Борисов Александр Павлович,капитан,5,18
Степанов Роман Александрович,рядовой,4,38
Алексеев Андрей Михайлович,полковник,4,55
Орлов Никита Викторович,майор,11,30
Никитин Павел Иванович,майор,10,27
Васильев Андрей Ильич,прапорщик,3,24
Иванов Степан Дмитриевич,полковник,3,52
Морозов Максим Романович,полковник,6,32
Орлов Артём Ильич,прапорщик,3,45
Михайлов Илья Ильич,полковник,6,19
Кузнецов Иван Сергеевич,полковник,7,19
Лебедев Артём Павлович,рядовой,8,46
Кочергин Артём Ильич,полковник,7,55
Зайцев Сергей Максимович,сержант,9,55
Макаров Евгений Сергеевич,сержант,4,25
Семёнов Константин Иванович,майор,6,44
Васильев Артём Максимович,полковник,9,41
Семёнов Кирилл Сергеевич,лейтенант,1,18
Кочергин Егор Павлович,полковник,2,40
Морозов Михаил Максимович,лейтенант,11,37
Соколов Юрий Максимович,майор,11,42
Борисов Денис Александрович,прапорщик,12,59
Борисов Никита Дмитриевич,сержант,4,29
Козлов Александр Андреевич,капитан,3,26
Андреев Денис Дмитриевич,рядовой,10,31
Соловьёв Виктор Никитич,прапорщик,10,44
Зайцев Алексей Олегович,сержант,3,51
Кузнецов Виктор Алексеевич,прапорщик,2,28
Иванов Денис Ильич,прапорщик,7,58
Морозов Кирилл Романович,рядовой,1,39
Иванов Денис Дмитриевич,майор,3,44
Петров Степан Павлович,полковник,10,51
Попов Алексей Сергеевич,рядовой,6,32
Сидоров Егор Максимович,рядовой,8,47
Алексеев Степан Викторович,сержант,10,58
Иванов Михаил Юрьевич,лейтенант,5,26
Фёдоров Виктор Иванович,капитан,11,24
Семёнов Денис Ильич,сержант,4,50
Кузнецов Андрей Кириллович,майор,2,24
Андреев Роман Никитич,капитан,2,33
Соколов Кирилл Алексеевич,майор,11,37
Фёдоров Юрий Викторович,майор,10,51
Егоров Павел Михайлович,полковник,3,38
Алексеев Матвей Андреевич,капитан,12,20
Макаров Роман Дмитриевич,полковник,4,29
Иванов Андрей Дмитриевич,полковник,4,28
Кочергин Никита Александрович,капитан,8,48
Соловьёв Матвей Ильич,майор,10,43
Лебедев Артём Викторович,капитан,5,52
Лебедев Сергей Михайлович,майор,9,39
Фёдоров Алексей Михайлович,прапорщик,8,53
Лебедев Виктор Сергеевич,майор,6,51
Михайлов Максим Иванович,лейтенант,11,19
Павлов Андрей Сергеевич,сержант,8,25
Смирнов Степан Никитич,сержант,6,37
Лебедев Егор Максимович,полковник,9,29
Кочергин Евгений Ильич,сержант,11,32
Никитин Александр Ильич,майор,12,40
Егоров Константин Андреевич,капитан,9,51
Петров Степан Иванович,капитан,4,51
Попов Матвей Алексеевич,рядовой,11,28
Николаев Олег Кириллович,полковник,12,27
Павлов Константин Олегович,полковник,4,35
Петров Роман Никитич,лейтенант,9,44
Борисов Денис Викторович,прапорщик,3,37
