fullName,rank,companyNumber,age
Васильев Артём Олегович,лейтенант,6,31
Борисов Евгений Александрович,прапорщик,8,43
Борисов Павел Максимович,капитан,10,51
Михайлов Юрий Иванович,майор,1,44
Васильев Денис Кириллович,сержант,7,43
Никитин Матвей Иванович,лейтенант,1,46
Попов Виктор Дмитриевич,капитан,4,36
Попов Константин Никитич,рядовой,3,57
Иванов Виктор Ильич,лейтенант,12,57
Макаров Матвей Дмитриевич,лейтенант,10,23
Яковлев Артём Андреевич,капитан,11,52
Морозов Роман Олегович,прапорщик,7,56
Николаев Егор Михайлович,прапорщик,1,31
Захаров Юрий Павлович,лейтенант,7,20
Кузнецов Михаил Михайлович,рядовой,3,56
Морозов Евгений Ильич,рядовой,7,44
Петров Константин Михайлович,полковник,6,35
Соколов Кирилл Андреевич,сержант,3,24
Орлов Денис Юрьевич,сержант,1,31
Смирнов Артём Никитич,рядовой,12,55
Кочергин Денис Никитич,майор,12,19
Попов Алексей Олегович,прапорщик,2,41
Николаев Олег Павлович,полковник,6,28
Алексеев Юрий Никитич,рядовой,6,53
Орлов Алексей Павлович,лейтенант,2,48
Смирнов Максим Никитич,рядовой,11,52
Михайлов Денис Александрович,лейтенант,4,38
Павлов Роман Андреевич,майор,10,55
Смирнов Андрей Максимович,полковник,11,31
Андреев Илья Алексеевич,майор,8,41
Попов Артём Кириллович,прапорщик,3,29
Алексеев Павел Романович,капитан,11,42
Никитин Андрей Кириллович,полковник,8,60
Егоров Евгений Алексеевич,майор,6,52
Иванов Егор Михайлович,майор,6,24
Степанов Евгений Андреевич,прапорщик,9,31
Павлов Артём Кириллович,сержант,12,26
Степанов Иван Иванович,лейтенант,4,37
Кузнецов Юрий Андреевич,капитан,11,54
Попов Павел Алексеевич,майор,7,43
Кочергин Кирилл Викторович,полковник,10,47
Орлов Виктор Иванович,прапорщик,1,58
Егоров Константин Юрьевич,рядовой,2,39
Морозов Михаил Викторович,сержант,8,39
Кочергин Константин Юрьевич,рядовой,8,56
Соколов Александр Олегович,сержант,5,58
Зайцев Степан Юрьевич,майор,6,39
Петров Юрий Викторович,сержант,8,23
Васильев Степан Кириллович,майор,6,21
Морозов Иван Михайлович,майор,7,49
Яковлев Алексей Алексеевич,капитан,11,24
Захаров Виктор Максимович,капитан,6,29
Зайцев Матвей Александрович,майор,3,46
Лебедев Максим Викторович,лейтенант,12,41
Борисов Олег Михайлович,майор,3,23
Сидоров Кирилл Юрьевич,капитан,6,48
Захаров Максим Сергеевич,рядовой,9,54
Николаев Артём Павлович,капитан,3,20
Зайцев Илья Алексеевич,майор,10,26
Егоров Дмитрий Максимович,сержант,8,56
Егоров Егор Викторович,прапорщик,6,38
Николаев Виктор Андреевич,майор,3,23
Васильев Олег Ильич,лейтенант,12,33
Лебедев Алексей Алексеевич,лейтенант,7,27
Петров Никита Кириллович,капитан,10,37
Смирнов Денис Никитич,сержант,9,55
Васильев Сергей Ильич,лейтенант,6,21
Соколов Илья Александрович,лейтенант,1,25
Егоров Иван Сергеевич,капитан,8,25
Алексеев Юрий Никитич,полковник,7,59
Степанов Павел Алексеевич,сержант,7,43
Макаров Алексей Юрьевич,лейтенант,7,39
Николаев Денис Павлович,майор,5,38
Смирнов Матвей Александрович,полковник,10,49
Петров Дмитрий Дмитриевич,рядовой,5,37
Макаров Виктор Александрович,лейтенант,9,51
Михайлов Кирилл Юрьевич,майор,4,48
Сидоров Евгений Романович,майор,8,52
Сидоров Илья Никитич,лейтенант,12,24
Козлов Илья Максимович,рядовой,5,43
Смирнов Михаил Никитич,сержант,10,55
Морозов Денис Иванович,сержант,10,47
Андреев Илья Юрьевич,рядовой,11,29
Борисов Юрий Ильич,рядовой,2,53
Новиков Олег Дмитриевич,майор,7,20
Васильев Олег Викторович,лейтенант,7,35
Егоров Матвей Романович,лейтенант,2,25
Никитин Кирилл Романович,сержант,1,39
Козлов Степан Сергеевич,прапорщик,10,26
Борисов Михаил Романович,сержант,11,48
Яковлев Михаил Михайлович,прапорщик,7,40
Иванов Денис Павлович,лейтенант,6,36
Соколов Виктор Сергеевич,полковник,7,38
Семёнов Павел Алексеевич,рядовой,10,45
Соловьёв Виктор Михайлович,капитан,4,57
Соловьёв Илья Павлович,лейтенант,3,60
Семёнов Дмитрий Павлович,рядовой,5,56
Соколов Кирилл Алексеевич,сержант,4,53
Иванов Юрий Александрович,полковник,5,47
Козлов Алексей Юрьевич,прапорщик,3,44
Борисов Михаил Иванович,прапорщик,12,31
Николаев Матвей Кириллович,прапорщик,3,58
Андреев Денис Кириллович,капитан,1,31
Макаров Иван Михайлович,рядовой,8,56
Никитин Александр Михайлович,сержант,3,49
Алексеев Андрей Викторович,лейтенант,6,48
Соловьёв Илья Олегович,лейтенант,1,31
Петров Иван Юрьевич,капитан,7,18
Николаев Алексей Алексеевич,полковник,4,39
Смирнов Михаил Ильич,капитан,6,22
Степанов Матвей Андреевич,прапорщик,2,39
Степанов Юрий Романович,лейтенант,6,44
Николаев Денис Викторович,сержант,1,42
Зайцев Илья Юрьевич,лейтенант,9,46
Алексеев Константин Дмитриевич,рядовой,9,56
Степанов Евгений Александрович,лейтенант,6,39
Фёдоров Андрей Никитич,полковник,7,26
Козлов Матвей Сергеевич,капитан,12,51
Егоров Роман Максимович,сержант,10,24
Лебедев Михаил Андреевич,прапорщик,2,35
Новиков Егор Максимович,прапорщик,10,49
Орлов Никита Олегович,майор,11,32
Лебедев Олег Павлович,сержант,5,40
Лебедев Матвей Иванович,полковник,10,48
Павлов Матвей Юрьевич,полковник,12,20
Козлов Сергей Иванович,сержант,2,20
Соловьёв Михаил Павлович,прапорщик,4,59
Соловьёв Максим Алексеевич,полковник,6,19
Борисов Егор Олегович,рядовой,6,22
Кузнецов Михаил Андреевич,полковник,4,36
Захаров Денис Андреевич,рядовой,1,34
Морозов Степан Кириллович,капитан,3,22
Никитин Денис Романович,рядовой,3,56
Егоров Матвей Михайлович,рядовой,9,52
Соловьёв Матвей Дмитриевич,лейтенант,12,29
Иванов Максим Михайлович,лейтенант,5,59
Яковлев Павел Сергеевич,рядовой,11,57
Кочергин Артём Никитич,сержант,8,49
Морозов Андрей Кириллович,капитан,3,30
Кочергин Константин Алексеевич,капитан,2,47
Морозов Павел Алексеевич,сержант,11,44
Иванов Павел Викторович,полковник,12,32
Андреев Иван Кириллович,лейтенант,8,25
Захаров Юрий Дмитриевич,полковник,6,45
Попов Максим Александрович,рядовой,2,50
Соловьёв Роман Романович,прапорщик,4,60
Никитин Денис Олегович,полковник,5,40
Кочергин Роман Ильич,полковник,10,24
Егоров Дмитрий Олегович,капитан,1,44
Попов Матвей Романович,майор,3,41
Попов Андрей Никитич,полковник,5,27
Орлов Максим Александрович,капитан,10,24
Орлов Юрий Сергеевич,майор,1,32
Кочергин Иван Александрович,прапорщик,2,33
Попов Максим Михайлович,рядовой,2,54
Попов Константин Кириллович,рядовой,5,46
Петров Евгений Сергеевич,сержант,4,20
Кузнецов Илья Максимович,сержант,7,52
Егоров Алексей Романович,рядовой,3,55
Макаров Матвей Юрьевич,сержант,2,58
Никитин Матвей Павлович,сержант,9,36
Яковлев Михаил Кириллович,полковник,4,47
Петров Юрий Иванович,рядовой,9,43
Михайлов Максим Михайлович,прапорщик,9,43
Сидоров Олег Романович,лейтенант,10,57
Михайлов Павел Никитич,прапорщик,7,36
Николаев Илья Алексеевич,полковник,11,43
Соловьёв Егор Павлович,полковник,5,29
Степанов Сергей Сергеевич,капитан,10,51
Макаров Иван Сергеевич,полковник,2,20
Иванов Никита Олегович,сержант,7,57
Павлов Степан Олегович,сержант,2,38
Андреев Матвей Юрьевич,майор,7,22
Иванов Павел Павлович,сержант,12,46
Сидоров Никита Юрьевич,прапорщик,11,56
Смирнов Роман Ильич,прапорщик,8,29
Васильев Денис Алексеевич,майор,6,46
Павлов Роман Иванович,капитан,12,49
Яковлев Илья Ильич,капитан,7,56
Попов Егор Максимович,капитан,9,60
Соловьёв Алексей Ильич,сержант,12,49
Макаров Роман Максимович,майор,4,39
Лебедев Олег Ильич,полковник,6,51
Николаев Егор Иванович,рядовой,12,29
Смирнов Олег Михайлович,прапорщик,8,45
Морозов Максим Максимович,полковник,1,57
Иванов Матвей Максимович,рядовой,5,20
Васильев Иван Кириллович,лейтенант,12,42
Новиков Роман Викторович,сержант,1,60
Никитин Алексей Павлович,прапорщик,8,46
Алексеев Никита Сергеевич,сержант,3,35
Борисов Евгений Кириллович,прапорщик,2,40
Кузнецов Константин Александрович,сержант,11,52
Соколов Михаил Викторович,сержант,8,23
Кузнецов Михаил Олегович,рядовой,5,57
Соловьёв Никита Кириллович,майор,8,59
Козлов Роман Иванович,майор,11,57
Андреев Константин Романович,майор,10,46
Макаров Сергей Иванович,рядовой,4,39
Степанов Константин Романович,лейтенант,4,59
Сидоров Евгений Павлович,рядовой,3,37
Алексеев Кирилл Александрович,майор,8,19
Никитин Александр Александрович,полковник,11,18
Иванов Александр Никитич,капитан,11,31
Семёнов Степан Дмитриевич,капитан,11,32
Фёдоров Никита Олегович,сержант,4,30
Сидоров Евгений Викторович,сержант,6,59
Соловьёв Михаил Александрович,рядовой,1,39
Новиков Денис Алексеевич,полковник,8,27
Захаров Матвей Юрьевич,капитан,10,31
Орлов Кирилл Юрьевич,прапорщик,2,34
Орлов Степан Никитич,майор,12,27
Михайлов Виктор Михайлович,майор,7,43
Сидоров Константин Сергеевич,лейтенант,2,45
Петров Максим Максимович,полковник,7,46
Иванов Андрей Иванович,сержант,7,46
Михайлов Иван Павлович,полковник,1,28
Николаев Матвей Андреевич,сержант,2,52
Смирнов Александр Олегович,рядовой,6,60
Новиков Константин Андреевич,прапорщик,9,41
Яковлев Иван Алексеевич,лейтенант,4,57
Кочергин Константин Михайлович,полковник,12,43
Алексеев Егор Александрович,полковник,2,34
Семёнов Павел Никитич,майор,9,30
Егоров Олег Алексеевич,майор,5,37
Яковлев Олег Кириллович,майор,5,29
Никитин Евгений Олегович,прапорщик,8,23
Степанов Максим Алексеевич,прапорщик,9,58
Захаров Павел Дмитриевич,сержант,6,29
Никитин Илья Александрович,полковник,1,44
Кочергин Александр Викторович,сержант,11,37
Васильев Александр Ильич,прапорщик,1,47
Иванов Юрий Викторович,полковник,11,23
Кузнецов Денис Дмитриевич,майор,6,46
Макаров Артём Михайлович,капитан,7,42
Новиков Павел Михайлович,рядовой,8,34
Орлов Кирилл Юрьевич,лейтенант,12,43
Иванов Михаил Максимович,капитан,1,56
Смирнов Сергей Дмитриевич,лейтенант,5,46
Иванов Олег Сергеевич,майор,1,31
Михайлов Сергей Олегович,полковник,8,58
Кочергин Юрий Андреевич,прапорщик,12,48
Петров Артём Романович,полковник,7,26
Попов Андрей Романович,сержант,11,52
Яковлев Артём Юрьевич,прапорщик,2,30
Морозов Матвей Иванович,сержант,4,44
Михайлов Денис Олегович,рядовой,5,37
Кузнецов Кирилл Алексеевич,рядовой,10,27
Алексеев Артём Михайлович,лейтенант,1,55
Фёдоров Дмитрий Михайлович,рядовой,3,52
Захаров Артём Михайлович,майор,6,60
Васильев Роман Андреевич,майор,4,52
Алексеев Сергей Алексеевич,лейтенант,9,19
Сидоров Евгений Иванович,сержант,5,47
Кочергин Кирилл Кириллович,капитан,3,48
Смирнов Иван Романович,сержант,11,40
Новиков Михаил Алексеевич,лейтенант,1,48
Смирнов Кирилл Ильич,лейтенант,6,28
Макаров Егор Алексеевич,сержант,3,44
Фёдоров Артём Сергеевич,прапорщик,11,36
Зайцев Андрей Романович,лейтенант,9,26
Васильев Алексей Романович,рядовой,8,38
Соловьёв Матвей Михайлович,рядовой,6,53
Андреев Павел Дмитриевич,капитан,1,20
Кочергин Максим Иванович,сержант,1,26
Сидоров Сергей Олегович,майор,9,44
Иванов Никита Ильич,рядовой,11,31
Степанов Павел Викторович,майор,9,20
Попов Виктор Максимович,капитан,9,53
